rep,seed,model,success,fit_success,ios_success,convergence,error,description,eta,a,b,c,d,alpha,beta,gamma,delta,epsilon,zeta,nll,q_min_global,q_min_observed,q_min_path,q_median_path,time_sec,ios_T_N,ios_sampled_ios_sum,ios_formal_T_N_complete,ios_expected_n_transitions,ios_n_transitions,ios_n_valid,ios_n_failed,ios_success_rate,ios_median_ios_contribution,ios_max_ios_contribution,ios_min_ios_contribution,ios_total_seconds
14,20260617,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,74.54317049090152,-74.70883118939867,6.392152205475189,38.138159551806744,-22.538200675196236,44.898179371532095,66.13409520806776,4574.899786012039,497.37767002457343,-298.87356419836135,-220.11730794591605,8085.06102454449,4550.546245343957,4550.546245343956,4550.546248090052,5147.5161865554255,3989.8070493330006,26.09042773818883,26.09042773818883,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009295734985972,3.2336616393202746,0.0003389432854432,3860.264482370979
15,20260618,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,76.7060699890436,-113.90388582292933,9.573268489316732,112.03632731197187,-13.593271828449485,51.538544464970336,39.363702293740666,4565.811170935381,162.65351287953712,-169.21401469058426,-722.8216145643289,8036.259469795881,0.0002751544216152,3467.1524314459316,3506.292662558555,5376.557145390676,4911.744997999999,44.98869766628035,44.98869766628035,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010828134589417,11.547305915701088,0.0003020920821508,4779.884510098023
16,20260619,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,68.6076508652692,-78.06281521828981,10.00310212429288,70.50784939673062,-14.399119741737998,64.43425813594172,173.3105095821593,3319.7943571955793,322.60298852300224,-288.3517590576993,-387.7936345272049,8154.654135224269,3203.2549044239754,3203.254904423975,3203.2549481506016,3938.982853729112,3990.685648584,55.47130415770721,55.47130415770721,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010167924359585,22.417654761392235,0.0003266208090653,3853.475350810031
17,20260620,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,64.67022997728337,-80.45446462059722,12.646929854754468,62.8473807485706,-7.784513178094992,44.340403569531965,161.84905220283397,3740.575277241783,450.399794559602,-282.6369307674214,-515.8333673090206,8061.066902732178,3592.882013366331,3592.882013366331,3592.8829102668706,4168.916534839795,3114.1091572920004,27.993895744752177,27.993895744752177,True,2499.0,2499.0,2499.0,0.0,1.0,0.001018942384086,5.060706049063604,0.0003486456871333,3025.631236775993
18,20260621,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,66.4816092353913,-128.4963058244249,12.877639193614195,108.7665578292679,-13.536856414082326,40.97605781534419,252.41357331460688,4204.71447662933,279.9529601204091,-214.20895106853615,-659.7663325598863,8057.049161493769,3815.995945673003,3815.995945673003,3815.9962633378623,4469.823260173071,2841.479151667,24.644764236864035,24.644764236864035,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009800515827413,2.2069802350181007,0.0003210432631166,2752.988770482017
19,20260622,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,69.94798460464136,-88.18525257176353,-8.787440925520103,70.34291604012037,-2.225564677408978,62.07623787746082,340.04577137045794,3840.369264025416,151.51777036039297,-191.73021854306452,-741.6289689411851,8167.088841603423,0.0002744978264672,2579.4344917124063,3037.9754557996594,4105.148473163612,3243.4169609580003,55.99885250817723,55.99885250817723,True,2499.0,2499.0,2499.0,0.0,1.0,0.000958043325578,20.57681941741827,4.724255853183479e-05,3153.907428836979
20,20260623,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,63.96120624589998,-73.96336100408286,-2.00493898263865,40.420706301254576,-8.428073272696912,38.479922727327136,196.12791617154784,4126.86913453318,130.65677472336623,-139.76828977509564,-596.9836870393224,8055.645678572487,0.0002750888634182,3399.113014472411,3481.434516649233,4422.247262552055,3686.054328166,29.807122965209373,29.807122965209373,True,2499.0,2499.0,2499.0,0.0,1.0,0.000990967698204,4.495444203555003,0.0002305965258391,3596.496920772997
21,20260624,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,71.41865798622158,-63.88915504723299,28.39324473998334,42.72747437801805,-38.727784460660125,54.66605767325444,56.30113603916059,4107.448477609757,319.21744994571935,-263.66940439728074,-280.53770591092893,8204.614842261652,0.0002740823128988,3840.218164440374,3856.567650326282,4824.205191613292,3014.4918258340003,29.53053269281452,29.53053269281452,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010964310508612,3.974463903390493,0.0003602847195072,2924.3820721200113
22,20260625,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,69.33959403144033,-117.90449491377414,29.763681880408768,103.99235674126086,-35.000967508715355,28.18677561766148,122.47206934336292,4760.942988835286,617.3018095059102,-263.6060383762428,-707.5926313656496,8093.437996649647,0.0002729307525441,4406.538291516584,4431.643956112657,5395.192789818369,2760.885629208,33.91485675085102,33.91485675085102,True,2499.0,2499.0,2499.0,0.0,1.0,0.0011110937063953,7.65963875626862,0.0004085752161295,2672.301429246033
23,20260626,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,66.32793917819748,-114.0791523212844,38.83179189109225,93.92372939313212,-28.574701144883853,43.849234245400126,136.9440670464602,4305.386573709857,569.7821080356756,-316.0004776178919,-581.9093822994095,8241.118750789468,0.0002745025776675,3999.569193447625,4035.101650902816,4873.2944329604325,2840.115215584,39.595993120104225,39.595993120104225,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010885432197649,8.10631287771875,0.0003872074052266,2750.500579912995
24,20260627,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,67.80962822768971,-55.97474839661166,-19.72398043565744,49.25750159899509,25.81143053183719,39.07984533075376,126.0848762728276,4272.204102951397,88.4083488860568,-117.55823408701605,-189.64142864773777,7972.230664862464,4170.505926498893,4170.505926498892,4170.5059283030105,4551.939138761956,2539.696383292,31.183119822098885,31.183119822098885,True,2499.0,2499.0,2499.0,0.0,1.0,0.0008547169647479,10.08780307458332,0.0003316531309924,2450.97089168803
25,20260628,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,71.11976896915111,-81.39734021950225,42.3105474543122,67.79572944381395,-42.0972046736864,54.11035884634999,-162.5068763429271,4180.219993903435,652.1797517992379,-366.2282579647838,-176.46466982756706,8266.748570816908,0.0002751954093582,2868.3505045224856,3069.062401409291,5230.043932876326,3787.810468665999,39.98201194706121,39.98201194706121,True,2499.0,2499.0,2499.0,0.0,1.0,0.0011796371365386,5.496000786840604,0.0004105292658973,3698.365069139045
26,20260629,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,69.7913414035727,-99.59022969111862,24.791086938490093,85.90881229915668,-25.287803803804906,78.0749549821118,99.3353448095119,3606.364185402151,29.077210483365693,-94.34024130125078,-150.9808572386803,8491.939711309622,0.0002757539150479,3170.516983108029,3300.3863100133913,4288.870625079923,3534.755518375,63.36342682811407,63.36342682811407,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010246354063871,10.144784693086052,0.000319750937558,3445.3381691199675
27,20260630,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,65.99796813674826,-110.57505742654196,15.808363171286208,92.38867282189872,-13.189620052049117,44.527157589588825,144.15998065466349,3567.188157055292,582.3415821633688,-322.05599140496554,-521.3400989861731,7991.944315286275,3450.50599527268,3450.5059952726783,3450.506090864823,4078.8904470739103,2817.1859833340004,28.7379766773867,28.7379766773867,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010342853647467,7.463303156737588,0.0003846232238009,2728.6810245749766
28,20260631,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,63.27639145873772,-120.8238018056436,18.600450805502515,127.1340305403082,2.04433825573326,49.357901059649734,97.93808568467666,3547.695882066906,628.9024348406621,-352.37085097969276,-349.59475438719676,8197.43531355364,3499.1126338854897,3499.11263388549,3499.1127126817596,4305.809261338531,2678.1881731249996,30.69045946881153,30.69045946881153,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010713730257716,10.569005398481757,-0.0004691576661741,2589.1585051699894
29,20260632,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,72.16486731216861,-79.04426313166377,2.671470080377131,83.43709504104915,-17.702557485264915,45.11671285248281,203.02190691885124,3920.5565149379986,193.44611317386185,-185.7911164439646,-597.1931814709268,7859.182476220227,0.0002733594446908,3353.097568143414,3361.7992989314184,4244.167259831601,3424.871138667,27.012149127588117,27.012149127588117,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010511058444921,2.8258231968761365,0.0003146544649048,3335.1834572319785
30,20260633,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,64.24313526558741,-94.6236126098255,20.02155132150237,82.70064474932113,-33.1947147527244,54.01824728121137,190.58347822307903,3406.8132359985107,298.79526320584023,-254.0897197000124,-448.2309682232034,8163.487971620346,3238.712344171535,3238.712344171535,3238.7134921741676,4008.964576083456,2382.494135084,46.74504070733851,46.74504070733851,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009595178877428,25.234919153771656,0.0003600905518612,2293.3670548990267
