rep,seed,model,success,fit_success,ios_success,convergence,error,description,eta,a,b,c,d,alpha,beta,gamma,delta,epsilon,zeta,nll,q_min_global,q_min_observed,q_min_path,q_median_path,time_sec,ios_T_N,ios_sampled_ios_sum,ios_formal_T_N_complete,ios_expected_n_transitions,ios_n_transitions,ios_n_valid,ios_n_failed,ios_success_rate,ios_median_ios_contribution,ios_max_ios_contribution,ios_min_ios_contribution,ios_total_seconds
31,20260634,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,68.57607668505713,-74.12716811801394,-1.2618017800112018,55.362237473625385,-3.995835347825695,59.02513274834332,323.0928100999956,4337.094316254257,41.77033641726711,-99.30759592240967,-271.79583286703223,8376.248638950467,3894.956539184871,3894.9565391848705,3894.9566100134216,4614.120774734555,3035.649983833,72.81716457887714,72.81716457887714,True,2499.0,2499.0,2499.0,0.0,1.0,0.0007577940090608,33.44405683311507,6.572344474786718e-05,2947.0616995259625
32,20260635,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,68.65959097463224,-89.69055320487946,42.63122209778265,84.85909889473535,-39.94434858297875,60.20457260046232,-0.8396912486998626,3622.1915296267466,420.6913332840519,-316.2377764980009,-277.87481335516503,8248.739480692982,0.0002744061812336,2963.17107909646,3112.476064752733,4502.989486816006,3222.4366782079996,41.067337207031855,41.067337207031855,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010824899116923,5.645411001295869,0.0004021480658829,3132.464697421972
33,20260636,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,74.9276635353458,-68.84829980538771,-5.219044682296443,54.53487446086249,19.16504079864797,55.598095769758274,358.63582571696196,4515.481437304521,519.7266422477456,-339.97536163542827,-1096.5064797225043,8084.02329426268,3937.135840630112,3937.13584063011,3937.136006094295,4661.381705644444,2797.6650688749996,35.123501744613655,35.123501744613655,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009454032513827,8.26220359786939,0.000356319464938,2709.033145564008
34,20260637,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,67.71205149568395,-57.38341192922987,-21.651420046328298,42.18687289346155,17.802032612898646,52.62925978808588,175.0114743582249,3469.319415587408,299.89338928765227,-251.1151070754665,-485.8282251960851,7957.508438045173,0.0002738468465395,3130.6624175380557,3200.1358909888504,3904.7477912598265,3224.9964600000003,41.136846530671505,41.136846530671505,True,2499.0,2499.0,2499.0,0.0,1.0,0.0011623067873536,12.824561407395706,0.0003496955666957,3135.0770341490206
35,20260638,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,66.1189179277904,-72.27702527560338,-0.4397637732293171,38.33384858102353,-26.119919268088584,57.902551962575586,142.37358058585883,3663.0858116669465,228.69617300596005,-230.1485784541784,-282.95019883100605,8263.951104655793,3575.5670592035863,3575.567059203586,3575.567205357271,4228.753679193034,2494.087479875001,26.950314230519957,26.950314230519957,True,2499.0,2499.0,2499.0,0.0,1.0,0.000838838251401,2.789195891821862,0.0003361645046422,2405.0858573129735
36,20260639,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,72.05867581224867,-74.72372178735166,20.705419012387804,45.30701271808856,-5.671142669691986,47.68892932605716,156.47046838284658,4494.925303076386,741.9153226248926,-366.199636999333,-1425.1556345831168,8096.373768536845,0.0002746424488577,2921.5098252042694,3103.174971682535,5070.582143755537,3336.918633542,31.37613832433662,31.37613832433662,True,2499.0,2499.0,2499.0,0.0,1.0,0.0011680105832057,4.826219346505642,0.0003802699659791,3247.7634625760747
37,20260640,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,69.53964585731883,-87.60081244454058,21.193751187793904,81.5188784970954,-16.296974361253127,50.55517450758666,281.00060696868275,4204.074064666427,236.6753449047019,-218.77077833477185,-607.9963336874323,8125.659897609188,3813.602951244997,3813.6029512449977,3813.602952777855,4457.476922513239,2673.307945374998,36.10568904963145,36.10568904963145,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009457946017352,5.542455752557302,0.0003621873706318,2584.8726016530363
38,20260641,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,67.83703751065464,-97.05597404679096,4.135649290041744,74.0421129362322,-0.6911211807304148,56.21094460018723,55.99341035551912,3598.5524595071806,373.9541255070464,-289.8786054867175,-201.77107550918345,8110.978680037856,0.0002742899414442,3482.816337527029,3510.4165651267044,4240.467098027059,3596.8022660410006,106.36527805982054,106.36527805982054,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009790200428136,77.35422366563257,4.585824069414102e-05,3507.338862704013
39,20260642,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,71.81786784184597,-50.9776667618014,-30.958601593780884,3.310830214678503,3.588930740802286,98.35027806323671,391.8549453588016,2848.4918619132964,97.61297174817662,-194.19524552667949,-518.117171335344,8501.715319593266,0.0002749778795987,1785.4318786578938,2208.5304623556963,3486.4131455553497,2896.839559625001,369.68750432201136,369.68750432201136,True,2499.0,2499.0,2499.0,0.0,1.0,0.000971468060948,340.8103591531117,3.548010095011378e-05,2806.570372459073
40,20260643,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,72.91740782834003,-108.55962637513068,9.326329374816403,93.15885951316427,-22.81192468612069,39.9491726117746,274.94570093833937,4490.184974026607,304.3982324728406,-219.1611374644944,-1001.8888168983532,7988.458950638955,0.0002744575649558,3608.5785322514175,3620.548244457724,4748.2338737834125,3065.9532876249996,36.35207290776485,36.35207290776485,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010455879829298,9.088363799265991,0.0003279457638551,2976.4523442760437
41,20260644,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,67.26743274284824,-93.53609846452392,13.18316033801224,68.07460347945783,-12.467355440448802,63.49748485957991,217.14487878213063,4132.641964690313,228.047658364082,-240.5998134886017,-457.0549304535288,8071.76123127527,0.0002757118927547,3861.012828570092,3871.508402701807,4659.94020040342,2628.479570708001,103.9080442186841,103.9080442186841,True,2499.0,2499.0,2499.0,0.0,1.0,2.2188169701564678e-07,12.310390340593454,-0.2893471885741636,2543.310758609079
42,20260645,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,67.26743274284824,-93.53609846452392,13.18316033801224,68.07460347945783,-12.467355440448802,63.49748485957991,217.14487878213063,4132.641964690313,228.047658364082,-240.5998134886017,-457.0549304535288,8336.135301937991,0.0002757118927547,3841.809450445471,3872.0023312893622,4653.275930998971,1898.7079503330024,53.42981653100846,53.42981653100846,True,2499.0,2499.0,2499.0,0.0,1.0,2.228676065918478e-07,12.396485622386066,-0.2882386101155183,1814.0913460579288
43,20260646,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,67.75865162695304,-61.56122061539905,7.265398097329256,38.475011639471354,-21.600493010617832,31.024763732213735,-19.655625069954187,4250.804920311754,772.0963417740222,-309.5422852021713,98.05468872778656,7990.703967143558,4247.691733050884,4247.691733050881,4247.69234934541,4825.941802894217,8685.351373582998,20.69525144667684,20.69525144667684,True,2499.0,2499.0,2499.0,0.0,1.0,-0.0056015278220553,4.781733387642525,-4.135104216237469,8597.073784197979
44,20260647,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,71.72868538740977,-106.4549780009886,27.06936251175749,82.33064083789642,-10.22857066895412,24.83866610970169,84.91165489535021,6893.395893232449,450.6710092266058,-138.47146012420288,-2888.178401015246,8209.241469448623,0.0002737851627898,2738.7675296907437,2899.1041651839596,6474.745416628059,2893.583444249998,34.41394931738748,34.41394931738748,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009880686017322,9.408936084233424,0.000333608395203,2804.1907871191033
45,20260648,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,69.10982823413177,-75.33791737496236,-14.070333253874312,49.897851266672376,-0.8170144909609469,53.394119757435504,143.66786096033033,4288.86596847302,53.53693916442429,-106.93096354549154,-143.85987513979475,8240.793896752386,4192.223986328336,4192.223986328336,4192.2247801707945,4718.504997527492,2627.741771582998,41.2721381464614,41.2721381464614,True,2499.0,2499.0,2499.0,0.0,1.0,0.0007220959468567,16.660209676197496,1.3006129673698297e-05,2539.142008853909
46,20260649,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,69.902755041034,-78.76612980124636,-13.181771908302482,63.20699473068431,6.3883407820123725,50.742229802837024,81.87495242959851,4006.825489945698,409.0392928090972,-284.2486074124158,-646.7529579884447,8073.136141611832,0.0002743471159192,3028.7331222043113,3339.9348958309347,4601.217414827789,3842.4138561670006,40.66199002608121,40.66199002608121,True,2499.0,2499.0,2499.0,0.0,1.0,0.0011070195656692,12.008758568357637,0.0002325357295034,3753.374820557965
47,20260650,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,71.51922500861811,-78.56053555891134,14.817445579632183,67.61788246194153,-3.6040154000294975,32.379668561365285,49.5443948453204,4411.016299531624,218.53256520514964,-168.238069784549,-128.71122108034362,7844.1374886837875,4392.064228914093,4392.064228914092,4392.064308085242,4782.747537736707,3346.1737155830015,19.541896684542216,19.541896684542216,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009526332113676,2.572657483335611,0.0001426630256817,3257.805386557906
48,20260651,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,71.88273728882336,-68.8948502275622,-10.736946634419098,56.92446440549873,0.8077186885446059,50.707797911512465,141.09773266370692,3884.501113473126,372.18060898743255,-274.75413814622243,-382.2605943177963,7999.814391639073,3786.347718025051,3786.347718025051,3786.347751474281,4389.644294207863,2793.530678708001,43.32679684145259,43.32679684145259,True,2499.0,2499.0,2499.0,0.0,1.0,0.000930332779601,9.092814926303,0.0001039378474985,2704.5422033439536
49,20260652,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,70.98920581657616,-78.30382406639943,7.913930525717456,65.427875880972,-24.253368781611837,53.553087203709445,-118.66528095593672,4061.712055983845,963.7795653264694,-454.3715268679656,503.4081853121468,8245.217351396452,3995.976121607236,3995.976121607234,3995.9771741592313,4956.789079133747,7260.4051957910015,46.81458976998377,46.81458976998377,True,2499.0,2499.0,2499.0,0.0,1.0,0.0006377064320592,6.888762836228437,-2.691310969968974,7171.9529384159905
50,20260653,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,67.30660184169487,-66.75344687836221,27.330487129810287,43.96827675103582,-32.864446110720316,60.78500457683418,84.26172003980669,3425.8093971067083,455.2853387979343,-329.5543732483968,-570.3232708545197,8263.35784090895,0.0002753678963927,1978.421804344343,2871.136746669464,4300.204128403924,2924.1878561660014,60.9541111931058,60.9541111931058,True,2499.0,2499.0,2499.0,0.0,1.0,0.0011311682466987,23.57080285930096,0.0004001168532674,2834.4381046180533
51,20260654,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,69.30238217272662,-78.85665528884496,18.762965685335207,63.61290073283659,-19.290770859315593,37.61466169648975,153.64480199878557,4843.251294317454,133.16171235201978,-132.9211064510191,-814.5551441830354,8146.629475581232,0.0002758779082796,3663.4739257338433,3719.805833248512,5391.160390176108,2919.7797778340027,28.73084935283253,28.73084935283253,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010251557348395,8.997526966111366,0.0003161201151691,2829.861141923837
52,20260655,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,73.23869928816013,-99.11098765123717,-3.3599290513662985,103.62628225127251,-2.779970274355859,42.93581213536727,186.9648306224792,4480.017316996208,485.4786495930739,-288.60319765378875,-720.8480021560696,8027.190125216202,0.0002733921573963,4082.5266907376017,4111.0427279857895,4896.645313531848,3244.403241166001,30.363971839494297,30.363971839494297,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010335737162727,3.3628517424928113,5.0181974646346106e-05,3155.6818470340513
53,20260656,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,66.07764900014902,-82.9856152042599,28.092075152821412,63.85606658382342,-20.310986706974024,54.423637932822,69.81897510373331,3621.429458483062,507.42451277561054,-332.03531905880607,-332.5240362481759,8218.501720989185,0.0002746026257227,3326.4861811774085,3385.9637501287266,4327.060787010849,3219.8771514590007,45.7403757175172,45.7403757175172,True,2499.0,2499.0,2499.0,0.0,1.0,0.0012011828872089,11.492202651187434,0.0003899384751462,3130.0595903430185
54,20260657,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,67.26743274284826,-93.5360984645239,13.183160338012238,68.07460347945788,-12.467355440448808,63.49748485957985,217.1448787821297,4132.641964690308,228.0476583640819,-240.5998134886015,-457.0549304535279,8120.973317843249,0.0002757152979029,3858.4464269693353,3879.274107087172,4653.436294488617,5767.433502832999,-27.740228333807323,-27.740228333807323,True,2499.0,2499.0,2499.0,0.0,1.0,-0.0856163841779169,29.95556125482809,-0.5630160475996164,5680.918848147092
55,20260658,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,70.10542395051864,-100.25056384191986,7.705186852709586,99.52096532894878,-18.459390990694157,74.97508389664596,209.17739304298536,3250.884530566733,195.3577114623872,-242.04925785260517,-337.65372517217236,8265.783601394214,3104.98545487988,3104.9854548798785,3104.9855854918787,3952.3992592086174,2767.103758333,76.25252790864334,76.25252790864334,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010010765461845,53.53455379273949,0.0003350296062993,2678.265451048923
56,20260659,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,74.73604556783688,-91.6230561898717,-4.838866302787987,61.272878137060665,5.2433911008457414,66.42631467980948,146.3687908252875,3734.745605806052,376.35814370266974,-314.0774320221719,-619.1196521822259,8101.816242138152,0.00027512939414,3006.4967186332524,3266.739655750064,4387.261847507126,4012.638183375002,48.840653549889105,48.840653549889105,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010571501702463,12.002155178504315,0.0002538160413321,3923.777530242998
57,20260660,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,69.69932816882985,-101.56474463656156,32.14607291579974,72.82625590406815,-15.575387127907211,58.262843465250846,191.3555650033113,3743.3243127649616,803.753460337737,-431.61137288142265,-960.2631309657517,8198.27142534524,0.000275440270343,2816.4686926364707,3189.544804237177,4442.160877251508,3064.525689083999,44.10951424616451,44.10951424616451,True,2499.0,2499.0,2499.0,0.0,1.0,0.0011059399829398,7.0966979763590246,-0.0013171774682234,2975.4806883028905
58,20260661,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,69.66044973674981,-119.67138499779932,2.152008160735095,116.50573755802496,-14.40958576153538,48.492463993698614,89.98416085377362,3853.3154102179633,312.9131092549083,-244.9131308846727,-464.0124187122274,8020.614873399677,0.0002736358001129,3362.714972208728,3482.585516177253,4451.60582367196,3449.062685541001,31.657859037284116,31.657859037284116,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010349201090682,4.592201368873713,0.0003489851623905,3360.284631631177
59,20260662,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,67.73652645310155,-98.85466247942922,5.031584721223391,79.99250082312366,-10.070796312889572,30.899988045891345,4.419831750473111,4627.439997727187,607.5594712186279,-274.0334315212191,-19.598416341291347,8082.12008965907,4627.2819482105215,4627.281948210521,4627.2824075080525,5123.349123104508,3348.4011857080004,47.39556710673492,47.39556710673492,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009328674273558,12.14064376543324,0.0002800296104013,3260.2266993169433
60,20260663,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,74.82221636884752,-86.54677168345295,-14.541839626319124,81.77186633776111,11.196026199832277,61.09344048452296,166.2887022556325,3733.88056667212,47.87974724965991,-108.16909889633176,-147.21137766164097,7931.680377893317,3620.726305434911,3620.7263054349105,3620.726440784514,4188.376157282942,2942.1735139169978,42.43427390651416,42.43427390651416,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009609538691055,18.58317613204811,0.0002970565406874,2852.9883000401132
61,20260664,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,71.29156503235971,-88.36699790757933,-0.4247429628579489,74.46817163359097,-5.643290293876667,56.12483740411741,113.47943259406226,3793.6747102604418,353.89189031455277,-281.86610156271024,-284.9541018936669,8080.00673986868,3736.313378729325,3736.313378729324,3736.3144899908866,4384.500590742493,3006.288031291002,23.010545457636653,23.010545457636653,True,2499.0,2499.0,2499.0,0.0,1.0,0.0009059622941061,2.8227066505453138,0.000334322173547,2917.401173130067
62,20260665,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,74.86245291731352,-92.7049394549054,18.600505742354205,69.03003555125788,-12.72992938809251,73.17549201930723,-139.85489412314712,3855.289112292866,818.9358835141828,-479.1097609750315,-267.34774335045694,8391.683088902138,0.0002757374231805,2203.9557984492403,2665.9259941346527,4994.665737559859,3719.395450417,89.12140973787888,89.12140973787888,True,2499.0,2499.0,2499.0,0.0,1.0,0.0011091883452034,46.06866938016417,0.0004084663929115,3630.096493470028
63,20260666,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,68.81605865168726,-69.12754383987632,8.070638808262991,51.52806097410578,-23.61855280430311,71.78594048337808,-54.289985756301554,3211.710266292343,121.92013558354284,-153.23286639725202,-659.0844670855989,8314.925361682956,0.000275167854852,1966.5608081253447,2040.835946734876,4398.167134728037,3170.6064317089986,122.88780164933628,122.88780164933628,True,2499.0,2499.0,2499.0,0.0,1.0,0.001014718568284,88.30371685392385,0.0003574582007273,3080.978068767072
64,20260667,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,68.61824523689187,-82.74171974965309,20.731754477993416,60.69341671331886,-5.207030613172956,41.67979203660427,76.20369193979937,4659.685600061444,327.8781704245391,-230.66205476281664,-613.1641280055659,8160.508367951821,0.0002745115125435,3867.623607425309,3930.335253766516,5157.208310166025,3375.483913666001,36.45247511690211,36.45247511690211,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010514956431526,6.219871111466865,0.000211339726635,3286.2875460970245
65,20260668,M4,True,True,True,0,,asymmetric drift with position-velocity diffusion,73.09900439180831,-109.41857811588268,15.981651479025938,79.82584408374255,-21.0323230374807,56.33815408295395,-12.28826493383038,3875.5353399458777,577.2293096209307,-360.65847715812953,19.710723074545704,8072.607495211707,0.0002729636398726,3828.722172611062,3851.3903239291094,4569.555749788472,3913.5237902499975,49.425461022535224,49.425461022535224,True,2499.0,2499.0,2499.0,0.0,1.0,0.0010096421185985,18.97456075869067,0.0003197984641087,3823.153648427113
