rep,q_min_global,q_min_observed,q_min_protected,q_path_min,q_path_median,q_path_q05,q_path_q95,augmented_eig_min,tail_margin,nll,time_sec
120,0.00027397245503379963,4427.581752268481,3554.4468738128676,4461.541937317027,5818.037879565698,4639.938384121734,14629.269472943633,1.1026140706118782e-08,107.57037216859143,8139.2999099073,2.797792167000011
121,3423.1263653914293,3423.1263653914284,3423.126365391417,3423.1264523725104,4874.650740442065,3436.229871502329,18114.6231756791,-9.398721690888185e-14,78.03827206286874,8205.944080191935,2.678017875000023
122,3481.4969887142815,3481.4969887142806,3481.496988714279,3481.497547969477,4686.405323827439,3491.5084085640924,19328.094276557953,1.5415996650489318e-13,63.85128044180507,8473.307278000982,2.7377891659999705
123,4059.905472685232,4059.9054726852282,4059.905472685231,4059.905498594733,6111.672084590062,4086.4849697215886,19037.870859294304,1.8493403037216851e-13,95.13114459806302,8163.6635068938685,2.8972873330000084
124,0.00027453753136796877,3868.222886621944,3644.9513573496547,3871.1896765655483,4720.777918561045,3935.6491862202247,14057.079732821954,3.174546709977198e-09,84.67064905447481,8177.828856556757,3.0080433749999997
125,4160.607865895864,4160.607865895864,4160.607865895864,4160.6079409024305,5127.745108656303,4169.868621275238,17363.810355439706,-7.631342772806601e-15,86.80800314402765,8192.829875077554,3.0662686669999744
126,4263.913238671021,4263.913238671019,4263.913238671019,4263.913573052272,5179.70499488673,4271.766930530872,16162.987876341671,1.1737775490900627e-14,90.75095856991588,8227.40845239645,3.3461732910000137
127,0.00027597127700573765,3840.306456739989,3750.347140408684,3848.7085643348664,5317.290999173869,3898.0550281074584,20551.855160682917,2.8200879520953105e-10,71.23626371069373,8503.845371808784,3.0481170829999655
128,0.00027488506930239964,3840.5495544374453,1924.3119236732946,3919.1590653787916,5848.4700417819495,4247.940589403596,13945.076920146868,2.9530698855637613e-07,105.13429472790094,8109.131217254071,3.6219606250000425
129,0.0002757094334810972,3399.317310983871,2785.8787368547964,3420.660582561439,5052.283120795995,3586.961575747761,19607.68851913268,1.750960735091703e-08,70.39822013805377,8399.422060710875,3.4606010830000287
130,0.00027588561715674587,2686.4998195212174,1343.4242158495408,2733.3347509344007,5187.190306164308,3054.3300425801986,23271.304827740336,1.1998890150776527e-07,62.48088970112043,8563.786478012013,3.64477662500002
131,4047.8985754420337,4047.898575442033,4047.8985754420323,4047.8992153225117,4912.169412762646,4053.1818631719225,16135.021581841564,-2.5460230627816934e-13,92.39713712124777,8091.139572980204,3.129848000000038
132,0.00027325397240929306,3673.447801710553,3616.380482214306,3678.9718176874476,4720.607822677537,3711.0675171024,15102.612228621634,8.976147871534037e-11,90.0637286375485,8068.285894566898,3.394240375000038
133,0.00027385698558646254,3678.105015124835,2026.3924915992375,3734.6289236350985,5421.541302572852,4015.116583030978,12518.56237995514,1.0111893845479897e-07,107.67667411707683,8026.81921200824,3.081117083000038
134,0.00027504922400112264,3357.582118670884,2167.216280330977,3390.287195187213,4942.8196586962695,3645.0322478832463,16223.450127333459,1.2293022112460687e-07,84.64792161735724,8185.606621534937,2.9866725840000186
135,4445.591592346204,4445.591592346204,4445.591592346204,4445.591641447494,5076.169375754113,4450.467462652402,14296.330107661743,-3.333744131187269e-14,95.04118281126253,8119.139257241137,3.2720069159999525
136,0.0002747592079686001,4147.2798771712705,3646.7062492809155,4162.235471165498,5466.801401783152,4282.346690617814,15818.667312951575,4.175793519025237e-09,95.8894812841678,8273.513375521961,3.0563611669999773
137,4311.785672964376,4311.785672964376,4311.785672964375,4311.785683976227,5054.801307875208,4319.439612577662,15379.911422958528,5.25484005236584e-13,88.5278047215765,8203.775386624899,3.3108302500000377
138,0.00027429451984062325,1992.659348234878,696.6576895328362,2040.3534948678912,4460.666948909268,2382.9950875795935,21514.522169946955,2.2313208556257123e-07,61.764546184289145,8289.179237323588,3.9875375409999942
139,0.00026817459729500115,3850.678766584552,3846.491694904138,3851.4143650188566,5322.101373956079,3871.6371100780766,16973.100876031243,2.994693632000559e-13,88.9240346146226,8168.068570500929,3.300934791999964
140,0.00027504168610903434,3880.3223186578252,3160.9334827055177,3905.308093419828,5135.797062116061,4046.4250163904962,16663.089969779106,4.872405127941955e-08,93.2222053123343,8092.866356067478,3.2995773749999557
