n_total,n_success,n_failed,success_rate,median_time_sec,total_time_sec,nll_mean,nll_sd,nll_q025,nll_q50,nll_q975
500,496,4,0.992,3.230021687500056,1667.6337915829995,8139.029446393823,148.24697472606317,7874.532584855973,8131.596493818444,8464.942977844868
