observed_contrast,n_boot,n_valid,n_failed,success_rate,contrast_mean,contrast_median,contrast_q025,contrast_q95,contrast_q975,contrast_q99,n_exceed,p_upper,p_upper_mcse,exceedance_ci95_low,exceedance_ci95_high,extend_to_300,median_time_sec,total_time_hours
49.494558931583015,100,100,0,1.0,36.12677752516181,15.315392562262787,2.138160724647696,78.84775772659057,207.61510941122756,558.7967255494781,13,0.13861386138613863,0.034382827111450145,0.07107304618542953,0.21204067708744978,False,61.54674102050001,1.787221600335277
