rep,attempt,seed,success,error,nll_m3,nll_m4,contrast,gain_per_transition,convergence_m3,convergence_m4,nested_violation,boundary_equivalent,q_min_m4,q_min_observed_m4,q_min_protected_m4,augmented_eigenvalue_min_m4,tail_margin_m4,position_term_norm_m4,boot_x_mean,boot_x_sd,boot_v_mean,boot_v_sd,m3_eta,m3_a,m3_b,m3_c,m3_d,m3_alpha,m3_beta,m3_gamma,m3_delta,m3_epsilon,m3_zeta,m4_eta,m4_a,m4_b,m4_c,m4_d,m4_alpha,m4_beta,m4_gamma,m4_delta,m4_epsilon,m4_zeta,time_sec
10,1,20260622,True,,8240.675635824278,8238.572621867432,4.206027913693106,0.0008415421996184686,0,0,False,False,1.0020812624134123e-08,2264.401224376232,1000.9907718120944,1.6214489350323195e-11,75.60691963134285,225.0706863975273,0.009337883086431475,0.8575848555631369,-0.031181058222167962,7.162254494269289,70.53419369341333,-82.51898227531085,-22.23940693423505,48.20149987113487,4.062439203114557,65.97003090032035,346.04298426928216,3833.845810249023,0.0,0.0,0.0,70.78465783866207,-80.9970671385195,-22.35571770041519,46.08630121150898,4.85564366678196,65.9623960459813,347.752289768104,3851.6976938996577,7.889096709053418,22.7351962351416,-223.78044347243323,93.08758450000005
11,1,20260623,True,,8112.756286557467,8108.336628724657,8.839315665620234,0.0017685705613485862,0,0,False,False,0.00027791310094471555,3328.255408587361,2089.7784334083435,5.512328180809891e-07,90.80214337526954,456.1932802395373,-0.03995965077063312,0.8254750244857629,-0.044668962992524736,6.300201013051458,64.51637233672781,-76.4636247811675,-13.192402063140959,28.523394231521582,-5.055391061176031,37.63316164074403,217.6020163783106,4426.283651548666,0.0,0.0,0.0,64.39244680049492,-75.08060413962697,-11.708941101826024,29.232189250915376,-4.837922113728765,37.98275022572031,215.85171909403866,4377.821178616518,13.964999335957081,-28.600901009872256,-455.08161486779403,71.53201562499999
12,1,20260624,True,,8218.349323652177,8214.378936071502,7.940775161350757,0.0015887905484895473,0,0,False,False,1.0137796380149666e-08,4375.007023908286,4149.5173040449845,1.6289175199970815e-13,90.47605405268132,154.54505631432747,-0.42532894942632876,0.8216613999614092,-0.023992807521405674,6.3240802241659475,71.72958393442916,-83.80980247021047,22.29799930126306,58.96197616704545,-37.03511013731234,51.45796515551599,116.25335397536544,4650.941496741139,0.0,0.0,0.0,71.87719031204622,-78.92742222035568,27.778777113172872,57.58197869852112,-38.66420520499969,53.27832657141113,49.24476845136808,4513.855275921166,81.25841018002154,-131.44056301390967,-2.150255984866648,51.336834874999965
13,1,20260625,True,,8071.1917085402365,8063.505690685808,15.372035708856856,0.0030756373967300633,0,0,False,False,0.0002728982290136628,4739.455674020124,3985.5862625130235,2.1323064157499638e-08,114.67774113318461,511.59064885532376,-0.29219490053091696,0.8204709564186857,-0.010964244950212282,6.035365088988222,69.15870242951573,-130.56698854985126,16.60371739478196,105.07807189580762,-27.86468271112121,22.894443689537713,153.77526750032416,5510.720488299912,0.0,0.0,0.0,69.34231049459598,-127.49974832195075,20.47456287135133,104.41945559893996,-28.58840004539263,24.00687985600735,112.91837093673001,5253.8699716036535,129.38758448488466,-110.41762935446995,-482.48501749289267,51.121139583999934
14,1,20260626,True,,8265.551197965966,8253.761542732751,23.579310466429888,0.004717749192963163,0,0,False,False,3939.990464318925,3939.990464318925,3939.990464318925,41.734039936829795,87.43566480535102,827.1302899866439,-0.14666881206144824,0.7991396658671721,-0.047538187146023994,6.636319800826085,66.10747332300721,-113.85354104928793,36.46447823707134,76.17634571772695,-29.15424326668891,45.26747179534082,154.3509514711834,4539.1444274797395,0.0,0.0,0.0,65.9779911621628,-112.8765234117075,34.04195282333647,75.36672744184261,-27.014449045183564,44.520317518974565,138.0426032509531,4048.6254996382695,803.1368674117815,-72.81949924493657,-183.88314046452675,49.600584583
15,1,20260627,True,,8088.720803501189,8086.427042691102,4.587521620174812,0.000917871472624012,0,0,False,False,3985.5296021447743,3985.5296021447743,3985.5296021447743,32.42182039139344,91.58149691850653,216.20324344317302,0.30435001461630806,0.8831449484605498,-0.035860514328914066,6.238278191986226,67.97832359462014,-62.34710023598764,-22.63564604797315,52.51544232275761,24.725405374318555,45.53130865537476,167.74448186607768,4255.206803288853,0.0,0.0,0.0,67.57020570046114,-63.607448644381485,-20.979708049040653,50.256066834108616,24.209028334425863,43.55891448241575,157.39964311545032,4128.200739796573,166.0663683221254,73.75640442725485,117.15714486795646,49.787705125
16,1,20260628,True,,8273.762641662954,8255.404213242164,36.71685684158001,0.0073463098922729115,0,0,False,False,9.939412848325446e-09,3551.84782552504,2380.1162151865865,2.599869611080605e-12,86.31949761939916,419.6889144345661,-0.3162848931527955,0.827338676521382,-0.020501892024214607,6.455362600209476,71.86152695219687,-91.22154250720278,21.390877667087114,59.99109725888833,-34.56345420999886,54.74152444539115,-47.09786287451016,4628.439663939545,0.0,0.0,0.0,72.11946217220076,-78.17144608557669,39.243257594920486,56.24734318590779,-40.14911928797819,57.919426725002346,-206.03637251584684,4342.564338203767,299.05982280741165,-260.40018423423885,137.45454278574624,83.80592737500001
17,1,20260629,True,,8609.633000896018,8603.850964043406,11.564073705223564,0.0023137402371395687,0,0,False,False,3394.9481995333053,3394.9481995333053,3394.9481995333053,58.63779540449959,57.800000216603294,308.59676077564404,0.017517696446245783,0.8815412519217825,-0.049737822945762664,8.626084478078253,69.56716589140355,-99.048451670363,26.954594908209913,83.56871172897348,-24.965771828610695,82.00305550136957,87.23557690221527,3594.6711857136743,0.0,0.0,0.0,68.83931472426862,-99.86240319160463,24.94866060970129,74.91400695795956,-22.676663296395166,79.87862923193394,91.83388918840298,3423.2841060229266,256.2155650386107,128.88141339197384,113.9084117844362,43.53856804199995
18,1,20260630,True,,8037.414703110146,8022.992952412459,28.843501395373096,0.005771008682547638,0,0,False,False,3352.0403492302275,3352.040349230228,3352.040349230228,18.042874280044774,90.64278326133257,456.0703818556299,-0.08670046852593012,0.8238695775767773,-0.011156779465084662,6.271366125563579,67.40496436294204,-125.94231804433761,9.14094809551804,94.30026622716036,-11.185887201714484,46.894942386835375,221.35599483167573,4009.768472668921,0.0,0.0,0.0,66.92195675975454,-116.66824233188586,7.807121408478714,86.9623682233038,-10.880365573171842,43.2011302581765,215.78414454941878,3899.138184969399,415.4774035170828,-187.16414844294803,18.662848396462294,53.61474862499995
19,1,20260631,True,,8276.071351819814,8254.640576321319,42.861550996989536,0.008575740495596146,0,0,False,False,2959.3999118235065,3159.1812830124954,2959.3999118235074,6.873842439400505,80.22896366566786,365.7333164161976,0.14128494248434567,0.9060267698178425,-0.004784909207177367,6.703133874951086,64.53959973219872,-121.50675108613744,10.645269919065065,106.70562843230425,6.556749955437824,53.45458996811059,119.91850386635312,3974.3188232173534,0.0,0.0,0.0,64.33638230882977,-116.55086819578543,6.03919571751779,110.46949391787636,8.030513339498162,48.443800951991676,169.58962711611926,4011.497626177502,280.97735913071256,-206.18747363589182,110.90224573185844,66.752707042
20,1,20260632,True,,7890.781214392109,7887.537122466925,6.488183850367932,0.001298156032486581,0,0,False,False,0.00027542900716071017,3424.9969544009004,2717.5857656758462,1.6552220007830407e-07,98.69541002130197,296.19181048633254,-0.1478621746680322,0.8991326949620304,-0.04160887183679126,5.76356436753431,72.12757979373595,-87.77692292966037,-3.104176518687007,80.6809627497604,-14.902306334962638,45.775492416006756,217.24251582204084,4109.027969442226,0.0,0.0,0.0,72.31731744847103,-87.67827855137091,-2.123434824800044,82.9579911237269,-14.915527897839683,45.9392248756401,212.2324210305243,4073.34625128666,11.38336608311124,-40.11162862313573,-293.24233122963176,66.26799220900011
21,1,20260633,True,,8174.94745793449,8169.431130761308,11.032654346363415,0.002207413834806606,0,0,False,False,1.1110826676485885e-05,2987.554580199164,2123.82894055684,4.410092745914706e-09,76.81019467099122,140.38376892990476,-0.28404217837164386,0.8437178392921596,-0.012230302901193653,6.446726860689434,65.23330416370797,-96.32631631812508,4.949203068358728,64.88487752363159,-26.761005866080502,53.93409492349254,263.2871040269415,3807.3885229677644,0.0,0.0,0.0,65.37062876596568,-94.25024042984735,6.440384856959382,68.60968581750393,-25.87992086876913,53.93106286094012,220.4501707116911,3766.7110033623044,69.194692331971,-119.20539093373068,-26.6415447071901,61.70839000000001
22,1,20260634,True,,8465.57122630565,8463.30346639391,4.535519823479262,0.0009074669514764431,0,0,False,False,3992.0138314022734,3992.0138314022734,3992.0138314022734,17.249255798294932,76.80517658462435,258.2079074383135,-0.03056635547949324,0.8882099823401527,-0.010610372668087722,7.668716154833693,68.93919626685384,-72.51042228356842,-7.235281213365615,47.16213703390774,-0.4169250421608545,62.44557601105683,337.9093124650372,4424.451138783661,0.0,0.0,0.0,68.52858542713808,-72.77437397549052,-7.270966944509887,43.173244206847016,-0.7201069066389072,60.251994269651824,329.99722953273954,4467.96500295636,46.51947697944405,70.89349838581398,243.88803499116605,56.114368541999966
23,1,20260635,True,,8292.634941303457,8286.808016398423,11.653849810067186,0.0023317026430706655,0,0,False,False,3501.986235637858,3501.986235637858,3501.986235637858,60.71834198695936,74.81754845060883,551.8461389896801,-0.32315061010514545,0.83772048837187,-0.03740332529884989,6.764174387413134,68.40883450876154,-90.27302745954768,23.718350546936836,70.99654231839,-29.749680514986352,62.383633321186345,102.67846096035737,3878.166833278885,0.0,0.0,0.0,68.3700298360387,-90.81433417611458,26.159558473156284,72.59506658739575,-30.474802861499477,61.922511221468575,70.77809049078537,3531.345765540727,537.8606451984277,-38.88260737207427,117.16753094820022,48.84277258300017
24,1,20260636,True,,8192.744027181587,8186.413380591578,12.66129318001731,0.0025332719447813744,0,0,False,False,3750.39492191787,3750.3949219178694,3750.3949219178694,44.77123211095669,90.37246820608217,620.8591065844568,0.31599382850204694,0.8426329559512897,-0.020669080306258827,6.379481700289503,74.07233077549908,-79.0768595310277,-1.7974820182259341,52.14046639517844,19.277013450368685,57.70601497096307,307.2620143004535,4503.03889794059,0.0,0.0,0.0,74.16879508920456,-75.86698742862517,-13.12873377246285,54.5200826526271,23.241530889078867,57.965121972326955,367.95842134888517,4340.66967776724,425.95349448570624,-107.47562477662923,-438.72387767608285,58.459380667000005
25,1,20260637,True,,8007.5005253040335,7999.514938427255,15.971173753556286,0.003195512955893615,0,0,False,False,1.0284111340297386e-08,3143.085478661868,2273.756874745399,2.5297223766332176e-12,84.72117151130658,198.37034417340865,0.07921803927242868,0.8655363718541529,-0.012785730047617965,6.192919860195347,68.05159228863953,-62.803927830303984,-23.88054454275848,31.809702471786576,16.70413671788642,53.260516546899844,151.17078387070038,3678.0998998003424,0.0,0.0,0.0,68.12944296730662,-58.4320099601023,-28.4040968083184,30.91595504145977,18.661002823927426,51.53771442330666,193.73133451305839,3718.445144810869,108.25567868034331,-147.41939115836982,-76.80510784726766,62.109709416999976
26,1,20260638,True,,8262.60829281117,8258.340058394575,8.536468833190156,0.0017079769574209996,0,0,False,False,1.0000803740695119e-08,3059.005684336063,1378.0925380433619,2.203584676972668e-11,75.50720029416289,330.4504712147673,-0.31493617253805617,0.8196130727550817,-0.031155873432686474,6.905068014388578,66.68644031392652,-72.62072756935095,-3.971652848589423,26.08671720689728,-27.75109986875227,58.73702812263572,198.74053404543753,3851.5374055001234,0.0,0.0,0.0,66.5410976502547,-72.9069467227152,-4.226688659197525,27.649720510117316,-27.96703433409783,57.574995006346505,190.5287549027181,3993.4772435512696,27.115861035941855,-59.69516837996873,323.8807355778179,66.6781262500001
27,1,20260639,True,,8164.986969725262,8129.986912680836,70.00011408885075,0.014005625067797269,0,0,False,False,0.00027504086756380275,3706.3091903532572,2207.9012961697763,8.138899686504341e-08,101.01491443373394,1093.1442220787224,0.12922591459312388,0.8540164727449479,-0.0293951737000886,6.283578282335787,72.02486096527517,-90.0482013232464,20.817552846685377,52.61960673651239,-10.680044198221674,46.99410760332047,157.95757765685266,4765.503145848807,0.0,0.0,0.0,72.41662022031667,-89.18984149828397,25.53160517595021,58.36064090448434,-12.727409202076863,43.81832600689942,162.89674632754705,4838.404635816029,405.01935338669085,-262.1268348375512,-980.9246332437416,43.966755791000196
28,1,20260640,True,,8219.583613474693,8217.3423366653,4.4825536187854595,0.0008968694715457101,0,0,False,False,3705.146123834305,3705.146123834305,3705.146123834305,34.663099424070445,91.7492960344226,247.86669502293026,0.05380189959650381,0.9093155657961853,-0.04415415358346639,6.560224706913491,68.89817371812634,-90.64362599240404,11.60785181113389,78.75247965808043,-9.97197986939327,45.49555232290831,362.2037345037081,4729.146705072879,0.0,0.0,0.0,68.74493788261965,-91.1349163068089,10.719477259070636,79.01308739264452,-9.947551424375996,45.74057973081671,355.6637804282986,4556.2375355698305,178.65485857564568,-41.68159396706432,166.68228680118096,55.573230458000126
29,1,20260641,True,,8131.60570620071,8120.239824314075,22.73176377327036,0.004548172023463457,0,0,False,False,1.0537405614741147e-08,3123.278037277025,2095.6305282304465,3.8803515947145896e-12,81.57707286171046,315.7257505469119,0.06656930711409113,0.8208591942476315,-0.02144777902579277,6.2750990175976495,68.65510153165327,-95.58916582434426,-5.614830729293223,50.3713611483067,5.832469187352166,55.414757632786376,38.89522497187921,3912.669360626774,0.0,0.0,0.0,68.57865509343165,-94.69096053311075,-10.371281164050686,58.00072488054865,6.469263158547122,55.58023732515283,84.3860377820132,3796.415225462019,182.77303345689097,-197.91490904228024,164.64038562322125,98.8047375000001
30,1,20260642,True,,8543.416652798634,8264.251924501721,558.3294565938268,0.11171057554898495,0,0,False,False,1.0000377415053663e-08,9.996284688895685e-09,9.996284688895685e-09,2.1118736607483853e-11,133.04553946849992,1165.591190185343,-0.1120765991116145,0.8047747783827218,-0.04098032422487269,8.683241041582253,72.20692584008818,-9.851167583341127,-39.5834530728283,-74.21618480416284,-22.41758835005043,97.38496498750379,559.7589708225382,3273.546421501012,0.0,0.0,0.0,84.74375958283875,-0.012371536367186164,-16.79928277827006,-6.0683999058598115,-309.26019876412033,36.44197969717757,1518.2438318377006,16720.805768023456,1144.3194119067805,-104.01399804651565,-195.74727170866038,64.06924137500005
31,1,20260643,True,,8021.049912716522,8004.884516878172,32.330791676700755,0.00646874583367362,0,0,False,False,0.0002746732243394945,3593.8711710814296,2116.5201049085726,2.4274753963335654e-07,109.08668224909903,853.5937388933023,-0.22938171646523392,0.8114928115806705,-0.04916955025523809,5.926029861355691,72.91462285344353,-102.14921009093997,-7.384870897626819,62.409021005539394,-17.53042544033299,37.23304654773616,262.6002731504043,4951.968282192235,0.0,0.0,0.0,73.99215519913737,-99.36821077435677,-0.8543853945005276,65.58645589286878,-19.09314512955839,38.89762814917572,224.71294504976268,4722.884808301203,116.70352643443279,-127.3599669253741,-835.9318134993921,52.73763262500006
32,1,20260644,True,,8091.2334812672925,8084.922761391457,12.62143975167055,0.002525298069561935,0,0,False,False,0.0002752220225374913,3864.583389487485,2808.630523486882,1.841096530695161e-07,94.94135059212093,439.6521353435985,0.11819353252745264,0.90025254880164,-0.024474421809801212,6.073648239231567,69.64358660046345,-102.19766911966148,-6.701390114858386,84.80044107172331,7.5478175401737335,47.417896924839376,115.06525882660841,4331.937361762837,0.0,0.0,0.0,69.95672330788094,-101.63346624892048,-4.926667666495421,87.36571978392925,6.439595108416226,44.972096023640944,112.68920150866606,4514.337163345789,49.60351549001668,-88.94301621455696,-427.69455365935465,59.60383833300011
33,1,20260645,True,,8390.568511956604,8390.55097883934,0.035066234529949725,7.016053327320873e-06,0,0,False,False,2497.932496595323,4866.539246696566,4818.114819032747,0.006517830677125567,89.2666335077061,7.684109610449727,0.07997225684564567,0.8796692232783156,-0.00347207580437055,6.7185464987861865,70.89738255904632,-82.6606080674556,-6.866966940509138,53.435774390677,6.691424816946673,52.526035936431846,151.8617456970895,4997.62927392263,0.0,0.0,0.0,70.9190710970918,-82.58335522619251,-7.066961704561512,53.61748042111578,6.768821155119933,52.57150868647749,153.37351609053755,4999.00045440939,0.2931221014150252,-7.677432437682539,-0.12903915641325633,58.20989237499998
34,1,20260646,True,,8031.238876213778,8010.9607216307395,40.55630916607697,0.008114507636269903,0,0,False,False,3830.18010711807,3830.18010711807,3830.18010711807,32.32223618585954,103.02375822855052,1599.8282091746062,-0.33938926997539465,0.7859528296136968,-0.03240447009844212,6.018424389173932,68.56866609139738,-63.73533551880835,-13.442156350002517,22.63517779819581,-15.597210095760405,43.31062590158145,104.66290877535752,4248.638920600878,0.0,0.0,0.0,68.27949060996951,-64.11533718911801,-15.63285343446957,12.251911445329018,-18.792748834756363,33.5352229913885,139.07501696757012,4123.732336008243,1296.6839256350008,28.197229686384603,936.6247979359956,57.19619779200002
35,1,20260647,True,,8357.43419788395,8282.90248478793,149.0634261920386,0.029824615084441498,0,0,False,False,0.0004574374561343575,2850.9342707553596,0.0004574374561343575,1.4528328983776218e-05,118.39595250651129,2550.7174153746682,0.16841615136962707,0.8715146703019263,-0.03975743299980506,6.5453289307392115,72.06170760334906,-120.85776380855847,6.477371904265205,96.50550835404287,-4.772398092738839,27.018630096307675,75.12493907850826,6604.649007463251,0.0,0.0,0.0,72.08771393685082,-108.90723886653628,14.30979285941258,80.15702095145855,-4.803328894111074,25.779475367190347,101.44403689727484,6971.239324420598,232.0120042704888,-10.512016712585082,-2540.121898743179,66.88605979099998
36,1,20260648,True,,8231.476908107219,8230.11492247468,2.7239712650771253,0.0005450122579185925,0,0,False,False,4009.9635564565506,4009.96355645655,4009.96355645655,2.1563360394813955e-13,82.12387378294066,121.265606116045,-0.15439092361623555,0.8672178727412967,-0.00664087243970003,6.6479562068870415,69.15336099235176,-76.78839007623404,-14.714655909842367,44.73147817968546,-1.1968154073945685,56.520300400562654,171.122955246492,4133.78649623561,0.0,0.0,0.0,68.8446317459663,-76.40565291024164,-14.66308650285228,40.918607569573986,-2.118174422137086,55.56538970899193,171.96813415272513,4143.018679973411,19.011594063324228,65.00420395998302,100.59005907838048,69.67017583400002
37,1,20260649,True,,8128.77221218336,8120.32180113699,16.900822092740782,0.0033815170253582998,0,0,False,False,0.00027432971546659246,4142.196047368773,3624.7024787774535,1.3316849399872044e-08,94.60858661307981,333.7830739092848,0.06382976532565868,0.851610546855225,-0.045099133470373434,6.237838614485246,70.53375725597179,-89.01636888030183,-24.310782879993422,53.96775882599731,11.038662537235645,45.093853441585665,96.40537828562945,4625.125615702268,0.0,0.0,0.0,71.08567471768313,-84.97590193460871,-24.72677477533474,55.041472068928634,10.90442583612159,47.56276282228645,100.33002325111025,4500.130269106119,119.1161692612365,-150.06812484563423,-273.31673302996774,56.71672820799995
38,1,20260650,True,,7899.515688047752,7894.0606985850545,10.90997892539417,0.002182868932651895,0,0,False,False,0.0001128383873947314,3876.949944139537,2417.7560243309126,8.642405463142791e-08,115.02976636720334,347.23890689368056,0.11108126621807275,0.8817923166868824,-0.04247415567947288,5.6420179010429745,71.7958427551544,-82.72304952149105,7.162550710999285,63.35681672282766,2.4959658811087793,25.836536727673522,91.99372216231205,5018.128923848869,0.0,0.0,0.0,72.00094150459627,-81.95641002703525,4.801226754891107,63.316415321131785,2.9429417195987595,28.972116641989203,108.18444957057825,4806.260715030749,76.94456309783493,-86.29805701878837,327.4248585938206,65.89616758300008
39,1,20260651,True,,8046.930495772532,8037.486110667764,18.888770209536233,0.0037792657482065293,0,0,False,False,2033.1672324842352,2745.449500813224,2033.1672324842357,10.689337411357805,97.42660677070101,465.0201602689568,-0.0778570637511011,0.8905009111370273,-0.043550324897654195,6.155069705944085,71.40662242941373,-72.49416903322461,-19.843629278966084,49.17430471027572,4.241015842554793,48.1513355095621,293.88150193306234,4364.006227228224,0.0,0.0,0.0,71.02046450965506,-69.81928344854516,-23.447418249471127,44.70044473141221,5.002401158538194,44.6143222486091,306.8659777859904,4461.527792992697,128.13086923243878,-95.51323035534875,436.6960643667309,61.38509204100001
40,1,20260652,True,,8218.16133562858,8189.880658617757,56.56135402164546,0.011316797523338426,0,0,False,False,2853.883666011252,2853.8836660112515,2853.8836660112515,38.65654364694037,85.76457515548867,1072.9464620482238,-0.4268608388944327,0.8408363964258663,-0.02741440697519634,6.84159608989558,70.58523335103027,-87.1216226001032,3.3340004234266014,68.45574382840934,-22.152658477213226,54.24628328672289,169.09383223840592,4383.351629773729,0.0,0.0,0.0,71.09155267783696,-87.67644989217608,-0.7081955854344614,65.9408895150198,-22.23876665734545,56.418530200185245,141.11278330899924,4574.543991776743,224.13141620129662,-75.03907362711402,1046.588914580403,65.33773216699956
