left_model,right_model,n_transitions,pearson_correlation,spearman_correlation,right_minus_left_sum,right_greater_fraction,top_20_overlap
M2,M3,2499,0.9744891254428535,0.8992078145589701,2.959509560855847,0.9035614245698279,17
M2,M4,2499,0.9853585579541528,0.27632728800086886,13.287234735298744,0.9967987194877951,14
M3,M4,2499,0.9575173646611399,0.38536092509061276,10.327725174442897,0.9807923169267707,16
