model,observed_T_N,n_total,n_success,n_failed,success_rate,mean,sd,q025,q50,q975,p_upper,p_lower,observed_percentile,median_time_sec,total_time_sec,median_ios_seconds
M4,21.87649252571946,200,200,0,1.0,50.678242236850366,37.8945232754679,21.08930331843534,39.82855345422146,154.80072669182803,0.9651741293532339,0.03980099502487562,0.035,3219.325195917,678314.438776698,3130.353147816012
