seed,start_index,start_kind,start_delta,start_epsilon,start_zeta,nll,convergence,q_min_global,q_min_observed,distance_to_final_m4,time_sec,eta,a,b,c,d,alpha,beta,gamma,delta,epsilon,zeta
42,0,M3 boundary,0.0,0.0,0.0,8524.0589023319,0,4169.210607186752,4169.210607182538,613.1396036573616,1.0551784999999998,67.8830775332422,-97.79848813709307,8.421300972428188,66.2353107726622,-9.12431269804777,64.44104343766233,228.24651716967898,4371.319658425519,3.3886230082331064e-11,-1.187549588252912e-09,1.1371630101335383e-12
42,1,final M4 warm start,228.04765836408205,-240.59981348860177,-457.05493045352864,8499.31164963024,0,0.0002757125621428713,3867.032066533325,1.804303752663213e-09,0.41810291700000013,67.26743274284158,-93.53609846452424,13.183160338012302,68.07460347945778,-12.467355440448811,63.49748485957598,217.1448787822855,4132.641964688513,228.04765836406952,-240.5998134885884,-457.05493045356474
42,2,global interior,1.0,0.0,0.0,8499.36007418111,0,3942.428660399927,3942.428660399927,33.78380740544449,4.319924084,67.22960454592986,-93.5949176726091,12.59939937154848,68.08932751414243,-12.140539240697771,63.31813046569952,222.46410630511474,4137.8319289035,230.21098831019944,-241.4665972134683,-424.18854091665776
42,3,global interior,5.0,0.0,0.0,8499.360079183516,0,3942.4249582474167,3942.424958247415,33.74212453888866,4.298550499999999,67.22986374756302,-93.57778042489811,12.571839291282854,68.0670727057822,-12.118909328040829,63.31824955261054,222.4536658050629,4137.809518701008,230.28077849125444,-241.503422747411,-424.2325243845628
42,4,global interior,10.0,0.0,0.0,8499.360074727338,0,3942.4305229262136,3942.430522926213,33.79776653388419,4.863896791000002,67.23075231753614,-93.59436570803646,12.59917585324126,68.08964595736265,-12.149182618593388,63.320331846037526,222.44561476542083,4137.7945161562275,230.23409043537418,-241.4829104399606,-424.1671900802078
42,5,global interior,25.0,0.0,0.0,8499.36007392055,0,3942.4677122409466,3942.467712240945,33.8044360232495,3.45348375,67.22970818530383,-93.59650110246406,12.606488094966053,68.09070118763879,-12.14744449968757,63.3179349509534,222.45319769695152,4137.852421186092,230.21125053959898,-241.4663619359348,-424.1686371365884
42,6,global interior,50.0,0.0,0.0,8499.360074952812,0,3942.442760863796,3942.4427608637952,33.85074242944147,3.985135417000002,67.22951757952464,-93.60088386282241,12.607627310372171,68.09495638168092,-12.138564749954075,63.31853198848178,222.44296881753752,4137.8076596637275,230.17008370584097,-241.4459095360269,-424.10920815263336
42,7,global interior,100.0,0.0,0.0,8499.360074026888,0,3942.4832922045816,3942.483292204581,33.841993124828505,3.866019166000001,67.23011130533976,-93.5982226094714,12.600384937656507,68.09320359045039,-12.14401499089158,63.31914758996144,222.45001086004783,4137.858661327052,230.17825699257122,-241.45137006455516,-424.1281029306605
