metric,observed,n_finite,q025,median,q975
lower_well,-0.8707174159495944,417,-1.1043664297949116,-0.9420785399414818,-0.7136071368634345
barrier,0.1852304344835025,417,-0.335851314445257,0.11753214651130629,0.47915641035083245
upper_well,0.8264289338719044,417,0.5892988067452036,0.8991253760934877,1.0811812024044634
Delta_U_lower,21.460210402185126,417,2.587754782636116,24.008269840904003,56.95404626298793
Delta_U_upper,5.657135332075697,417,0.21342992375485653,12.204187787664429,42.42166587456577
q_min,0.00027564131596591324,496,0.0002722095227909449,0.00027653171855490655,4801.338213361409
q_min_x,172.884349608697,496,-0.05574891562014001,8.48398048911728,477.4990059820607
q_min_v,325.83020794977347,496,-0.7443242817480016,14.529706751532409,1305.5835583570465
nu_proxy,3.118743219250526,496,2.83263445978247,3.82299925097456,5.889104958267931
