rep,success,seed,error,model,description,eta,a,b,c,d,alpha,beta,gamma,delta,epsilon,zeta,nll,convergence,time_sec
15,True,20260618,,M4,asymmetric drift with position-velocity diffusion,76.7060699890436,-113.90388582292933,9.573268489316732,112.03632731197187,-13.593271828449485,51.538544464970336,39.363702293740666,4565.811170935381,162.65351287953712,-169.21401469058426,-722.8216145643289,8036.259469795881,0,3.3013222090000056
16,True,20260619,,M4,asymmetric drift with position-velocity diffusion,68.6076508652692,-78.06281521828981,10.00310212429288,70.50784939673062,-14.399119741737998,64.43425813594172,173.3105095821593,3319.7943571955793,322.60298852300224,-288.3517590576993,-387.7936345272049,8154.654135224269,0,3.1681936250000007
17,True,20260620,,M4,asymmetric drift with position-velocity diffusion,64.67022997728337,-80.45446462059722,12.646929854754468,62.8473807485706,-7.784513178094992,44.340403569531965,161.84905220283397,3740.575277241783,450.399794559602,-282.6369307674214,-515.8333673090206,8061.066902732178,0,2.947915542000004
18,True,20260621,,M4,asymmetric drift with position-velocity diffusion,66.4816092353913,-128.4963058244249,12.877639193614195,108.7665578292679,-13.536856414082326,40.97605781534419,252.41357331460688,4204.71447662933,279.9529601204091,-214.20895106853615,-659.7663325598863,8057.049161493769,0,3.0122472500000015
19,True,20260622,,M4,asymmetric drift with position-velocity diffusion,69.94798460464136,-88.18525257176353,-8.787440925520103,70.34291604012037,-2.225564677408978,62.07623787746082,340.04577137045794,3840.369264025416,151.51777036039297,-191.73021854306452,-741.6289689411851,8167.088841603423,0,3.7339505409999982
20,True,20260623,,M4,asymmetric drift with position-velocity diffusion,63.96120624589998,-73.96336100408286,-2.00493898263865,40.420706301254576,-8.428073272696912,38.479922727327136,196.12791617154784,4126.86913453318,130.65677472336623,-139.76828977509564,-596.9836870393224,8055.645678572487,0,3.656994749999995
21,True,20260624,,M4,asymmetric drift with position-velocity diffusion,71.41865798622158,-63.88915504723299,28.39324473998334,42.72747437801805,-38.727784460660125,54.66605767325444,56.30113603916059,4107.448477609757,319.21744994571935,-263.66940439728074,-280.53770591092893,8204.614842261652,0,4.660117333000002
22,True,20260625,,M4,asymmetric drift with position-velocity diffusion,69.33959403144033,-117.90449491377414,29.763681880408768,103.99235674126086,-35.000967508715355,28.18677561766148,122.47206934336292,4760.942988835286,617.3018095059102,-263.6060383762428,-707.5926313656496,8093.437996649647,0,2.8282185000000055
23,True,20260626,,M4,asymmetric drift with position-velocity diffusion,66.32793917819748,-114.0791523212844,38.83179189109225,93.92372939313212,-28.574701144883853,43.849234245400126,136.9440670464602,4305.386573709857,569.7821080356756,-316.0004776178919,-581.9093822994095,8241.118750789468,0,3.895276542000005
24,True,20260627,,M4,asymmetric drift with position-velocity diffusion,67.80962822768971,-55.97474839661166,-19.72398043565744,49.25750159899509,25.81143053183719,39.07984533075376,126.0848762728276,4272.204102951397,88.4083488860568,-117.55823408701605,-189.64142864773777,7972.230664862464,0,3.4917981250000025
25,True,20260628,,M4,asymmetric drift with position-velocity diffusion,71.11976896915111,-81.39734021950225,42.3105474543122,67.79572944381395,-42.0972046736864,54.11035884634999,-162.5068763429271,4180.219993903435,652.1797517992379,-366.2282579647838,-176.46466982756706,8266.748570816908,0,3.765467083000004
26,True,20260629,,M4,asymmetric drift with position-velocity diffusion,69.7913414035727,-99.59022969111862,24.791086938490093,85.90881229915668,-25.287803803804906,78.0749549821118,99.3353448095119,3606.364185402151,29.077210483365693,-94.34024130125078,-150.9808572386803,8491.939711309622,0,3.4068960830000066
27,True,20260630,,M4,asymmetric drift with position-velocity diffusion,65.99796813674826,-110.57505742654196,15.808363171286208,92.38867282189872,-13.189620052049117,44.527157589588825,144.15998065466349,3567.188157055292,582.3415821633688,-322.05599140496554,-521.3400989861731,7991.944315286275,0,2.858410291999988
28,True,20260631,,M4,asymmetric drift with position-velocity diffusion,63.27639145873772,-120.8238018056436,18.600450805502515,127.1340305403082,2.04433825573326,49.357901059649734,97.93808568467666,3547.695882066906,628.9024348406621,-352.37085097969276,-349.59475438719676,8197.43531355364,0,3.3697962090000004
29,True,20260632,,M4,asymmetric drift with position-velocity diffusion,72.16486731216861,-79.04426313166377,2.671470080377131,83.43709504104915,-17.702557485264915,45.11671285248281,203.02190691885124,3920.5565149379986,193.44611317386185,-185.7911164439646,-597.1931814709268,7859.182476220227,0,3.648419000000004
30,True,20260633,,M4,asymmetric drift with position-velocity diffusion,64.24313526558741,-94.6236126098255,20.02155132150237,82.70064474932113,-33.1947147527244,54.01824728121137,190.58347822307903,3406.8132359985107,298.79526320584023,-254.0897197000124,-448.2309682232034,8163.487971620346,0,3.099411250000003
31,True,20260634,,M4,asymmetric drift with position-velocity diffusion,68.57607668505713,-74.12716811801394,-1.2618017800112018,55.362237473625385,-3.995835347825695,59.02513274834332,323.0928100999956,4337.094316254257,41.77033641726711,-99.30759592240967,-271.79583286703223,8376.248638950467,0,2.702737917000007
32,True,20260635,,M4,asymmetric drift with position-velocity diffusion,68.65959097463224,-89.69055320487946,42.63122209778265,84.85909889473535,-39.94434858297875,60.20457260046232,-0.8396912486998626,3622.1915296267466,420.6913332840519,-316.2377764980009,-277.87481335516503,8248.739480692982,0,3.858249833000002
33,True,20260636,,M4,asymmetric drift with position-velocity diffusion,74.9276635353458,-68.84829980538771,-5.219044682296443,54.53487446086249,19.16504079864797,55.598095769758274,358.63582571696196,4515.481437304521,519.7266422477456,-339.97536163542827,-1096.5064797225043,8084.02329426268,0,2.8354266249999966
34,True,20260637,,M4,asymmetric drift with position-velocity diffusion,67.71205149568395,-57.38341192922987,-21.651420046328298,42.18687289346155,17.802032612898646,52.62925978808588,175.0114743582249,3469.319415587408,299.89338928765227,-251.1151070754665,-485.8282251960851,7957.508438045173,0,3.1390781249999975
35,True,20260638,,M4,asymmetric drift with position-velocity diffusion,66.1189179277904,-72.27702527560338,-0.4397637732293171,38.33384858102353,-26.119919268088584,57.902551962575586,142.37358058585883,3663.0858116669465,228.69617300596005,-230.1485784541784,-282.95019883100605,8263.951104655793,0,3.0371858329999952
36,True,20260639,,M4,asymmetric drift with position-velocity diffusion,72.05867581224867,-74.72372178735166,20.705419012387804,45.30701271808856,-5.671142669691986,47.68892932605716,156.47046838284658,4494.925303076386,741.9153226248926,-366.199636999333,-1425.1556345831168,8096.373768536845,0,3.122875332999996
37,True,20260640,,M4,asymmetric drift with position-velocity diffusion,69.53964585731883,-87.60081244454058,21.193751187793904,81.5188784970954,-16.296974361253127,50.55517450758666,281.00060696868275,4204.074064666427,236.6753449047019,-218.77077833477185,-607.9963336874323,8125.659897609188,0,3.075003458999987
38,True,20260641,,M4,asymmetric drift with position-velocity diffusion,67.83703751065464,-97.05597404679096,4.135649290041744,74.0421129362322,-0.6911211807304148,56.21094460018723,55.99341035551912,3598.5524595071806,373.9541255070464,-289.8786054867175,-201.77107550918345,8110.978680037856,0,3.3450705829999947
39,True,20260642,,M4,asymmetric drift with position-velocity diffusion,71.81786784184597,-50.9776667618014,-30.958601593780884,3.310830214678503,3.588930740802286,98.35027806323671,391.8549453588016,2848.4918619132964,97.61297174817662,-194.19524552667949,-518.117171335344,8501.715319593266,0,4.206963917000024
40,True,20260643,,M4,asymmetric drift with position-velocity diffusion,72.91740782834003,-108.55962637513068,9.326329374816403,93.15885951316427,-22.81192468612069,39.9491726117746,274.94570093833937,4490.184974026607,304.3982324728406,-219.1611374644944,-1001.8888168983532,7988.458950638955,0,3.5534954169999935
41,True,20260644,,M4,asymmetric drift with position-velocity diffusion,67.26743274284824,-93.53609846452392,13.18316033801224,68.07460347945783,-12.467355440448802,63.49748485957991,217.14487878213063,4132.641964690313,228.047658364082,-240.5998134886017,-457.0549304535288,8071.76123127527,0,0.6694231670000192
42,True,20260645,,M4,asymmetric drift with position-velocity diffusion,67.26743274284824,-93.53609846452392,13.18316033801224,68.07460347945783,-12.467355440448802,63.49748485957991,217.14487878213063,4132.641964690313,228.047658364082,-240.5998134886017,-457.0549304535288,8336.135301937991,0,0.6629875830000174
43,True,20260646,,M4,asymmetric drift with position-velocity diffusion,67.75865162695304,-61.56122061539905,7.265398097329256,38.475011639471354,-21.600493010617832,31.024763732213735,-19.655625069954187,4250.804920311754,772.0963417740222,-309.5422852021713,98.05468872778656,7990.703967143558,0,3.014312541999999
44,True,20260647,,M4,asymmetric drift with position-velocity diffusion,71.72868538740977,-106.4549780009886,27.06936251175749,82.33064083789642,-10.22857066895412,24.83866610970169,84.91165489535021,6893.395893232449,450.6710092266058,-138.47146012420288,-2888.178401015246,8209.241469448623,0,3.368200416999997
45,True,20260648,,M4,asymmetric drift with position-velocity diffusion,69.10982823413177,-75.33791737496236,-14.070333253874312,49.897851266672376,-0.8170144909609469,53.394119757435504,143.66786096033033,4288.86596847302,53.53693916442429,-106.93096354549154,-143.85987513979475,8240.793896752386,0,2.9189307079999764
46,True,20260649,,M4,asymmetric drift with position-velocity diffusion,69.902755041034,-78.76612980124636,-13.181771908302482,63.20699473068431,6.3883407820123725,50.742229802837024,81.87495242959851,4006.825489945698,409.0392928090972,-284.2486074124158,-646.7529579884447,8073.136141611832,0,3.0592633750000005
47,True,20260650,,M4,asymmetric drift with position-velocity diffusion,71.51922500861811,-78.56053555891134,14.817445579632183,67.61788246194153,-3.6040154000294975,32.379668561365285,49.5443948453204,4411.016299531624,218.53256520514964,-168.238069784549,-128.71122108034362,7844.1374886837875,0,2.871174833999987
48,True,20260651,,M4,asymmetric drift with position-velocity diffusion,71.88273728882336,-68.8948502275622,-10.736946634419098,56.92446440549873,0.8077186885446059,50.707797911512465,141.09773266370692,3884.501113473126,372.18060898743255,-274.75413814622243,-382.2605943177963,7999.814391639073,0,3.0117264159999877
49,True,20260652,,M4,asymmetric drift with position-velocity diffusion,70.98920581657616,-78.30382406639943,7.913930525717456,65.427875880972,-24.253368781611837,53.553087203709445,-118.66528095593672,4061.712055983845,963.7795653264694,-454.3715268679656,503.4081853121468,8245.217351396452,0,2.9239069169999823
50,True,20260653,,M4,asymmetric drift with position-velocity diffusion,67.30660184169487,-66.75344687836221,27.330487129810287,43.96827675103582,-32.864446110720316,60.78500457683418,84.26172003980669,3425.8093971067083,455.2853387979343,-329.5543732483968,-570.3232708545197,8263.35784090895,0,3.666807125000019
51,True,20260654,,M4,asymmetric drift with position-velocity diffusion,69.30238217272662,-78.85665528884496,18.762965685335207,63.61290073283659,-19.290770859315593,37.61466169648975,153.64480199878557,4843.251294317454,133.16171235201978,-132.9211064510191,-814.5551441830354,8146.629475581232,0,3.604190082999992
52,True,20260655,,M4,asymmetric drift with position-velocity diffusion,73.23869928816013,-99.11098765123717,-3.3599290513662985,103.62628225127251,-2.779970274355859,42.93581213536727,186.9648306224792,4480.017316996208,485.4786495930739,-288.60319765378875,-720.8480021560696,8027.190125216202,0,2.6936354579999886
53,True,20260656,,M4,asymmetric drift with position-velocity diffusion,66.07764900014902,-82.9856152042599,28.092075152821412,63.85606658382342,-20.310986706974024,54.423637932822,69.81897510373331,3621.429458483062,507.42451277561054,-332.03531905880607,-332.5240362481759,8218.501720989185,0,3.5287813329999835
54,True,20260657,,M4,asymmetric drift with position-velocity diffusion,67.26743274284826,-93.5360984645239,13.183160338012238,68.07460347945788,-12.467355440448808,63.49748485957985,217.1448787821297,4132.641964690308,228.0476583640819,-240.5998134886015,-457.0549304535279,8120.973317843249,0,0.7862162499999954
55,True,20260658,,M4,asymmetric drift with position-velocity diffusion,70.10542395051864,-100.25056384191986,7.705186852709586,99.52096532894878,-18.459390990694157,74.97508389664596,209.17739304298536,3250.884530566733,195.3577114623872,-242.04925785260517,-337.65372517217236,8265.783601394214,0,2.9114425410000138
56,True,20260659,,M4,asymmetric drift with position-velocity diffusion,74.73604556783688,-91.6230561898717,-4.838866302787987,61.272878137060665,5.2433911008457414,66.42631467980948,146.3687908252875,3734.745605806052,376.35814370266974,-314.0774320221719,-619.1196521822259,8101.816242138152,0,3.0600965829999893
57,True,20260660,,M4,asymmetric drift with position-velocity diffusion,69.69932816882985,-101.56474463656156,32.14607291579974,72.82625590406815,-15.575387127907211,58.262843465250846,191.3555650033113,3743.3243127649616,803.753460337737,-431.61137288142265,-960.2631309657517,8198.27142534524,0,2.9584765410000102
58,True,20260661,,M4,asymmetric drift with position-velocity diffusion,69.66044973674981,-119.67138499779932,2.152008160735095,116.50573755802496,-14.40958576153538,48.492463993698614,89.98416085377362,3853.3154102179633,312.9131092549083,-244.9131308846727,-464.0124187122274,8020.614873399677,0,2.6917034580000063
59,True,20260662,,M4,asymmetric drift with position-velocity diffusion,67.73652645310155,-98.85466247942922,5.031584721223391,79.99250082312366,-10.070796312889572,30.899988045891345,4.419831750473111,4627.439997727187,607.5594712186279,-274.0334315212191,-19.598416341291347,8082.12008965907,0,2.612022708000012
60,True,20260663,,M4,asymmetric drift with position-velocity diffusion,74.82221636884752,-86.54677168345295,-14.541839626319124,81.77186633776111,11.196026199832277,61.09344048452296,166.2887022556325,3733.88056667212,47.87974724965991,-108.16909889633176,-147.21137766164097,7931.680377893317,0,3.3131188749999865
61,True,20260664,,M4,asymmetric drift with position-velocity diffusion,71.29156503235971,-88.36699790757933,-0.4247429628579489,74.46817163359097,-5.643290293876667,56.12483740411741,113.47943259406226,3793.6747102604418,353.89189031455277,-281.86610156271024,-284.9541018936669,8080.00673986868,0,3.200391916000001
62,True,20260665,,M4,asymmetric drift with position-velocity diffusion,74.86245291731352,-92.7049394549054,18.600505742354205,69.03003555125788,-12.72992938809251,73.17549201930723,-139.85489412314712,3855.289112292866,818.9358835141828,-479.1097609750315,-267.34774335045694,8391.683088902138,0,3.0037746669999876
63,True,20260666,,M4,asymmetric drift with position-velocity diffusion,68.81605865168726,-69.12754383987632,8.070638808262991,51.52806097410578,-23.61855280430311,71.78594048337808,-54.289985756301554,3211.710266292343,121.92013558354284,-153.23286639725202,-659.0844670855989,8314.925361682956,0,3.5021720000000016
64,True,20260667,,M4,asymmetric drift with position-velocity diffusion,68.61824523689187,-82.74171974965309,20.731754477993416,60.69341671331886,-5.207030613172956,41.67979203660427,76.20369193979937,4659.685600061444,327.8781704245391,-230.66205476281664,-613.1641280055659,8160.508367951821,0,3.2167636249999987
65,True,20260668,,M4,asymmetric drift with position-velocity diffusion,73.09900439180831,-109.41857811588268,15.981651479025938,79.82584408374255,-21.0323230374807,56.33815408295395,-12.28826493383038,3875.5353399458777,577.2293096209307,-360.65847715812953,19.710723074545704,8072.607495211707,0,3.6691071660000034
66,True,20260669,,M4,asymmetric drift with position-velocity diffusion,72.5417505782483,-59.30469440689263,-20.761285079132943,29.75553528387134,35.95894804925329,46.58787259541432,261.3399938018556,4991.101702037386,890.5753867055062,-406.5270272133477,-1403.0454666544304,8170.140391486077,0,3.343455250000005
67,True,20260670,,M4,asymmetric drift with position-velocity diffusion,66.36713772146088,-93.76296984582451,30.519355976118252,70.5357020021836,-28.36419946959922,62.77498560671815,81.39367134384409,3161.182828757658,567.3582072356252,-377.21741541626176,-336.85816535744783,8205.072797608213,0,3.2232317499999965
68,True,20260671,,M4,asymmetric drift with position-velocity diffusion,69.02091655107074,-97.66303668762066,19.83182615721436,82.1475594276828,-9.578008823270345,48.49254821027148,282.61700243291654,4072.770492537042,736.4102121284766,-377.7803083702779,-1197.4871175619298,8111.891934264314,0,2.8575945000000047
69,True,20260672,,M4,asymmetric drift with position-velocity diffusion,76.35013722719945,-75.16746119057106,2.0023822189888514,66.91022816432047,-13.62661056992458,41.124855943790166,181.33863810466917,4453.994530264691,175.5002864201373,-169.91084717724246,-374.6080189125166,7886.207187386187,0,2.6617657909999934
70,True,20260673,,M4,asymmetric drift with position-velocity diffusion,67.59783210642539,-90.562207197907,27.03658149394683,62.57653957285258,-1.78899695722652,49.18589942792613,227.19691082058873,4518.912496501284,487.2946352552755,-307.9342917388741,-1012.4333692075752,8248.954206244007,0,3.2138465410000094
71,True,20260674,,M4,asymmetric drift with position-velocity diffusion,70.81800354377926,-100.68503917883564,9.17419418530196,85.24853664770632,2.118943783951471,48.77548794081379,139.99620062094735,4115.855575033075,558.4649776632042,-330.0872719956252,-473.7109345660991,8083.615792661723,0,2.898492250000004
72,True,20260675,,M4,asymmetric drift with position-velocity diffusion,71.75127640555002,-121.16357538649746,3.705052434208129,126.87675204908612,8.25583771876207,43.730182813530895,170.51211543998966,5368.154789943541,86.17153752599795,-122.77291377718342,-239.35721165567105,8304.483776923722,0,2.9801784580000117
73,True,20260676,,M4,asymmetric drift with position-velocity diffusion,69.38339402256587,-88.86449273638564,6.942424824638432,73.90091937714632,-17.684340439696708,45.604043764582585,48.02337552670521,4113.668963285173,496.4355017638498,-300.92833930177545,-158.44641672040146,8105.097431808992,0,2.157947041
74,True,20260677,,M4,asymmetric drift with position-velocity diffusion,68.78331273842534,-52.96970959181118,11.02781961176504,25.64736263708457,-30.38964395483313,57.59472824451705,22.39183904968346,3581.051311743754,290.0822206990864,-256.4557986877817,-306.40817232651796,8154.266790625541,0,3.778111124999981
75,True,20260678,,M4,asymmetric drift with position-velocity diffusion,66.78893216913421,-95.19028957220544,-2.960500068188495,66.28080791276294,-16.16632133203386,56.77328056247262,48.311468429043735,4026.9447058227656,347.46372810605453,-280.9032269024173,-119.51790739993862,8367.669495516904,0,2.9861642500000016
76,True,20260679,,M4,asymmetric drift with position-velocity diffusion,75.46687035194455,-78.65708204924414,34.75177881999214,60.36702406225137,-50.86179340146529,44.322280654475016,-236.8771836177846,5085.754139083468,340.4722121779566,-245.68683272166913,656.5276439718449,8047.929485621664,0,3.289342167000001
77,True,20260680,,M4,asymmetric drift with position-velocity diffusion,71.02036049053275,-99.26912551970004,5.184143759366655,91.6020740568425,-3.1220030004734536,39.258550732148954,230.00117548939292,4471.30487895438,271.0169142088037,-206.298146145202,-604.3118662022216,7986.287884559063,0,3.195421500000009
78,True,20260681,,M4,asymmetric drift with position-velocity diffusion,72.34626887470726,-121.137452659193,19.743288739580485,115.81841819463123,-12.974684891368655,59.031586982366896,-17.111927789801634,3822.504689741737,855.5135039300376,-449.454424038013,65.14335834510656,8222.613684439248,0,2.9418962500000134
79,True,20260682,,M4,asymmetric drift with position-velocity diffusion,71.04320308191326,-51.77668835068411,12.08215156405504,29.17292177487809,-15.825309445693607,59.52554759439677,85.4848052973951,3626.472684707665,257.89439683478884,-247.77716243193953,-204.50016303252644,8064.424684355517,0,3.0612228749999986
80,True,20260683,,M4,asymmetric drift with position-velocity diffusion,69.84214213230624,-111.86685343315348,-13.774855645276087,88.4647932747747,-16.20667932255108,37.327582487023314,36.22081304698841,5133.874064318811,1604.1313789566375,-489.0132844454381,-465.49101323828177,8500.75183072944,0,3.396723750000035
81,True,20260684,,M4,asymmetric drift with position-velocity diffusion,70.15315373437035,-78.22058277561493,6.336977139617518,68.1521777324676,-1.8911697249603363,37.2621697856484,89.44385117440214,4482.454240352797,191.03343542550044,-167.6100699362338,-413.7257112102022,7984.167931259886,0,3.100034040999958
82,True,20260685,,M4,asymmetric drift with position-velocity diffusion,72.17942118983024,-92.32993828474868,11.040566517748369,79.1759941325875,-10.408106914190515,36.96238587893187,101.90657529741716,4169.471461727791,559.758719669747,-287.6805019150936,-396.5725430446219,7888.66358235898,0,2.768821750000029
83,True,20260686,,M4,asymmetric drift with position-velocity diffusion,69.47451665630595,-93.41809217896416,10.07345045949457,92.35585164417289,-11.18229289833777,66.76583623283288,200.9928719218208,3520.3165361925826,9.899243668245187,-51.41716762261282,-77.39350519414681,8171.134194746125,0,3.714959165999971
84,True,20260687,,M4,asymmetric drift with position-velocity diffusion,71.32621457038405,-106.32237949413629,27.219390389501424,83.90215388677242,-10.3773076092318,42.39440359323355,303.58033600831584,4200.66536124511,1233.0271205006122,-456.6882746870118,-1848.887420771879,7954.732394018014,0,3.2041835840000203
