rep,success,seed,error,model,description,eta,a,b,c,d,alpha,beta,gamma,delta,epsilon,zeta,nll,convergence,time_sec
167,True,20260770,,M4,asymmetric drift with position-velocity diffusion,69.98323154284782,-66.51991138795479,-15.056434383292764,40.324479601680224,6.344812817029887,61.81929878612756,189.9084901625441,3407.525426242269,349.69244568024834,-294.0594618968004,-451.67439232878536,8071.650683365407,0,3.133350082999982
168,True,20260771,,M4,asymmetric drift with position-velocity diffusion,72.19459405188415,-72.118840857229,24.744912011360697,54.48167184660448,-27.003896089754218,68.09712586162156,-58.840345451207654,3660.324922297774,78.53984335942631,-110.51371250618747,-653.4886139105621,8187.10344586818,0,3.8560522919999585
169,True,20260772,,M4,asymmetric drift with position-velocity diffusion,71.36859963896393,-119.42675091874112,29.274479123961143,127.0189037696822,-22.914791667102502,50.06467434934306,18.22868591860503,4164.832622234796,285.366118450774,-237.5763723575625,-285.2935282700852,8085.499402087164,0,3.74005345799992
170,True,20260773,,M4,asymmetric drift with position-velocity diffusion,73.35581217447343,-89.01414292680232,-1.192636111854756,48.83591758126129,11.287005031274616,56.16605974600181,370.2836709004797,4835.398620717751,939.2271706584336,-458.63207980043614,-1735.863440921936,8337.24653610273,0,3.73071758399999
171,True,20260774,,M4,asymmetric drift with position-velocity diffusion,69.57262714369283,-76.18903200340998,46.87200730708444,62.09861266851717,-32.742132035993336,61.12110455957345,-14.064104646911066,3748.0642655881193,349.1782326388921,-291.6808132253409,-99.99764892674295,8241.911272969512,0,3.476134041000023
172,True,20260775,,M4,asymmetric drift with position-velocity diffusion,71.34497781929694,-86.26601365734682,22.430029738405448,74.19791496459484,-33.60834748819232,56.22973594787477,-59.31913303102458,4079.361100721854,393.8934428362691,-296.73702939140867,-41.25440373485642,8205.665851804584,0,3.8789948749999894
173,True,20260776,,M4,asymmetric drift with position-velocity diffusion,66.46794841802574,-91.7990004759745,1.0592739188048783,76.14391011252049,-9.242573846200518,62.64367513485632,150.97797780124873,3191.493778095484,550.9334655548856,-369.6350859151744,-710.5281887389818,8212.541004679108,0,3.87474491699993
174,True,20260777,,M4,asymmetric drift with position-velocity diffusion,67.12950562792547,-105.20382792597506,19.630511016278927,116.04728356747704,-7.582969887488352,40.06826225498506,157.4014748044351,4522.091449642927,148.12419653364756,-154.078929812212,-302.6366683236171,8138.070382522315,0,2.8986655830000245
175,True,20260778,,M4,asymmetric drift with position-velocity diffusion,70.29981911369796,-86.16189383172268,-14.200492651883549,65.15623676053981,-9.769237702461425,40.35204387459121,119.31750882528064,4709.578865102561,221.40829512243707,-189.034366504715,-298.373748737692,8134.718787388083,0,3.589785249999977
176,True,20260779,,M4,asymmetric drift with position-velocity diffusion,71.92224242903373,-99.72575930665296,-16.437324432951677,89.42107317052574,16.834496086466945,48.288828059828745,170.04406706145738,4554.736645916319,428.0873977214373,-287.5540905162019,-506.2958557510586,8172.6568166668785,0,2.8387927090000176
177,True,20260780,,M4,asymmetric drift with position-velocity diffusion,69.64147634416912,-75.84242435695704,-13.86247141724955,72.4951323950635,18.88110717477666,46.93766191376735,260.7723804365673,4769.282262976673,404.80098891172423,-271.4025690273697,-1222.8779283965791,8185.732152093889,0,3.4421869590000824
178,True,20260781,,M4,asymmetric drift with position-velocity diffusion,70.98682799596959,-76.66289644736938,-5.038873366375599,52.81627064131791,-2.195707700550244,56.553960258005816,145.4791999560825,4476.8170287506855,140.5769764887511,-178.32761694740887,-229.36465390954913,8312.398795502977,0,2.7066196659999378
179,True,20260782,,M4,asymmetric drift with position-velocity diffusion,71.89342424859429,-74.84672938520511,50.320677443421594,45.7736820862684,-40.05233601121057,52.72151805183685,-109.79617489960532,3533.4998100210655,575.4674988397372,-331.23505473732735,-531.2227052737743,7967.784216249049,0,2.8816155000000663
180,True,20260783,,M4,asymmetric drift with position-velocity diffusion,68.84691575910213,-69.47894628458228,12.940583508884057,35.839334523239486,-21.26164893093429,49.44638882675196,-27.75786736117251,4311.042590173183,429.3843483530155,-291.4206955230511,81.79785424747696,8243.403627440046,0,3.773550333999992
181,True,20260784,,M4,asymmetric drift with position-velocity diffusion,70.5358360926092,-154.4773714221309,-17.023817417011312,133.51531349510427,-3.1685693478792274,54.951847060172035,199.723870292893,3339.657170890552,1029.6304759720051,-475.731421893092,-864.5289092502077,8007.358654451233,0,2.9186961670000073
182,True,20260785,,M4,asymmetric drift with position-velocity diffusion,70.45425847339504,-98.445995555297,26.873645821323695,88.9952609616679,-32.31287364992919,61.72945139580912,126.91104162692888,3435.2817883303164,371.051258615695,-302.6289077882788,-354.7452187626137,8090.523210933417,0,2.935642833000088
183,True,20260786,,M4,asymmetric drift with position-velocity diffusion,69.20135516949925,-102.6720140478518,5.1704003272555354,83.87945048663644,-1.215846589104803,65.76690030531593,-129.19072868674323,3708.863528890854,99.37051659591808,-117.6792879457026,-709.8740989077357,8231.286078462435,0,3.115790707999963
184,True,20260787,,M4,asymmetric drift with position-velocity diffusion,66.7431060670282,-68.5215323302945,22.307246649671,36.48859185482727,-13.303503339370137,51.972059362342065,39.766893272695384,3868.409195232178,462.9755927571631,-304.97177028900734,-607.2290757967858,8203.640466375564,0,2.981152124999994
185,True,20260788,,M4,asymmetric drift with position-velocity diffusion,66.171686192474,-88.95614963761125,20.38512384309798,68.58274062171371,-10.329298750383735,31.627636371478022,195.3503452861626,4299.037745457369,541.0284434663929,-261.6214889995226,-807.9618661675598,7973.33702501024,0,2.7278986669999767
186,True,20260789,,M4,asymmetric drift with position-velocity diffusion,66.09709932113917,-77.48020754503328,1.6579301375107036,64.50806781142118,-8.35022606273267,47.1850036223683,65.10095040878201,4048.7794201225583,543.887589947083,-319.7128577338363,-413.6669358512258,8252.464284472986,0,3.632759375000091
187,True,20260790,,M4,asymmetric drift with position-velocity diffusion,66.03143024467293,-94.91888288225675,23.21610082307985,74.39283065631086,-5.8980551804237,43.65510015173697,204.86095872313365,4146.959316571296,601.7583260975938,-324.1593434897847,-760.5937640225143,8135.42110250676,0,2.835797458000002
188,True,20260791,,M4,asymmetric drift with position-velocity diffusion,73.04468815837821,-62.55186319328222,-9.915651870365744,41.244782136383066,6.037930902698941,45.06560674884306,172.69309068946936,4493.923143310996,1044.3544728303166,-431.0978105807918,-1307.3661974880267,8130.7490323647025,0,2.765819208000039
189,True,20260792,,M4,asymmetric drift with position-velocity diffusion,74.76335279459178,-93.60272424567408,-36.87052544255048,67.50424396978701,14.241342672557264,62.06236779068217,46.64561575159644,3597.08897286768,645.9162042295865,-400.4352083863654,-150.48206770645663,8028.188866950753,0,4.014343208000014
190,True,20260793,,M4,asymmetric drift with position-velocity diffusion,69.11914765035065,-100.44163111394091,23.083596768640508,90.91876373196696,-18.623557685805736,36.31248804162531,71.38985371484381,4000.4756095879898,872.3953102700559,-355.2577747455715,-584.5816755087923,7980.895019284632,0,2.870114791999981
191,True,20260794,,M4,asymmetric drift with position-velocity diffusion,71.44054178223696,-5.143450205537441,-106.2130216963606,56.46543284224428,18.506452542254312,58.58116434224278,691.905290566885,5325.384945167115,2500.0,-765.3833310325145,-4519.991894999162,8080.177041161494,0,4.129901249999989
192,True,20260795,,M4,asymmetric drift with position-velocity diffusion,72.6915680807969,-97.42102062501009,-27.60760516705546,58.558950213230304,7.409802432266319,55.83216518382382,167.58838121540518,4734.415620746702,813.2659823317757,-426.1755537988186,-639.6140194417529,8428.872726420967,0,2.494885124999996
193,True,20260796,,M4,asymmetric drift with position-velocity diffusion,67.69464061284545,-96.70188312394752,13.120201124904108,87.88890406571639,-17.746899162217954,46.65926069037615,128.25048405340934,4083.286955857626,472.2725205156906,-296.50547494692495,-547.2340067722314,8172.173414975696,0,2.9925016669999422
194,True,20260797,,M4,asymmetric drift with position-velocity diffusion,72.73433644713332,-99.5984634220366,33.095650375893804,85.60877529497516,-18.6712959200428,65.42673614903755,-45.11300576627193,4150.038609683135,292.860104157821,-258.04326453352394,-708.9943070167878,8345.393019523064,0,3.753560874999948
195,True,20260798,,M4,asymmetric drift with position-velocity diffusion,73.72555010600743,-99.82383457121551,-20.375320617090896,95.11025549437582,18.1670505964288,39.06763888341874,68.19837926639512,4602.140509466757,398.1820094890954,-249.41785682757376,-259.39655674392134,7976.989925241977,0,2.825150874999963
196,True,20260799,,M4,asymmetric drift with position-velocity diffusion,66.73019474316953,-68.42377711985885,12.8332771638027,44.2672249750853,-9.678285432052744,43.91457083264633,26.86762317860492,3601.567553130047,768.0259579120508,-367.2832108028898,-145.19410572315394,8011.343415824847,0,3.065902582999911
197,True,20260800,,M4,asymmetric drift with position-velocity diffusion,70.4578502515659,-106.83324973597792,-1.1591260123854743,86.3624496026054,-10.251881416468692,58.05753363177149,24.43624880961941,3937.991407794476,1042.2743180840118,-491.98323660748525,-103.53716415300292,8357.472569749447,0,3.261032415999921
198,True,20260801,,M4,asymmetric drift with position-velocity diffusion,73.93418420770911,-104.25797021107456,7.524813711725333,103.23981391594576,-17.655461694570207,23.893253274251503,89.53967333638846,4700.1428598479,395.830882367961,-194.32817452098936,-478.1591470802354,7826.816266252599,0,3.033481832999996
199,True,20260802,,M4,asymmetric drift with position-velocity diffusion,72.42957069093275,-118.26637523745086,6.152321015524598,85.39314678515221,-27.173524916707084,40.801297038028096,212.7777683877822,4490.116173090033,545.1858570923553,-298.2653931453143,-816.9665901094205,8095.650401226612,0,3.3865529169999036
200,True,20260803,,M4,asymmetric drift with position-velocity diffusion,70.53085823973008,-97.69361731775834,17.00788765294753,68.74821567045659,-10.125158158760096,36.9226507639644,75.02430412709171,4605.616621813837,437.1164764399863,-254.08265586433313,-258.1393000308275,8057.936914199329,0,3.1119374170000356
201,True,20260804,,M4,asymmetric drift with position-velocity diffusion,68.33923436366882,-104.88948398824918,10.34872363336691,88.43712022551824,-1.066486453115864,38.2425056057831,206.46775959773697,4820.139868028833,442.5989388079979,-260.13417744960947,-766.3017603867369,8180.540549352803,0,3.1543090420000226
202,True,20260805,,M4,asymmetric drift with position-velocity diffusion,71.83001667286247,-108.27693157558542,-1.7700551727008147,105.02239342752355,-7.683639768379723,33.266185465657934,117.61317734108158,4212.54017824084,411.7772986149521,-234.0791318018127,-413.7954210120395,7811.377153999113,0,2.552186416999916
203,True,20260806,,M4,asymmetric drift with position-velocity diffusion,66.42402586292364,-98.74163707242528,0.1342550554520522,83.73760727678454,-16.910991781647315,48.57970574265817,194.2192441474821,3849.7178958317622,162.68420807012305,-177.79933584829786,-355.4164448968442,8090.972692962814,0,3.082831333999934
204,True,20260807,,M4,asymmetric drift with position-velocity diffusion,75.36421653253274,-101.27620441859764,-19.107771063177125,79.84003607457248,4.667109717126513,41.01431469117378,80.04138731435384,4786.679247530516,477.01443421287854,-279.7455846057317,-276.1665908368727,8046.052388299965,0,2.934162207999975
205,True,20260808,,M4,asymmetric drift with position-velocity diffusion,72.9817040848761,-91.3888237806046,-6.226395453629947,78.08364965365512,-18.93836215743303,48.23108047570648,90.65497310863832,4085.4688950405266,345.88630314501836,-258.3178032336062,-255.0261692551182,7992.620499551073,0,3.223396999999977
206,True,20260809,,M4,asymmetric drift with position-velocity diffusion,66.99466379395365,-77.816113228217,3.5155094872042563,56.02079789799451,-22.290856359551356,51.56245012587976,22.35688355136303,4279.625082912533,218.1028508268799,-212.09353944024969,-45.98065599759167,8319.657423668883,0,2.958420292000028
207,True,20260810,,M4,asymmetric drift with position-velocity diffusion,67.66513001321681,-90.5961093534062,-16.378560979918586,58.6538502760403,10.948908942997637,50.35243311330522,101.08245948869713,4087.6491780439383,691.931113877842,-373.3117470991172,-374.7114808522537,8243.075826186974,0,3.0369801670000243
208,True,20260811,,M4,asymmetric drift with position-velocity diffusion,68.88235859108649,-0.0588810674819232,-0.9694224683749476,-41.62179752385547,12.546641958855568,53.49802402458979,343.05195652627367,3730.599924640578,1165.019818021898,-499.3045492028237,-1600.875972800111,7920.289784630988,0,4.221865541999932
209,True,20260812,,M4,asymmetric drift with position-velocity diffusion,68.4341935148512,-105.18582866364932,-9.803913106929494,87.49293974427063,2.4924894175939403,26.72386315034476,130.31284812564823,4872.132760423485,152.11622059112767,-127.51679202403032,-310.9033349522105,7981.642966735457,0,2.8351860000000215
210,True,20260813,,M4,asymmetric drift with position-velocity diffusion,69.13976051350355,-77.88417624530284,-27.63044829640237,82.73282003564628,22.005638337846847,44.15631034749386,414.2956701489209,5143.499179455475,372.98671381731737,-256.66879117500315,-1204.0948169053331,8277.2530126924,0,3.014712999999915
211,True,20260814,,M4,asymmetric drift with position-velocity diffusion,66.33114341516855,-73.03192974826524,-8.3783598804666,56.29220364510237,-4.141722579091736,50.02017063432686,157.85749258694443,4017.476786950732,249.37183797789092,-221.3948689800204,-610.8709601644944,8210.876960459227,0,3.3477839999999333
212,True,20260815,,M4,asymmetric drift with position-velocity diffusion,68.24086898470253,-86.1404205913625,-37.16507416171443,66.009720279988,-2.4173108455390597,58.60762188237669,347.9133348699843,4005.4847302474654,90.19049794296234,-145.40771094855197,-431.5930249947034,8261.19798917962,0,3.0263423330000023
213,True,20260816,,M4,asymmetric drift with position-velocity diffusion,68.5012519805328,-104.74748065757906,16.15824022415058,104.06117149130958,-24.329055547263117,50.975530655912856,24.713060732783088,3654.001237024051,543.0540358156161,-332.76098118941854,-80.66166484017508,8085.553518447425,0,3.1541876670000875
214,True,20260817,,M4,asymmetric drift with position-velocity diffusion,70.45477044767784,-98.29999524333496,5.437740749390505,83.78552338832202,-9.068264674558002,42.07463847389421,124.061436536704,4333.864514299792,198.93990203669745,-182.21081957940913,-436.8137425298608,8015.646752249008,0,3.2794099999999844
215,True,20260818,,M4,asymmetric drift with position-velocity diffusion,69.73141613893308,-111.87570173055526,8.21567708524574,109.0210623338994,6.803847923185762,40.80571939140261,328.2781061488683,5000.127229401022,341.7165147946881,-236.1693308973045,-949.9798292215286,8148.222629365031,0,3.613719083000092
216,True,20260819,,M4,asymmetric drift with position-velocity diffusion,72.81761201329738,-74.97826412440719,-54.786991631540225,64.07972829689008,35.75589539781046,65.10932232264321,219.03683715670945,3459.103984451481,388.99415102790687,-318.2900913374398,-535.386119973693,7993.776959772244,0,2.8288547079999944
217,True,20260820,,M4,asymmetric drift with position-velocity diffusion,70.97517120583466,-98.68878981438245,16.769090738664627,84.48209610907409,-23.0474743892724,41.90421605136659,-44.776427735422786,4774.2379602055225,318.96263979326017,-231.22179283286425,123.53513408942504,8155.96107692757,0,3.057259290999923
218,True,20260821,,M4,asymmetric drift with position-velocity diffusion,73.94221633750547,-91.844573216919,5.658483597085826,89.82841518164794,-9.372612393992252,41.66613770623608,156.2305018446814,4760.518108934066,232.1589438125221,-196.704514667324,-368.77962217495224,8065.979709619682,0,3.01279979200001
219,True,20260822,,M4,asymmetric drift with position-velocity diffusion,66.13829002152066,-72.54122252968196,18.490237812650538,53.40514952784682,-30.30733075177898,55.31994197616504,31.645559073866195,3436.2826055003793,522.1787805138921,-338.8291990535745,-311.5123823294847,8178.124722790772,0,3.982577333999984
220,True,20260823,,M4,asymmetric drift with position-velocity diffusion,70.41190630808359,-82.98401097345825,-12.015271848165645,72.09731169358506,3.438576156235512,58.89069348583504,314.78468161341226,4408.048256299353,212.90934080681225,-223.94980446274263,-598.5323293242147,8346.3015719178,0,3.0457001249999394
221,True,20260824,,M4,asymmetric drift with position-velocity diffusion,78.10428809473412,-53.59598847811036,25.875922628832047,43.993456257752705,-21.128236720598142,103.36558971351266,-402.6438586781655,2897.0357493389342,666.8923529661517,-524.3044888218046,878.5225091977899,8447.788471837684,0,3.702437417000056
222,True,20260825,,M4,asymmetric drift with position-velocity diffusion,77.15249361755727,-104.25259519589626,24.00494608817809,119.7604981081358,-18.74490768198993,52.27879196939189,-315.0152798342046,4524.689170526368,2230.690030622276,-682.9869107357721,2057.7303405795465,8251.410393321117,0,3.1457005409999965
223,True,20260826,,M4,asymmetric drift with position-velocity diffusion,72.41645773022637,-84.46564973375004,-28.49229688844797,53.00406199067464,3.2157422423367508,42.24160662082656,143.28208826957612,4588.934773901533,324.73942836960777,-234.24359276156144,-397.2731368377576,8071.461515126339,0,2.9359956250000323
224,True,20260827,,M4,asymmetric drift with position-velocity diffusion,69.91285061474707,-105.11743698822222,-16.90790118786858,77.54953926007815,16.022390909914986,41.24288153882064,124.2623663492004,4937.463794227017,379.29399347785613,-250.13036775922555,-406.5092121665282,8226.595583470677,0,3.620949915999972
225,True,20260828,,M4,asymmetric drift with position-velocity diffusion,65.8274478246671,-5.657414061897832,93.81359511951992,29.86000183220849,-30.344895050975957,32.987849901718164,-537.8370628566639,5232.010737162081,2500.0,-562.5648736994685,3474.876686135403,7967.531793501661,0,4.652694750000023
226,True,20260829,,M4,asymmetric drift with position-velocity diffusion,65.5164867226433,-81.92190238579863,29.027077467397216,54.43585781748533,-9.376303685605825,19.409521633233975,147.98061739126408,5081.298426145573,464.7981237852933,-187.61338247140608,-1183.579302742456,8008.0265188078765,0,2.9285653330000514
227,True,20260830,,M4,asymmetric drift with position-velocity diffusion,69.37006982056371,-114.94352066399372,-17.425292209082357,85.53763215048335,12.969773306432606,59.7905132663849,248.55943801210728,3426.5015447277715,965.8157570047985,-480.224556809136,-1138.369324226161,8024.937805850423,0,4.2878993329999275
228,True,20260831,,M4,asymmetric drift with position-velocity diffusion,71.21339207809156,-67.94482068361161,-33.553181960198756,44.07647719261476,25.92384457433648,57.86189431369374,171.3540022147665,3648.7279224511526,442.71661187875793,-320.1026198421079,-473.9808960626788,8036.766199571409,0,3.506089083000006
229,True,20260832,,M4,asymmetric drift with position-velocity diffusion,66.6758815363939,-69.79727037723738,-3.404893073741066,51.076062090729934,2.3644081954101424,51.70018101007284,90.16965363141452,3968.6149490580024,122.92135202385106,-155.9702954182309,-424.29605809925425,8174.528571444898,0,4.085603999999989
230,True,20260833,,M4,asymmetric drift with position-velocity diffusion,68.42323377474197,-64.31641134444071,-20.150233934458715,31.414832784779556,-6.535390600980097,60.77208381460422,199.2830071703539,3665.1486503019833,110.62099736201398,-163.983761675837,-268.8666827153808,8183.594753889771,0,2.6195118339999226
231,True,20260834,,M4,asymmetric drift with position-velocity diffusion,72.23768677816655,-55.581777186435346,4.750862612027934,10.07524714107695,4.418648514334298,47.106161147016515,91.55881720605704,4365.692767884132,712.4906451075698,-364.24834770669054,-733.9661649972194,8101.8324149032605,0,3.078066083000067
232,True,20260835,,M4,asymmetric drift with position-velocity diffusion,68.48168199461712,-92.55025546861992,15.407335584414916,93.74723429065232,-8.010684940762323,47.84504107223601,238.2627952491004,4521.30539058295,188.4819481952281,-187.23186487078505,-765.7064310337756,8211.85393499456,0,3.0722187499999336
233,True,20260836,,M4,asymmetric drift with position-velocity diffusion,71.4370066018096,-112.05251894639196,2.3350422610405994,125.19292615158264,-15.260258297226075,43.24386361288527,95.40677657112192,4260.0045806831495,550.7534061048744,-308.1659463390406,-510.9536689435529,8083.671870379867,0,3.4535347920000277
234,True,20260837,,M4,asymmetric drift with position-velocity diffusion,70.20567215320446,-85.9542476929086,18.832303790351133,55.8075562294625,-8.072605279109485,63.91697810983504,37.125504487706,4028.505665268023,344.46464604925495,-296.7634697272715,-86.18597008931322,8370.107137060017,0,2.8829058329999953
235,True,20260838,,M4,asymmetric drift with position-velocity diffusion,73.16276683089826,-98.35476815335672,16.4116696937082,80.89949863847812,4.97898808253567,25.454390421794393,70.60457186682608,5476.232095501155,278.119930545935,-168.2780234754208,-233.3820925427656,8033.481497594128,0,3.0004927080000243
236,True,20260839,,M4,asymmetric drift with position-velocity diffusion,70.5456002922028,-84.44373855329589,-18.978862525879503,72.81959383375798,7.519741083492328,44.71365298426096,185.69253624888145,4726.8811816056295,316.2618835259848,-237.8337580086531,-493.85311624812994,8204.402681481039,0,2.6005073750000065
237,True,20260840,,M4,asymmetric drift with position-velocity diffusion,68.51394763308657,-68.61508104612257,9.22742028408236,70.28870743654724,-7.78119609199907,43.88357093305468,83.41842648630454,4279.632426885248,203.2317406744153,-185.232340208377,-538.9637451217991,8100.65600428013,0,3.4332760419999886
238,True,20260841,,M4,asymmetric drift with position-velocity diffusion,70.25222232994068,-66.94312944538936,-19.814129024106823,36.367857663714105,4.127353650025597,44.810953974184045,274.821646891049,4319.005173488478,314.58877364252663,-237.22874694576583,-825.53901446704,8039.715056799319,0,3.989483416999974
239,True,20260842,,M4,asymmetric drift with position-velocity diffusion,69.94131795719584,-124.96852157233884,31.993596810839524,126.63463960719432,-26.673368806869934,51.29551275096686,69.86952789224037,3411.2643478411146,579.6888312610621,-344.8793170692895,-234.87975625095373,7944.528572343086,0,2.84281595799996
240,True,20260843,,M4,asymmetric drift with position-velocity diffusion,67.57746447556467,-104.36564789166404,-31.093795194999338,72.90510376164819,-2.0219035524573536,50.62125979890712,147.20014844738824,3536.347831687616,381.4322802975982,-277.9106515168807,-404.0643133033845,7993.675637733816,0,3.065193416999932
241,True,20260844,,M4,asymmetric drift with position-velocity diffusion,68.64453653481593,-69.6896917406329,2.864457836383184,59.252838495760805,-11.560975613324668,49.8698438129514,118.82941699464156,3790.758897608349,325.94524082862324,-254.73660598683463,-401.44013411622853,8061.628536594268,0,2.924737166
242,True,20260845,,M4,asymmetric drift with position-velocity diffusion,68.69548036253951,-100.16483652399234,1.6997106701358171,99.54329410761488,0.2939601210069053,51.67429417256102,173.35830818501367,4111.43223516863,391.04282204462777,-284.295214458281,-493.6827853477496,8209.020194256496,0,3.1299503750000213
243,True,20260846,,M4,asymmetric drift with position-velocity diffusion,66.34859106724517,-111.665788340275,34.27149884401576,101.82885473192214,-45.0149215324687,52.313857364669985,21.975446197270223,3465.24354026041,682.9135260410952,-374.0868854337682,-521.397233713365,8181.688805476941,0,3.250121124999964
244,True,20260847,,M4,asymmetric drift with position-velocity diffusion,67.21280187237456,-99.28651484466354,20.98374449861864,92.94359978836398,-9.30505784282833,47.45202355113312,234.7705265608633,3879.518645663002,667.4838493366535,-355.8838535240602,-935.7347215159224,8108.028120481523,0,3.2023695830000634
245,True,20260848,,M4,asymmetric drift with position-velocity diffusion,73.64881581100575,-118.1561221996254,2.7086629138290457,113.54664446705216,-25.37732435230757,46.558859393392275,-31.93452991970524,4204.772747569308,430.71838280500697,-277.3994813847022,-447.49048171706886,8027.348611709314,0,3.536962084000038
246,True,20260849,,M4,asymmetric drift with position-velocity diffusion,67.4990230801434,-68.98189896535409,-14.152365102806442,50.73133094270349,5.160368314870715,67.54260180117286,154.7335125900091,3620.968717953554,373.05011363174583,-306.39139349122604,-952.166645188066,8343.161087763305,0,3.753895457999988
247,True,20260850,,M4,asymmetric drift with position-velocity diffusion,70.87858708519886,-120.7188362758066,16.888173452189093,106.37709031914795,-9.9324384977019,51.10931591159288,171.6400612006961,3591.852348074743,539.32244416228,-331.8385414002855,-654.6594330492844,7904.360622753162,0,2.8562512080000033
248,True,20260851,,M4,asymmetric drift with position-velocity diffusion,69.24550928040863,-104.33020732332068,3.782592324255495,75.41633374890654,-33.9517655967741,35.254462066440254,-121.07456047935932,4733.46350596336,516.1229941464558,-268.9501250540242,219.175280698601,8096.941384373986,0,3.7252440419999857
249,True,20260852,,M4,asymmetric drift with position-velocity diffusion,73.73441094181472,-88.69635160285688,9.412015280805786,46.889206549007135,-6.933134411856505,31.741700578289553,219.83876050319057,5446.483346251638,477.6547946211514,-240.30283103376823,-1512.5667663796512,8092.611185818148,0,3.6078022499999634
250,True,20260853,,M4,asymmetric drift with position-velocity diffusion,67.86734072596423,-118.00815703014985,-9.648510504756336,77.92324748987731,13.072865410788728,43.4776926238196,434.7074601406296,4802.699769829444,1309.4130928368884,-477.2012571985417,-2385.625063955719,8139.5934276872285,0,3.268186124999943
251,True,20260854,,M4,asymmetric drift with position-velocity diffusion,69.27006805770338,-84.67931143114679,6.418331758780905,48.38445095037277,-17.43601713390046,51.93345156568166,226.8987765018855,4270.095474595438,373.6817661812001,-276.7164069779267,-890.2549141554122,8250.459275167936,0,3.447896374999914
252,True,20260855,,M4,asymmetric drift with position-velocity diffusion,71.64645709362908,-86.64461492165687,22.9415561061554,90.30533659837889,-20.38916254581776,40.12010307655107,7.302676610185101,4578.8876124288845,280.0721752580891,-211.74953959963037,-130.40827514613622,8058.5990622293,0,3.2509974589999047
253,True,20260856,,M4,asymmetric drift with position-velocity diffusion,77.60431395154139,-70.58358901579787,19.427042480618976,59.69239315389433,-27.535833130087028,35.766156878551435,-85.38128710623214,5681.999547214392,108.28457355919788,-123.91542163123076,1.223008864319417,8114.890941277499,0,3.199639124999976
254,True,20260857,,M4,asymmetric drift with position-velocity diffusion,68.27585504901485,-55.692511968364904,-22.77522586602955,13.51193666959195,-0.228029317391068,40.3701821180739,222.99698947020104,4415.523834891651,445.0233333137309,-268.0721769424617,-740.3891347833255,8119.104986425931,0,2.9423443329999373
255,True,20260858,,M4,asymmetric drift with position-velocity diffusion,69.49961692677894,-108.62903598145286,-31.743230204635047,91.31809158458032,29.09709323671928,61.30763210179773,189.71424973986535,3598.7000942604323,1226.0457492235976,-547.6854073483677,-1046.567867808862,8230.333638840137,0,3.4146963749999486
256,True,20260859,,M4,asymmetric drift with position-velocity diffusion,73.8488026976657,-100.28366785810464,-28.734529652973336,52.7741269472739,-13.96917282744842,44.476409497100214,82.19685681081994,4179.246927772332,767.1473570934346,-369.43177989288233,-341.3734545636092,8025.113236382536,0,3.228158583000095
257,True,20260860,,M4,asymmetric drift with position-velocity diffusion,69.32030101005081,-107.36617744943146,-7.980722223289268,106.11384499655163,-0.8621785482309072,56.266047395368574,284.15908788697556,4118.7704170133575,455.13287381916194,-320.04924757597223,-821.3258027009794,8249.946022453616,0,3.5661192500000425
258,True,20260861,,M4,asymmetric drift with position-velocity diffusion,70.22879052685727,-93.2702492516158,-3.996754849921442,89.29070872696744,-5.926996819829446,55.143307595856946,151.79549306453308,4045.263368927997,477.9613298320356,-324.69289262226096,-446.8984531302279,8239.897309884574,0,2.936162041999978
259,True,20260862,,M4,asymmetric drift with position-velocity diffusion,67.00814490053605,-74.26769013324612,27.618309141211768,46.586459438561654,-12.456935168716,56.29907663124439,395.2977337676945,3897.8158744402094,346.8323840065723,-279.47338310031023,-981.1457096494614,8192.455138530811,0,3.1845718330000636
260,True,20260863,,M4,asymmetric drift with position-velocity diffusion,74.64465180697967,-156.61408501381598,9.33113241811008,163.52613866307382,0.0765587843463557,62.818007911607275,196.4024066396781,3687.838612172333,571.0302099735953,-378.7927150719141,-592.1534551237756,8043.0137501469935,0,3.613720666000063
261,True,20260864,,M4,asymmetric drift with position-velocity diffusion,67.12399520906595,-68.59095856590662,-48.213555692359165,54.83985292993381,42.23955772823511,45.557639894909585,348.8124760409376,4628.779770758698,314.16581527484385,-238.5561262756372,-1085.5904873061645,8092.775590124867,0,3.460687541000084
262,True,20260865,,M4,asymmetric drift with position-velocity diffusion,69.84174902998876,-95.49642629021037,9.45995149323219,80.27921551837468,-21.966827595013264,55.847756105332785,85.79740073206966,3860.5988969790537,803.8019338904953,-421.9062246558933,-650.7789995207917,8287.281197453492,0,3.275596209000014
263,True,20260866,,M4,asymmetric drift with position-velocity diffusion,72.81142804870284,-75.58564140483335,17.771265864870166,46.70862736788684,-15.953177015456534,56.83377824300866,51.01727962122432,4069.5050703765905,356.91068452430704,-277.3353823738637,-673.6219614008576,8152.421123425776,0,2.996296832999974
264,True,20260867,,M4,asymmetric drift with position-velocity diffusion,70.32845354807071,-90.89310397608064,29.542182434435716,82.47816799560175,-24.34509563065529,44.13176616755445,98.50848487056464,3929.654304509091,714.8583212652369,-354.40455450843405,-622.9949478720821,8017.252117199741,0,3.2566452089999984
265,True,20260868,,M4,asymmetric drift with position-velocity diffusion,66.75169062489253,-52.839058242374776,23.956567104779413,10.344605512517251,-41.95695457272158,37.7961269607621,62.35084944948061,4300.523095208436,315.52520717516137,-218.4090729774124,-180.15061757191089,8088.392683763256,0,2.787670917000014
