k,age_ka,X,Vhat,q_observed_fit,q_boot_q025,q_boot_q50,q_boot_q975,q_ratio_q025,q_ratio_q50,q_ratio_q975
1982,40.36,-0.5285802018644095,1.592073772093805,5147.079709955168,3819.9596221250895,5010.619531235026,7061.153556497719,0.7421605720884322,0.973487844290383,1.3718756954240412
1983,40.34,-0.49673872642253336,-2.810804456390592,3971.333293285235,3091.8233565486476,4119.921376639037,5610.065746731836,0.7785353502755182,1.0374151632161008,1.4126403735031217
1984,40.32,-0.5529548155503452,3.8963401937508912,6783.527919626903,5063.118174039416,6280.850820685,8901.128672495975,0.746384216889593,0.9258973936721778,1.3121680603306989
1985,40.3,-0.4750280116753274,-1.1770194621501417,4099.075751485151,3137.405036941009,4192.413070240644,5808.103746801101,0.7653932806204629,1.0227703327321227,1.4169300834942478
1986,40.28,-0.4985684009183302,-5.320760738595132,4421.215966661969,3411.898239852671,4421.215966661989,6219.907330836,0.7717103768691634,1.0000000000000044,1.4068318258454244
1987,40.26,-0.6049836156902328,-0.5682371717935286,4307.020461244052,3327.313193586099,4388.8166788187955,6231.291867674327,0.7725324788972626,1.0189913696279764,1.4467755432660432
1988,40.24,-0.6163483591261034,1.4943641003090313,5188.874431261093,3873.1659021491528,5087.819350561354,7275.6661341377585,0.7464366219415001,0.9805246625181525,1.4021665450804703
1989,40.22,-0.5864610771199228,6.266951657243025,9218.08295947432,6549.872299398638,8158.423681375757,11244.92479312497,0.7105460352433363,0.8850455910673435,1.2198767186801531
1990,40.2,-0.4611220439750623,15.603640780278871,24971.262543142002,14154.726981700147,20386.53219760187,28659.11556091881,0.5668406616303644,0.8163997379940542,1.1476838830798175
1991,40.18,-0.14904922836948487,11.248106788873713,15085.367296847357,9008.68897651289,12417.165523614993,17198.65440612696,0.5971806187573298,0.8231264959793201,1.1400885419423132
1992,40.16,0.0759129074079894,5.0289063320453575,6705.254890008129,4444.446944079498,5846.967818997242,7699.41843332369,0.6628304243441088,0.8719978457060793,1.1482663313511048
1993,40.14,0.17649103404889654,13.203150956144727,17434.505631624732,9476.778942863739,13737.357502225503,19121.921615838866,0.5435645347851823,0.7879407533820224,1.0967859955348147
1994,40.12,0.4405540531717911,10.684777520628685,12412.290568966591,6600.023138313768,9692.528219876976,13753.320980728986,0.5317328902060391,0.7808815114359626,1.1080405267916673
1995,40.1,0.6542496035843648,-1.2346306295185627,3954.270454707297,3065.298386153613,4085.2686689517227,5612.385016301852,0.7751868318730143,1.0331282889587081,1.419322497180404
1996,40.08,0.6295569909939935,-2.1851794848420703,4094.9772211376007,3215.6523689713094,4275.723773060194,5866.619139325751,0.7852674618976241,1.0441385976433786,1.4326377956495644
1997,40.06,0.5858534012971521,-2.148627177123963,4072.5876401675646,3206.5718926669433,4232.866201162842,5788.123645059377,0.7873549143647183,1.03935546025197,1.421239800457978
1998,40.04,0.5428808577546729,-4.589344893355252,4892.0091077416355,3775.247822644924,5040.6766585999085,7133.246686281984,0.7717172514398165,1.0303898761396426,1.4581425604857472
1999,40.02,0.45109395988756784,-12.191648360155627,12086.745915683341,7679.536875023613,11161.4601741621,16564.584407425264,0.6353684381715109,0.9234462486449209,1.3704751074424124
2000,40.0,0.2072609926844553,-13.338892843138561,13114.263737738745,7820.029233250534,11819.176416847966,17811.756049252228,0.5962995246730427,0.9012458993665101,1.3581971817446044
2001,39.98,-0.05951686417831592,-10.741707525998834,9000.938546593354,5710.453462167946,8267.226856437694,12168.427003706118,0.6344286690335443,0.9184849794987933,1.3519064640555272
2002,39.96,-0.2743510146982926,-15.739765393017091,15549.308255581578,8403.055157546907,13263.496081751655,21073.38872059906,0.5404134395837543,0.8529958930482063,1.3552621360525512
