traj,seed,observation,success,convergence,error,model,description,eta,a,b,c,d,alpha,beta,gamma,delta,epsilon,zeta,nll,q_path_rmse,q_path_relative_rmse,q_path_min,time_sec
8,20260629,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.12129352329928,-135.27433309693637,26.982978372721405,156.85575055923476,-2.743499107382844,25.691609257339447,-14.01750199563349,1457.297102513506,0.0,0.0,0.0,7142.463735791611,720.5722740901778,0.3558344305845296,1455.385094079665,2.455903500000005
9,20260630,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,27.327243221441044,-83.14610405214458,10.65378099325168,100.06033810122985,6.862076527197174,18.400849184598925,5.207278658012484,1320.1642514179716,0.0,0.0,0.0,-4006.408697977505,172.66160632691106,0.087346369956117,1319.795847961201,0.7698773750000001
9,20260630,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.0662838293206,-141.33880649635535,43.32985775068185,172.37457731576328,-18.329564000438495,21.05112614099065,6.50081083279123,1368.1393922539548,0.0,0.0,0.0,6884.542429255705,185.63653192934896,0.0939101491073307,1367.637525887407,2.0118607910000037
10,20260631,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,22.235091613768144,-93.38384153646858,16.638791908481476,112.79674463849952,8.988952409122371,20.59573122372924,3.389419388163853,1162.638413155936,0.0,0.0,0.0,-3836.5455542487016,134.8762865425357,0.0644798016438845,1162.4992084406767,0.6066938749999977
10,20260631,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,34.299890516653626,-151.79559889595322,52.71204512363714,183.40050881309696,-15.550784289704954,24.511177332813645,-4.6028278135119685,1311.733113833034,0.0,0.0,0.0,7089.796857845398,610.5275787449818,0.2918726351735857,1311.5170671054875,2.2100752079999992
11,20260632,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,31.253658547436768,-55.02674832748812,22.744080528386455,65.22861969074708,-15.675966898205704,21.90940748865951,7.929799852906746,1271.1772236715894,0.0,0.0,0.0,-4239.022865381783,185.24461937654604,0.0986216955476614,1270.4597863714628,0.7549833329999984
11,20260632,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,39.23093551486307,-125.95581081715326,50.91936983575163,160.0682122317162,-38.279627241309264,22.909806101979395,-0.3519057447993864,1298.9239145492504,0.0,0.0,0.0,6749.695540397635,261.51452459411274,0.139226747381994,1298.922565775193,2.109087916
12,20260633,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,25.873651731956883,-69.51978593671046,7.65491789801503,82.26535462585616,2.9879854360043523,21.30821340759097,-6.668877092348421,1190.363722501188,0.0,0.0,0.0,-4090.332625106678,123.93593874217216,0.0626001437700201,1189.8419530140543,0.8060515830000057
12,20260633,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,35.76596439734283,-131.81404605572763,50.761381072633306,155.3931433020947,-35.688098638031725,21.42971016698587,-26.234930889107567,1392.5300627317847,0.0,0.0,0.0,6983.734151751818,237.0138417562817,0.1197158848354238,1384.5008569659294,2.6141386250000025
13,20260634,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,27.19025615905148,-79.29440827022314,15.649430000883417,91.68189009174182,1.0399842547106113,22.207533262548004,14.0322935644534,1229.392202586848,0.0,0.0,0.0,-4008.59466650359,298.2409663314642,0.1492244453964019,1227.1755591189824,0.8207476250000028
13,20260634,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,38.082391775042176,-121.41750045530765,33.572337170261605,141.52605918482843,-11.436727301732873,27.337481574387336,6.919509389006514,1347.9693226177149,0.0,0.0,0.0,7030.502043278932,945.5852933761416,0.4731222632313551,1347.5329747759076,2.3433828339999963
14,20260635,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,26.078322125495248,-96.1929814096576,9.353401853598506,115.57429893870706,3.0386172709032464,20.406517251498496,-14.816282972412065,1253.122487355757,0.0,0.0,0.0,-3989.4540169829343,63.587457370233246,0.0318209901128847,1250.433493328119,0.6811812079999982
14,20260635,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.76919593184952,-144.8117129003351,32.664080173930415,172.60329009673862,-12.390216078644029,22.18557834111528,-41.644185854448025,1493.3126292242912,0.0,0.0,0.0,7024.710484364852,436.3145722905421,0.2183443443905384,1473.7704090956863,2.7905698750000028
15,20260636,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,31.10566335809741,-78.93493256175873,12.362644869493028,95.78331570770158,15.11668668997512,24.23030574081103,18.66192402928646,1229.5426512837664,0.0,0.0,0.0,-4204.723893664339,375.5518399443832,0.1974582874489426,1225.9496023712288,0.8265268330000026
15,20260636,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,41.30960270406091,-115.15226369093637,24.467635930809124,141.66817346164183,7.381725666564956,25.242555017206215,30.818187000800513,1423.4664777397982,0.0,0.0,0.0,6875.602958093823,557.396942856406,0.2930691160559927,1414.0601434351545,2.350353124999998
16,20260637,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,29.293175767480655,-75.1075279983963,6.913149813274037,86.33763302925924,15.843582199077128,21.273963758536052,-13.840373548088618,1213.7833059368184,0.0,0.0,0.0,-4360.268636727054,112.70845811732916,0.0589554372356951,1211.5322602467984,0.7702427500000013
16,20260637,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,35.114451019160875,-105.52756853919205,17.625282802903833,125.10599563831096,11.096553080184458,20.44941212335356,-53.290262026269595,1266.028150061222,0.0,0.0,0.0,6832.429895715328,263.23612116115413,0.1376933096106134,1231.3101737729014,3.0587307500000023
17,20260638,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,24.486711306695913,-84.502104996803,6.969822647004156,93.49514158071312,-1.4824713377502383,20.30213968421324,22.00184929371022,1236.2300275093169,0.0,0.0,0.0,-3901.482345658196,187.11495998933412,0.0937179264241214,1230.2697092767417,0.8700338750000043
17,20260638,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.37906432575239,-117.50150631224191,32.11363739342018,128.34595134803462,-28.156282232644987,24.559880262524107,-1.420125232961926,1406.6750558443057,0.0,0.0,0.0,7041.312074654661,556.4288101780393,0.278691528969674,1406.6545281309368,2.86180487499999
18,20260639,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,30.13652340113199,-96.32354438898122,39.596230782855216,104.06621285002288,-14.412206361484298,16.75413354663635,17.12957403914798,1339.8340269469204,0.0,0.0,0.0,-4316.839096581001,253.08800157099571,0.1344078962281674,1335.4565305128883,0.6985232090000011
18,20260639,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,38.097997165189206,-124.3055034277178,52.85066326898512,136.69669691197802,-22.724431755852414,20.48377758332475,-8.58109841552186,1476.2393491301805,0.0,0.0,0.0,6948.230866168617,212.3740985100275,0.1127858911402367,1475.3413691500964,2.514220417000004
19,20260640,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,30.58027593544253,-86.43420722864347,30.680462057764792,102.11666145438896,-13.12607391671703,19.94674040380707,15.062164406968702,1372.7563381953562,0.0,0.0,0.0,-4005.397598414218,155.4543926898758,0.0819105303310489,1369.91292272201,0.6272015420000088
19,20260640,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.93868420199222,-134.96538144621562,46.15387407927017,166.3541669552337,-25.30220159991803,17.46422396777864,16.10906072400416,1564.5257041538518,0.0,0.0,0.0,6941.089008889794,297.98121396550283,0.1570093893280747,1560.8110259683128,2.6279679999999956
20,20260641,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,26.67648132364159,-75.57693804979854,18.73903440632812,83.71923484214919,-1.1646414350091507,16.36114637240744,11.894997919207055,1329.030476854789,0.0,0.0,0.0,-4146.35111113204,296.8116421818888,0.1551475484880805,1326.8721860599771,119.435035792
20,20260641,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,35.42110926794644,-123.81858924238772,47.07180928997194,141.49598958920194,-20.429088521657096,18.75347398015361,-13.262554714991747,1385.0918440375651,0.0,0.0,0.0,6904.657345973948,112.60502825937228,0.0588602049213643,1382.7470216248728,617.462204208
21,20260642,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,28.71151679090656,-91.69007534567848,35.832639957330365,93.31742395917033,-14.6376628589184,24.58636920594512,21.495874428703413,1241.5805155635865,0.0,0.0,0.0,-3888.814200016211,1286.8891687851306,0.6219261233633984,1236.882213586197,113.07273883300002
21,20260642,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,40.3733530300787,-123.59627541371113,46.661756712236226,129.60309638934686,-23.517223051701706,31.58703491174566,13.29533248503014,1359.6452097419535,0.0,0.0,0.0,7060.805325371345,3123.082964842806,1.509319472399151,1358.2497516251774,727.7879182080001
22,20260643,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,31.509981316334713,-70.11075602174597,3.1771427406728163,79.15940290351142,3.0113719894870545,18.333191371778547,27.103177466028836,1336.1318329797764,0.0,0.0,0.0,-4356.934079679544,197.3499668832091,0.1083549438394421,1326.1147958395693,89.21592583400002
22,20260643,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,40.51387832310611,-131.32299033252892,44.640803857161345,152.747974630049,-35.933956979521625,15.419459415654538,29.11460951000864,1563.3622638856348,0.0,0.0,0.0,6761.910238166817,346.89606116995526,0.1904631848681208,1549.6189163188465,783.3294851250002
23,20260644,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,28.674310181943472,-77.02623389761992,12.641906706432408,94.90663576470666,6.4156340705005634,22.15580536646184,-19.581827576197764,1206.2259761225594,0.0,0.0,0.0,-4232.607500976108,185.14238399620217,0.097162392889659,1201.8993763247208,92.76749037499984
23,20260644,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,36.280291885531504,-131.2263682012535,38.71989204152534,162.11720337334262,-10.357970581627963,20.927402695357255,-14.884302288036746,1395.2475530004474,0.0,0.0,0.0,6942.015870680894,167.10525818183837,0.0876965414344278,1392.601265235475,738.9495248750004
24,20260645,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,27.38269514428932,-74.94787832723529,9.789612376152055,91.38310975050832,9.389288209250775,18.102512667624513,-11.313466766976877,1336.4941542998845,0.0,0.0,0.0,-4017.059728140072,206.71784162634776,0.1055175408167014,1334.7267324109523,93.17071883400013
24,20260645,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,38.36678275153958,-141.44594971677532,35.59839304637593,177.5695013343805,-4.772095386445975,18.376203171140244,-17.811430903293044,1637.615438215463,0.0,0.0,0.0,7014.44250887596,355.19486914567995,0.1813065036287858,1633.2995779210728,714.0812079170005
25,20260646,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,28.89703148516014,-66.20330159815886,-3.0399507265166865,68.3264394398024,6.798565698146107,17.347254375959242,-11.167948201836785,1302.1002993773773,0.0,0.0,0.0,-4320.329335994413,160.16448367305176,0.085747890435088,1300.3029105365515,104.7172594170006
25,20260646,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,36.16206413000369,-129.43935949443275,37.90601764727291,150.45235129954247,-27.211744740168683,14.04782814983294,-12.11372883479078,1514.7758539325705,0.0,0.0,0.0,6851.191172330973,339.68818777131486,0.1818602029559011,1512.1645621849425,815.094711791
26,20260647,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,29.530221725501445,-86.27284620568192,28.115990883634957,99.416135058599,-10.163726115350537,20.79401653635094,8.992169119159744,1351.1133291572407,0.0,0.0,0.0,-3857.796631451885,150.07607704012884,0.0774381491166471,1350.1411857509618,91.51698279199992
26,20260647,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.63811870403388,-131.299714879344,50.22854741268419,154.47646634470917,-23.143413744544947,15.61231124415371,-37.410539673479,1727.1197835836929,0.0,0.0,0.0,7055.46644850251,499.0680559716097,0.2575154368364181,1704.7090344022097,721.3783775419997
27,20260648,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,25.482857429551444,-86.36744381107577,-5.02708407668617,103.96066886210826,22.00296023998203,19.01245016738575,5.791242762780968,1232.761947099953,0.0,0.0,0.0,-4084.597300715928,192.3998027046793,0.0935055688800941,1232.3209704586232,95.18946824999966
27,20260648,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.675933087532314,-142.23929612965927,27.917910742145082,170.12517745372688,-8.369300766571008,25.669101572276542,-12.997439435218471,1362.5714715791373,0.0,0.0,0.0,7006.514965247166,871.8609223612217,0.42372107654831226,1360.9262919342623,3.7018464579999995
28,20260649,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,28.253417359415316,-63.35441261055316,21.564081908831387,70.83021302947006,-8.07219087676956,19.708129647718437,-6.40124924997517,1277.1845004090617,0.0,0.0,0.0,-4174.755656435604,30.256639118028954,0.015775506033751958,1276.6647810412333,0.6165109169999994
28,20260649,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.85407190831096,-120.48863883123668,56.08085576938617,136.80824678583076,-34.71287886742036,19.617593651622784,-31.76333292969704,1444.2868468904337,0.0,0.0,0.0,6886.854147666484,204.36696025766207,0.10655486890225101,1431.4296490566553,3.720757999999999
29,20260650,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,32.4807398042994,-72.8212639777696,13.735533106929878,85.8445884219389,9.216354820018081,17.0964058038315,10.31317260692389,1390.609533881363,0.0,0.0,0.0,-4352.459587536572,205.04343671096686,0.11194903238118914,1389.0542159791578,0.7203794160000001
29,20260650,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,38.124652393051726,-117.14752393925718,37.00624059811534,142.21945854640794,-6.242356494459614,13.627216502219786,-31.111011361417784,1543.2752185502293,0.0,0.0,0.0,6796.296262642427,371.29786828427746,0.20272015406284824,1525.5185723952598,3.573478625
30,20260651,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,29.86910795030471,-74.32789982791546,8.417815135380408,91.55882216588536,6.586096398603804,23.248692955862726,20.796746810612223,1213.1328158709719,0.0,0.0,0.0,-4211.664362174888,460.46487760095386,0.2363056183904747,1208.4820448416754,0.6687842079999982
30,20260651,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,38.96810404496873,-127.64477271970857,36.96548670744137,152.5102189158641,-16.205688384904068,23.528954578343868,-12.354776287068328,1357.3450459595647,0.0,0.0,0.0,6867.186679166838,464.1339629236597,0.23818855348126092,1355.7232153587283,2.8612995419999976
31,20260652,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,27.890211086368698,-63.6889303400506,-1.913629191240942,78.59006745032093,13.2379217555348,22.093669530096484,-20.48151446506515,1266.9957138275774,0.0,0.0,0.0,-3979.1029560188726,383.88983018799456,0.19144000471762668,1262.2490319465985,0.99491175
31,20260652,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,39.12897363993443,-135.98787346718626,47.6917291782922,171.1671467573082,-30.715498038913275,22.619878288209414,4.943853867689517,1436.341381119595,0.0,0.0,0.0,6899.669908630366,495.3519125234245,0.24702444559140974,1436.0713169137807,3.605395833000003
32,20260653,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,26.0548436652018,-80.28184955389159,17.902254580559692,95.30249149491796,-6.961867097947146,22.753332317240908,3.602908849717063,1229.7883573146555,0.0,0.0,0.0,-3718.1831898431983,903.6549812492368,0.3976719122829,1229.6458098500439,0.9993502500000027
32,20260653,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.35124526194476,-128.31172222426719,49.663504521405585,151.98507097575109,-33.819286727954875,27.923671252619616,-6.150385496151625,1319.9427535462476,0.0,0.0,0.0,7078.487527728171,2552.0749718615484,1.1230929452151097,1319.6054095316995,3.498113042
33,20260654,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,27.539711044870916,-81.52104024976,15.446223350653632,99.33641187872058,0.67374191810625,18.41190244004076,-8.211562810545688,1349.6555418366554,0.0,0.0,0.0,-3901.828400444887,124.69740313153156,0.06378377921590665,1348.7400722470607,0.8471458749999989
33,20260654,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.61108327774615,-138.20754838975174,46.650977054139865,172.31025734983663,-22.873179490329804,17.439241756334095,-36.281541205245,1636.0191739194017,0.0,0.0,0.0,7025.506456708632,362.56749843203164,0.18545635025341245,1617.1486692704138,3.4026988340000024
34,20260655,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,32.018386256349636,-76.03764732610091,13.334956675970652,97.2613696296113,2.02118911318001,16.356369243004007,-2.856505462757781,1418.5040691850008,0.0,0.0,0.0,-4232.208061893282,253.20089123095858,0.1360480084244997,1418.380164221129,0.8863516669999996
34,20260655,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,41.81577040286437,-141.7819944789198,44.186600471803736,187.21770257378347,-24.580567518761537,21.836940559508076,-27.45549190126968,1505.3903272420102,0.0,0.0,0.0,6823.283458870746,327.03733626818945,0.17572125462684984,1496.7608362399676,3.1326805830000026
35,20260656,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,27.011381919955053,-68.88568259512047,23.971106569328906,72.76936271972342,-7.764891152026517,22.579633664112688,-9.883630244388483,1209.8537479043484,0.0,0.0,0.0,-4004.2875251387695,347.85583123480296,0.17254982351320364,1208.77221250224,0.48252575000000064
35,20260656,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,37.18395423720675,-122.99209646653128,51.054579611690144,143.67231138642217,-25.926033953066135,23.68022122594034,-21.874491649465526,1449.8801412319524,0.0,0.0,0.0,7066.468846947617,600.1489221393824,0.29769686547784135,1444.8286982844422,3.2769665000000003
36,20260657,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,27.85555486589756,-66.10169750953304,16.97263498511566,76.73435618974453,-3.808800325906287,19.954927728822522,7.705257031052571,1256.7054361635574,0.0,0.0,0.0,-4135.106787467738,91.94170998540751,0.04823767701534825,1255.9616325887655,0.9428755829999957
36,20260657,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,36.43552861999218,-133.28333971584354,74.04620803903585,155.21349786072545,-55.1531725902914,15.538726405032829,-20.349171042474115,1521.4345765232824,0.0,0.0,0.0,6886.828089426241,372.99955423990264,0.1956960777339141,1514.772548342876,3.2749250419999996
37,20260658,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,27.278558568854276,-77.8968528338818,13.533417071617176,82.69606968507316,2.1676412745845344,23.98543900165392,0.9311919764367224,1183.1848782788916,0.0,0.0,0.0,-4014.352073706632,2766.679321394328,1.1957124369838767,1183.1759195856873,0.8061751250000029
37,20260658,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,39.16815322515135,-122.49984191974113,32.325760697667604,139.31075051401262,-11.870724853123521,30.644816864752038,-28.663663617334556,1303.7915974021364,0.0,0.0,0.0,7032.727875738177,7268.144179596597,3.141170110367473,1297.0932828905597,3.369233874999999
38,20260659,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,31.046315874541268,-87.48207087888193,31.240007890832246,81.798031066439,-4.590767312215136,15.93970273175915,-17.718751553158302,1432.7003733162949,0.0,0.0,0.0,-4220.754496403984,306.9718157528016,0.16436618580865253,1427.776312369979,0.7902793749999972
38,20260659,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,39.69646464606602,-130.142173037124,41.88617093375236,129.65548561109014,-8.103933436845951,19.13587237934486,-6.1893803998479715,1505.7582354618125,0.0,0.0,0.0,6862.830231536316,210.56334490858532,0.11274485831496099,1505.2582438140093,3.0717262499999975
39,20260660,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,28.878634589015558,-73.73222964123727,6.592814392389771,80.31662649808224,15.009296455200085,22.834539257114002,-6.094720004216716,1206.7932314600262,0.0,0.0,0.0,-4216.98354136276,805.3824338194628,0.3883595663077482,1206.3865669807617,0.3929127500000007
39,20260660,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,39.632503068763825,-131.59495898086945,35.94433392625725,148.88732131503454,-5.990810970498126,24.625206382712665,-9.307808329752303,1420.3342627155762,0.0,0.0,0.0,6945.825021892339,1358.7738660717039,0.6552077710900244,1419.4547620251958,3.4782438329999934
40,20260661,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,28.08697299708646,-70.4481655420427,19.996580058182662,85.11022467650184,-9.258131200846574,22.48211882559058,-14.466212049998202,1215.113158848351,0.0,0.0,0.0,-4103.181007962226,278.5805465164862,0.14141283085389283,1212.7860975350127,0.7973697910000013
40,20260661,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,38.37807325788689,-133.6788150202846,47.12493817716849,165.99660373722145,-26.469112926273244,24.597306411368763,-43.85565429647053,1329.4902664053377,0.0,0.0,0.0,6878.375215616905,611.6193776501051,0.3104697319325528,1309.9422321011023,3.017773708000007
41,20260662,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,29.45585885093805,-88.04329250678812,17.906495571964285,111.8564677729961,-2.6616533614418865,15.97146479041707,13.11790246541164,1406.0090251083775,0.0,0.0,0.0,-4111.70336301074,309.913146018871,0.16318849899536517,1403.3157358653132,0.7305675420000028
41,20260662,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,35.86799269533682,-123.52030589663768,33.01026939912149,157.1625675815708,-14.107730738608211,14.076301269893762,-7.507712600623628,1505.0900988989638,0.0,0.0,0.0,6868.257975715173,413.7425104800427,0.2178611011605847,1504.08907602486,3.0424194579999977
42,20260663,complete,True,0,,M3,asymmetric drift with velocity-dependent diffusion,31.927312510348,-81.92163849244582,12.987335153495659,102.10075878700216,6.873171269241186,19.87775451614767,18.715549920526556,1327.416795066881,0.0,0.0,0.0,-4270.828717770546,148.5879593543431,0.08054958827709637,1323.0127982430433,0.5936227499999944
42,20260663,partial,True,0,,M3,asymmetric drift with velocity-dependent diffusion,40.551446663982006,-126.01276924910727,36.636107461599146,156.50325812105024,-9.937338398943474,25.989576586540856,-20.58847116595284,1315.586910592954,0.0,0.0,0.0,6806.823753064349,432.74847816017706,0.23459311168151814,1311.509458671808,3.1956289169999934
