model,source,rep,event,barrier,regime,waiting_time_years
M2,simulated,25,14,0.139189375631117,upper,40.0
M2,simulated,25,15,0.139189375631117,upper,1580.0
M2,simulated,25,16,0.139189375631117,upper,1380.0000000000002
M2,simulated,25,17,0.139189375631117,upper,1780.0
M2,simulated,25,18,0.139189375631117,upper,3600.0
M2,simulated,25,19,0.139189375631117,upper,1840.0
M2,simulated,25,20,0.139189375631117,upper,20.0
M2,simulated,25,21,0.139189375631117,upper,40.0
M2,simulated,25,22,0.139189375631117,upper,980.0
M2,simulated,25,23,0.139189375631117,upper,1460.0
M2,simulated,25,24,0.139189375631117,upper,600.0
M2,simulated,25,25,0.139189375631117,upper,900.0
M2,simulated,25,26,0.139189375631117,upper,20.0
M2,simulated,25,27,0.139189375631117,upper,60.0
M2,simulated,25,28,0.139189375631117,upper,3440.0
M2,simulated,25,29,0.139189375631117,upper,1720.0
M2,simulated,26,0,0.139189375631117,lower,260.0
M2,simulated,26,1,0.139189375631117,lower,40.0
M2,simulated,26,2,0.139189375631117,lower,1860.0
M2,simulated,26,3,0.139189375631117,lower,180.0
M2,simulated,26,4,0.139189375631117,lower,5320.0
M2,simulated,26,5,0.139189375631117,lower,60.0
M2,simulated,26,6,0.139189375631117,lower,11300.0
M2,simulated,26,7,0.139189375631117,lower,200.0
M2,simulated,26,8,0.139189375631117,lower,940.0000000000001
M2,simulated,26,9,0.139189375631117,lower,200.0
M2,simulated,26,10,0.139189375631117,lower,260.0
M2,simulated,26,11,0.139189375631117,lower,100.0
M2,simulated,26,12,0.139189375631117,lower,660.0
M2,simulated,26,13,0.139189375631117,lower,360.0
M2,simulated,26,14,0.139189375631117,lower,120.0
M2,simulated,26,15,0.139189375631117,lower,60.0
M2,simulated,26,16,0.139189375631117,lower,20.0
M2,simulated,26,17,0.139189375631117,lower,1280.0
M2,simulated,26,18,0.139189375631117,lower,40.0
M2,simulated,26,19,0.139189375631117,lower,1600.0
M2,simulated,26,20,0.139189375631117,lower,2820.0
M2,simulated,26,21,0.139189375631117,lower,100.0
M2,simulated,26,22,0.139189375631117,lower,800.0
M2,simulated,26,23,0.139189375631117,lower,420.0
M2,simulated,26,24,0.139189375631117,lower,1600.0
M2,simulated,26,25,0.139189375631117,lower,140.0
M2,simulated,26,26,0.139189375631117,lower,240.0
M2,simulated,26,27,0.139189375631117,lower,120.0
M2,simulated,26,28,0.139189375631117,lower,40.0
M2,simulated,26,29,0.139189375631117,lower,20.0
M2,simulated,26,30,0.139189375631117,lower,460.0
M2,simulated,26,31,0.139189375631117,lower,1280.0
M2,simulated,26,32,0.139189375631117,lower,20.0
M2,simulated,26,33,0.139189375631117,lower,20.0
M2,simulated,26,34,0.139189375631117,lower,200.0
M2,simulated,26,0,0.139189375631117,upper,3800.0000000000005
M2,simulated,26,1,0.139189375631117,upper,120.0
M2,simulated,26,2,0.139189375631117,upper,280.0
M2,simulated,26,3,0.139189375631117,upper,480.0
M2,simulated,26,4,0.139189375631117,upper,60.0
M2,simulated,26,5,0.139189375631117,upper,160.0
M2,simulated,26,6,0.139189375631117,upper,80.0
M2,simulated,26,7,0.139189375631117,upper,60.0
M2,simulated,26,8,0.139189375631117,upper,20.0
M2,simulated,26,9,0.139189375631117,upper,60.0
M2,simulated,26,10,0.139189375631117,upper,1660.0000000000002
M2,simulated,26,11,0.139189375631117,upper,120.0
M2,simulated,26,12,0.139189375631117,upper,160.0
M2,simulated,26,13,0.139189375631117,upper,200.0
M2,simulated,26,14,0.139189375631117,upper,360.0
M2,simulated,26,15,0.139189375631117,upper,700.0000000000001
M2,simulated,26,16,0.139189375631117,upper,60.0
M2,simulated,26,17,0.139189375631117,upper,80.0
M2,simulated,26,18,0.139189375631117,upper,2580.0
M2,simulated,26,19,0.139189375631117,upper,60.0
M2,simulated,26,20,0.139189375631117,upper,40.0
M2,simulated,26,21,0.139189375631117,upper,40.0
M2,simulated,26,22,0.139189375631117,upper,340.0
M2,simulated,26,23,0.139189375631117,upper,80.0
M2,simulated,26,24,0.139189375631117,upper,420.0
M2,simulated,26,25,0.139189375631117,upper,140.0
M2,simulated,26,26,0.139189375631117,upper,1340.0
M2,simulated,26,27,0.139189375631117,upper,280.0
M2,simulated,26,28,0.139189375631117,upper,500.0
M2,simulated,26,29,0.139189375631117,upper,620.0
M2,simulated,26,30,0.139189375631117,upper,20.0
M2,simulated,26,31,0.139189375631117,upper,60.0
M2,simulated,26,32,0.139189375631117,upper,20.0
M2,simulated,26,33,0.139189375631117,upper,500.0
M2,simulated,26,34,0.139189375631117,upper,1360.0
M2,simulated,27,0,0.139189375631117,lower,220.0
M2,simulated,27,1,0.139189375631117,lower,920.0
M2,simulated,27,2,0.139189375631117,lower,280.0
M2,simulated,27,3,0.139189375631117,lower,2260.0000000000005
M2,simulated,27,4,0.139189375631117,lower,620.0
M2,simulated,27,5,0.139189375631117,lower,1340.0
M2,simulated,27,6,0.139189375631117,lower,100.0
M2,simulated,27,7,0.139189375631117,lower,20.0
M2,simulated,27,8,0.139189375631117,lower,20.0
M2,simulated,27,9,0.139189375631117,lower,60.0
M2,simulated,27,10,0.139189375631117,lower,240.0
M2,simulated,27,11,0.139189375631117,lower,100.0
M2,simulated,27,12,0.139189375631117,lower,20.0
M2,simulated,27,13,0.139189375631117,lower,820.0000000000001
M2,simulated,27,14,0.139189375631117,lower,380.0
M2,simulated,27,15,0.139189375631117,lower,440.0
M2,simulated,27,16,0.139189375631117,lower,20.0
M2,simulated,27,17,0.139189375631117,lower,3500.0
M2,simulated,27,18,0.139189375631117,lower,2500.0
M2,simulated,27,19,0.139189375631117,lower,180.0
M2,simulated,27,20,0.139189375631117,lower,140.0
M2,simulated,27,21,0.139189375631117,lower,140.0
M2,simulated,27,22,0.139189375631117,lower,1080.0
M2,simulated,27,23,0.139189375631117,lower,1660.0000000000002
M2,simulated,27,24,0.139189375631117,lower,1260.0
M2,simulated,27,25,0.139189375631117,lower,20.0
M2,simulated,27,26,0.139189375631117,lower,100.0
M2,simulated,27,27,0.139189375631117,lower,300.0
M2,simulated,27,28,0.139189375631117,lower,60.0
M2,simulated,27,29,0.139189375631117,lower,1640.0000000000002
M2,simulated,27,0,0.139189375631117,upper,740.0
M2,simulated,27,1,0.139189375631117,upper,300.0
M2,simulated,27,2,0.139189375631117,upper,40.0
M2,simulated,27,3,0.139189375631117,upper,160.0
M2,simulated,27,4,0.139189375631117,upper,20.0
M2,simulated,27,5,0.139189375631117,upper,3520.0
M2,simulated,27,6,0.139189375631117,upper,1360.0
M2,simulated,27,7,0.139189375631117,upper,5860.0
M2,simulated,27,8,0.139189375631117,upper,60.0
M2,simulated,27,9,0.139189375631117,upper,20.0
M2,simulated,27,10,0.139189375631117,upper,320.0
M2,simulated,27,11,0.139189375631117,upper,260.0
M2,simulated,27,12,0.139189375631117,upper,140.0
M2,simulated,27,13,0.139189375631117,upper,100.0
M2,simulated,27,14,0.139189375631117,upper,1300.0
M2,simulated,27,15,0.139189375631117,upper,340.0
M2,simulated,27,16,0.139189375631117,upper,2540.0
M2,simulated,27,17,0.139189375631117,upper,280.0
M2,simulated,27,18,0.139189375631117,upper,2840.0
M2,simulated,27,19,0.139189375631117,upper,1280.0
M2,simulated,27,20,0.139189375631117,upper,780.0
M2,simulated,27,21,0.139189375631117,upper,120.0
M2,simulated,27,22,0.139189375631117,upper,700.0000000000001
M2,simulated,27,23,0.139189375631117,upper,1660.0000000000002
M2,simulated,27,24,0.139189375631117,upper,20.0
M2,simulated,27,25,0.139189375631117,upper,1000.0
M2,simulated,27,26,0.139189375631117,upper,160.0
M2,simulated,27,27,0.139189375631117,upper,2320.0
M2,simulated,27,28,0.139189375631117,upper,120.0
M2,simulated,27,29,0.139189375631117,upper,1200.0
M2,simulated,28,0,0.139189375631117,lower,60.0
M2,simulated,28,1,0.139189375631117,lower,40.0
M2,simulated,28,2,0.139189375631117,lower,4240.0
M2,simulated,28,3,0.139189375631117,lower,200.0
M2,simulated,28,4,0.139189375631117,lower,1320.0
M2,simulated,28,5,0.139189375631117,lower,40.0
M2,simulated,28,6,0.139189375631117,lower,320.0
M2,simulated,28,7,0.139189375631117,lower,520.0
M2,simulated,28,8,0.139189375631117,lower,60.0
M2,simulated,28,9,0.139189375631117,lower,440.0
M2,simulated,28,10,0.139189375631117,lower,80.0
M2,simulated,28,11,0.139189375631117,lower,780.0
M2,simulated,28,12,0.139189375631117,lower,4120.0
M2,simulated,28,13,0.139189375631117,lower,2840.0
M2,simulated,28,14,0.139189375631117,lower,40.0
M2,simulated,28,15,0.139189375631117,lower,20.0
M2,simulated,28,16,0.139189375631117,lower,100.0
M2,simulated,28,17,0.139189375631117,lower,980.0
M2,simulated,28,18,0.139189375631117,lower,140.0
M2,simulated,28,19,0.139189375631117,lower,260.0
M2,simulated,28,20,0.139189375631117,lower,60.0
M2,simulated,28,21,0.139189375631117,lower,140.0
M2,simulated,28,22,0.139189375631117,lower,40.0
M2,simulated,28,23,0.139189375631117,lower,6100.000000000001
M2,simulated,28,24,0.139189375631117,lower,40.0
M2,simulated,28,25,0.139189375631117,lower,40.0
M2,simulated,28,26,0.139189375631117,lower,40.0
M2,simulated,28,27,0.139189375631117,lower,20.0
M2,simulated,28,28,0.139189375631117,lower,20.0
M2,simulated,28,29,0.139189375631117,lower,1420.0
M2,simulated,28,30,0.139189375631117,lower,140.0
M2,simulated,28,31,0.139189375631117,lower,60.0
M2,simulated,28,32,0.139189375631117,lower,40.0
M2,simulated,28,33,0.139189375631117,lower,3420.0
M2,simulated,28,0,0.139189375631117,upper,1920.0
M2,simulated,28,1,0.139189375631117,upper,60.0
M2,simulated,28,2,0.139189375631117,upper,40.0
M2,simulated,28,3,0.139189375631117,upper,500.0
M2,simulated,28,4,0.139189375631117,upper,40.0
M2,simulated,28,5,0.139189375631117,upper,180.0
M2,simulated,28,6,0.139189375631117,upper,300.0
M2,simulated,28,7,0.139189375631117,upper,240.0
M2,simulated,28,8,0.139189375631117,upper,280.0
M2,simulated,28,9,0.139189375631117,upper,3540.0
M2,simulated,28,10,0.139189375631117,upper,1340.0
M2,simulated,28,11,0.139189375631117,upper,200.0
M2,simulated,28,12,0.139189375631117,upper,2320.0
M2,simulated,28,13,0.139189375631117,upper,280.0
M2,simulated,28,14,0.139189375631117,upper,40.0
M2,simulated,28,15,0.139189375631117,upper,540.0
M2,simulated,28,16,0.139189375631117,upper,200.0
M2,simulated,28,17,0.139189375631117,upper,80.0
M2,simulated,28,18,0.139189375631117,upper,4160.0
M2,simulated,28,19,0.139189375631117,upper,100.0
M2,simulated,28,20,0.139189375631117,upper,800.0
M2,simulated,28,21,0.139189375631117,upper,60.0
M2,simulated,28,22,0.139189375631117,upper,720.0
M2,simulated,28,23,0.139189375631117,upper,60.0
M2,simulated,28,24,0.139189375631117,upper,1260.0
M2,simulated,28,25,0.139189375631117,upper,100.0
M2,simulated,28,26,0.139189375631117,upper,20.0
M2,simulated,28,27,0.139189375631117,upper,40.0
M2,simulated,28,28,0.139189375631117,upper,440.0
M2,simulated,28,29,0.139189375631117,upper,160.0
M2,simulated,28,30,0.139189375631117,upper,920.0
M2,simulated,28,31,0.139189375631117,upper,80.0
M2,simulated,28,32,0.139189375631117,upper,80.0
M2,simulated,28,33,0.139189375631117,upper,40.0
M2,simulated,28,34,0.139189375631117,upper,680.0
M2,simulated,29,0,0.139189375631117,lower,100.0
M2,simulated,29,1,0.139189375631117,lower,840.0
M2,simulated,29,2,0.139189375631117,lower,200.0
M2,simulated,29,3,0.139189375631117,lower,20.0
M2,simulated,29,4,0.139189375631117,lower,160.0
M2,simulated,29,5,0.139189375631117,lower,80.0
M2,simulated,29,6,0.139189375631117,lower,1260.0
M2,simulated,29,7,0.139189375631117,lower,4100.0
M2,simulated,29,8,0.139189375631117,lower,520.0
M2,simulated,29,9,0.139189375631117,lower,3720.0
M2,simulated,29,10,0.139189375631117,lower,1760.0
M2,simulated,29,11,0.139189375631117,lower,20.0
M2,simulated,29,12,0.139189375631117,lower,40.0
M2,simulated,29,13,0.139189375631117,lower,40.0
M2,simulated,29,14,0.139189375631117,lower,100.0
M2,simulated,29,15,0.139189375631117,lower,20.0
M2,simulated,29,16,0.139189375631117,lower,40.0
M2,simulated,29,17,0.139189375631117,lower,20.0
M2,simulated,29,18,0.139189375631117,lower,1560.0
M2,simulated,29,19,0.139189375631117,lower,160.0
M2,simulated,29,20,0.139189375631117,lower,20.0
M2,simulated,29,21,0.139189375631117,lower,20.0
M2,simulated,29,22,0.139189375631117,lower,240.0
M2,simulated,29,23,0.139189375631117,lower,200.0
M2,simulated,29,24,0.139189375631117,lower,980.0
M2,simulated,29,25,0.139189375631117,lower,4840.0
M2,simulated,29,26,0.139189375631117,lower,40.0
M2,simulated,29,27,0.139189375631117,lower,20.0
M2,simulated,29,28,0.139189375631117,lower,840.0
M2,simulated,29,0,0.139189375631117,upper,220.0
M2,simulated,29,1,0.139189375631117,upper,120.0
M2,simulated,29,2,0.139189375631117,upper,1780.0
M2,simulated,29,3,0.139189375631117,upper,340.0
M2,simulated,29,4,0.139189375631117,upper,1700.0
M2,simulated,29,5,0.139189375631117,upper,160.0
M2,simulated,29,6,0.139189375631117,upper,1780.0
M2,simulated,29,7,0.139189375631117,upper,440.0
M2,simulated,29,8,0.139189375631117,upper,20.0
M2,simulated,29,9,0.139189375631117,upper,4300.0
M2,simulated,29,10,0.139189375631117,upper,620.0
M2,simulated,29,11,0.139189375631117,upper,40.0
M2,simulated,29,12,0.139189375631117,upper,2480.0
M2,simulated,29,13,0.139189375631117,upper,40.0
M2,simulated,29,14,0.139189375631117,upper,100.0
M2,simulated,29,15,0.139189375631117,upper,2400.0
M2,simulated,29,16,0.139189375631117,upper,20.0
M2,simulated,29,17,0.139189375631117,upper,1340.0
M2,simulated,29,18,0.139189375631117,upper,80.0
M2,simulated,29,19,0.139189375631117,upper,1120.0
M2,simulated,29,20,0.139189375631117,upper,520.0
M2,simulated,29,21,0.139189375631117,upper,680.0
M2,simulated,29,22,0.139189375631117,upper,240.0
M2,simulated,29,23,0.139189375631117,upper,1500.0
M2,simulated,29,24,0.139189375631117,upper,200.0
M2,simulated,29,25,0.139189375631117,upper,3100.0
M2,simulated,29,26,0.139189375631117,upper,2480.0
M2,simulated,29,27,0.139189375631117,upper,20.0
M2,simulated,29,28,0.139189375631117,upper,200.0
M2,simulated,30,0,0.139189375631117,lower,1020.0
M2,simulated,30,1,0.139189375631117,lower,120.0
M2,simulated,30,2,0.139189375631117,lower,300.0
M2,simulated,30,3,0.139189375631117,lower,160.0
M2,simulated,30,4,0.139189375631117,lower,80.0
M2,simulated,30,5,0.139189375631117,lower,200.0
M2,simulated,30,6,0.139189375631117,lower,1280.0
M2,simulated,30,7,0.139189375631117,lower,60.0
M2,simulated,30,8,0.139189375631117,lower,40.0
M2,simulated,30,9,0.139189375631117,lower,2340.0
M2,simulated,30,10,0.139189375631117,lower,20.0
M2,simulated,30,11,0.139189375631117,lower,460.0
M2,simulated,30,12,0.139189375631117,lower,220.0
M2,simulated,30,13,0.139189375631117,lower,260.0
M2,simulated,30,14,0.139189375631117,lower,2820.0
M2,simulated,30,15,0.139189375631117,lower,620.0
M2,simulated,30,16,0.139189375631117,lower,100.0
M2,simulated,30,17,0.139189375631117,lower,60.0
M2,simulated,30,18,0.139189375631117,lower,20.0
M2,simulated,30,19,0.139189375631117,lower,8080.0
M2,simulated,30,20,0.139189375631117,lower,1660.0000000000002
M2,simulated,30,21,0.139189375631117,lower,200.0
M2,simulated,30,22,0.139189375631117,lower,80.0
M2,simulated,30,23,0.139189375631117,lower,160.0
M2,simulated,30,24,0.139189375631117,lower,140.0
M2,simulated,30,25,0.139189375631117,lower,260.0
M2,simulated,30,26,0.139189375631117,lower,600.0
M2,simulated,30,27,0.139189375631117,lower,180.0
M2,simulated,30,28,0.139189375631117,lower,40.0
M2,simulated,30,29,0.139189375631117,lower,1500.0
M2,simulated,30,30,0.139189375631117,lower,20.0
M2,simulated,30,31,0.139189375631117,lower,160.0
M2,simulated,30,0,0.139189375631117,upper,2120.0
M2,simulated,30,1,0.139189375631117,upper,80.0
M2,simulated,30,2,0.139189375631117,upper,220.0
M2,simulated,30,3,0.139189375631117,upper,3020.0
M2,simulated,30,4,0.139189375631117,upper,280.0
M2,simulated,30,5,0.139189375631117,upper,320.0
M2,simulated,30,6,0.139189375631117,upper,80.0
M2,simulated,30,7,0.139189375631117,upper,560.0
M2,simulated,30,8,0.139189375631117,upper,60.0
M2,simulated,30,9,0.139189375631117,upper,900.0
M2,simulated,30,10,0.139189375631117,upper,280.0
M2,simulated,30,11,0.139189375631117,upper,120.0
M2,simulated,30,12,0.139189375631117,upper,5920.0
M2,simulated,30,13,0.139189375631117,upper,100.0
M2,simulated,30,14,0.139189375631117,upper,2340.0
M2,simulated,30,15,0.139189375631117,upper,1260.0
M2,simulated,30,16,0.139189375631117,upper,880.0
M2,simulated,30,17,0.139189375631117,upper,120.0
M2,simulated,30,18,0.139189375631117,upper,80.0
M2,simulated,30,19,0.139189375631117,upper,480.0
M2,simulated,30,20,0.139189375631117,upper,180.0
M2,simulated,30,21,0.139189375631117,upper,2180.0
M2,simulated,30,22,0.139189375631117,upper,160.0
M2,simulated,30,23,0.139189375631117,upper,880.0
M2,simulated,30,24,0.139189375631117,upper,120.0
M2,simulated,30,25,0.139189375631117,upper,80.0
M2,simulated,30,26,0.139189375631117,upper,240.0
M2,simulated,30,27,0.139189375631117,upper,900.0
M2,simulated,30,28,0.139189375631117,upper,1920.0
M2,simulated,30,29,0.139189375631117,upper,320.0
M2,simulated,30,30,0.139189375631117,upper,380.0
M2,simulated,30,31,0.139189375631117,upper,160.0
M2,simulated,31,0,0.139189375631117,lower,2240.0
M2,simulated,31,1,0.139189375631117,lower,200.0
M2,simulated,31,2,0.139189375631117,lower,20.0
M2,simulated,31,3,0.139189375631117,lower,780.0
M2,simulated,31,4,0.139189375631117,lower,1740.0
M2,simulated,31,5,0.139189375631117,lower,40.0
M2,simulated,31,6,0.139189375631117,lower,1760.0
M2,simulated,31,7,0.139189375631117,lower,3660.0
M2,simulated,31,8,0.139189375631117,lower,80.0
M2,simulated,31,9,0.139189375631117,lower,20.0
M2,simulated,31,10,0.139189375631117,lower,20.0
M2,simulated,31,11,0.139189375631117,lower,20.0
M2,simulated,31,12,0.139189375631117,lower,1080.0
M2,simulated,31,13,0.139189375631117,lower,60.0
M2,simulated,31,14,0.139189375631117,lower,4000.0
M2,simulated,31,15,0.139189375631117,lower,20.0
M2,simulated,31,16,0.139189375631117,lower,20.0
M2,simulated,31,17,0.139189375631117,lower,3660.0
M2,simulated,31,18,0.139189375631117,lower,20.0
M2,simulated,31,19,0.139189375631117,lower,40.0
M2,simulated,31,20,0.139189375631117,lower,40.0
M2,simulated,31,21,0.139189375631117,lower,660.0
M2,simulated,31,22,0.139189375631117,lower,220.0
M2,simulated,31,23,0.139189375631117,lower,480.0
M2,simulated,31,24,0.139189375631117,lower,1320.0
M2,simulated,31,25,0.139189375631117,lower,1360.0
M2,simulated,31,26,0.139189375631117,lower,40.0
M2,simulated,31,27,0.139189375631117,lower,1220.0
M2,simulated,31,28,0.139189375631117,lower,220.0
M2,simulated,31,29,0.139189375631117,lower,2440.0
M2,simulated,31,0,0.139189375631117,upper,840.0
M2,simulated,31,1,0.139189375631117,upper,960.0
M2,simulated,31,2,0.139189375631117,upper,260.0
M2,simulated,31,3,0.139189375631117,upper,40.0
M2,simulated,31,4,0.139189375631117,upper,200.0
M2,simulated,31,5,0.139189375631117,upper,60.0
M2,simulated,31,6,0.139189375631117,upper,340.0
M2,simulated,31,7,0.139189375631117,upper,20.0
M2,simulated,31,8,0.139189375631117,upper,2020.0
M2,simulated,31,9,0.139189375631117,upper,340.0
M2,simulated,31,10,0.139189375631117,upper,20.0
M2,simulated,31,11,0.139189375631117,upper,420.0
M2,simulated,31,12,0.139189375631117,upper,1640.0000000000002
M2,simulated,31,13,0.139189375631117,upper,2640.0
M2,simulated,31,14,0.139189375631117,upper,160.0
M2,simulated,31,15,0.139189375631117,upper,20.0
M2,simulated,31,16,0.139189375631117,upper,40.0
M2,simulated,31,17,0.139189375631117,upper,20.0
M2,simulated,31,18,0.139189375631117,upper,1400.0000000000002
M2,simulated,31,19,0.139189375631117,upper,20.0
M2,simulated,31,20,0.139189375631117,upper,40.0
M2,simulated,31,21,0.139189375631117,upper,2160.0
M2,simulated,31,22,0.139189375631117,upper,40.0
M2,simulated,31,23,0.139189375631117,upper,220.0
M2,simulated,31,24,0.139189375631117,upper,7220.0
M2,simulated,31,25,0.139189375631117,upper,40.0
M2,simulated,31,26,0.139189375631117,upper,1000.0
M2,simulated,31,27,0.139189375631117,upper,100.0
M2,simulated,31,28,0.139189375631117,upper,20.0
M2,simulated,31,29,0.139189375631117,upper,220.0
M2,simulated,32,0,0.139189375631117,lower,2040.0
M2,simulated,32,1,0.139189375631117,lower,1300.0
M2,simulated,32,2,0.139189375631117,lower,20.0
M2,simulated,32,3,0.139189375631117,lower,1660.0000000000002
M2,simulated,32,4,0.139189375631117,lower,40.0
M2,simulated,32,5,0.139189375631117,lower,20.0
M2,simulated,32,6,0.139189375631117,lower,10200.000000000002
M2,simulated,32,7,0.139189375631117,lower,780.0
M2,simulated,32,8,0.139189375631117,lower,180.0
M2,simulated,32,9,0.139189375631117,lower,2860.0
M2,simulated,32,10,0.139189375631117,lower,1580.0
M2,simulated,32,11,0.139189375631117,lower,180.0
M2,simulated,32,12,0.139189375631117,lower,20.0
M2,simulated,32,13,0.139189375631117,lower,5100.000000000001
M2,simulated,32,14,0.139189375631117,lower,80.0
M2,simulated,32,15,0.139189375631117,lower,1740.0
M2,simulated,32,16,0.139189375631117,lower,120.0
M2,simulated,32,17,0.139189375631117,lower,3880.0
M2,simulated,32,18,0.139189375631117,lower,40.0
M2,simulated,32,19,0.139189375631117,lower,860.0
M2,simulated,32,20,0.139189375631117,lower,60.0
M2,simulated,32,21,0.139189375631117,lower,3620.0
M2,simulated,32,0,0.139189375631117,upper,780.0
M2,simulated,32,1,0.139189375631117,upper,2520.0
M2,simulated,32,2,0.139189375631117,upper,100.0
M2,simulated,32,3,0.139189375631117,upper,120.0
M2,simulated,32,4,0.139189375631117,upper,20.0
M2,simulated,32,5,0.139189375631117,upper,280.0
M2,simulated,32,6,0.139189375631117,upper,1280.0
M2,simulated,32,7,0.139189375631117,upper,180.0
M2,simulated,32,8,0.139189375631117,upper,140.0
M2,simulated,32,9,0.139189375631117,upper,300.0
M2,simulated,32,10,0.139189375631117,upper,60.0
M2,simulated,32,11,0.139189375631117,upper,240.0
M2,simulated,32,12,0.139189375631117,upper,20.0
M2,simulated,32,13,0.139189375631117,upper,320.0
M2,simulated,32,14,0.139189375631117,upper,40.0
M2,simulated,32,15,0.139189375631117,upper,80.0
M2,simulated,32,16,0.139189375631117,upper,3040.0
M2,simulated,32,17,0.139189375631117,upper,2120.0
M2,simulated,32,18,0.139189375631117,upper,620.0
M2,simulated,32,19,0.139189375631117,upper,140.0
M2,simulated,32,20,0.139189375631117,upper,1120.0
M2,simulated,32,21,0.139189375631117,upper,100.0
M2,simulated,33,0,0.139189375631117,lower,1760.0
M2,simulated,33,1,0.139189375631117,lower,140.0
M2,simulated,33,2,0.139189375631117,lower,40.0
M2,simulated,33,3,0.139189375631117,lower,5340.0
M2,simulated,33,4,0.139189375631117,lower,40.0
M2,simulated,33,5,0.139189375631117,lower,3080.0
M2,simulated,33,6,0.139189375631117,lower,120.0
M2,simulated,33,7,0.139189375631117,lower,80.0
M2,simulated,33,8,0.139189375631117,lower,3540.0
M2,simulated,33,9,0.139189375631117,lower,1920.0
M2,simulated,33,10,0.139189375631117,lower,40.0
M2,simulated,33,11,0.139189375631117,lower,40.0
M2,simulated,33,12,0.139189375631117,lower,180.0
M2,simulated,33,13,0.139189375631117,lower,2160.0
M2,simulated,33,14,0.139189375631117,lower,160.0
M2,simulated,33,15,0.139189375631117,lower,140.0
M2,simulated,33,16,0.139189375631117,lower,560.0
M2,simulated,33,17,0.139189375631117,lower,280.0
M2,simulated,33,18,0.139189375631117,lower,3040.0
M2,simulated,33,19,0.139189375631117,lower,800.0
M2,simulated,33,20,0.139189375631117,lower,160.0
M2,simulated,33,21,0.139189375631117,lower,100.0
M2,simulated,33,22,0.139189375631117,lower,380.0
M2,simulated,33,23,0.139189375631117,lower,180.0
M2,simulated,33,24,0.139189375631117,lower,380.0
M2,simulated,33,25,0.139189375631117,lower,860.0
M2,simulated,33,26,0.139189375631117,lower,160.0
M2,simulated,33,27,0.139189375631117,lower,120.0
M2,simulated,33,28,0.139189375631117,lower,3560.0
M2,simulated,33,29,0.139189375631117,lower,460.0
M2,simulated,33,30,0.139189375631117,lower,680.0
M2,simulated,33,31,0.139189375631117,lower,1700.0
M2,simulated,33,0,0.139189375631117,upper,600.0
M2,simulated,33,1,0.139189375631117,upper,40.0
M2,simulated,33,2,0.139189375631117,upper,1460.0
M2,simulated,33,3,0.139189375631117,upper,80.0
M2,simulated,33,4,0.139189375631117,upper,140.0
M2,simulated,33,5,0.139189375631117,upper,620.0
M2,simulated,33,6,0.139189375631117,upper,300.0
M2,simulated,33,7,0.139189375631117,upper,320.0
M2,simulated,33,8,0.139189375631117,upper,120.0
M2,simulated,33,9,0.139189375631117,upper,1380.0000000000002
M2,simulated,33,10,0.139189375631117,upper,600.0
M2,simulated,33,11,0.139189375631117,upper,1360.0
M2,simulated,33,12,0.139189375631117,upper,140.0
M2,simulated,33,13,0.139189375631117,upper,180.0
M2,simulated,33,14,0.139189375631117,upper,2660.0
M2,simulated,33,15,0.139189375631117,upper,20.0
M2,simulated,33,16,0.139189375631117,upper,20.0
M2,simulated,33,17,0.139189375631117,upper,100.0
M2,simulated,33,18,0.139189375631117,upper,60.0
M2,simulated,33,19,0.139189375631117,upper,220.0
M2,simulated,33,20,0.139189375631117,upper,160.0
M2,simulated,33,21,0.139189375631117,upper,100.0
M2,simulated,33,22,0.139189375631117,upper,280.0
M2,simulated,33,23,0.139189375631117,upper,340.0
M2,simulated,33,24,0.139189375631117,upper,100.0
M2,simulated,33,25,0.139189375631117,upper,420.0
M2,simulated,33,26,0.139189375631117,upper,1260.0
M2,simulated,33,27,0.139189375631117,upper,1120.0
M2,simulated,33,28,0.139189375631117,upper,20.0
M2,simulated,33,29,0.139189375631117,upper,280.0
M2,simulated,33,30,0.139189375631117,upper,720.0
M2,simulated,33,31,0.139189375631117,upper,880.0
M2,simulated,33,32,0.139189375631117,upper,1700.0
M2,simulated,34,0,0.139189375631117,lower,20.0
M2,simulated,34,1,0.139189375631117,lower,4080.0
M2,simulated,34,2,0.139189375631117,lower,140.0
M2,simulated,34,3,0.139189375631117,lower,440.0
M2,simulated,34,4,0.139189375631117,lower,20.0
M2,simulated,34,5,0.139189375631117,lower,1900.0000000000002
M2,simulated,34,6,0.139189375631117,lower,40.0
M2,simulated,34,7,0.139189375631117,lower,760.0
M2,simulated,34,8,0.139189375631117,lower,5140.0
M2,simulated,34,9,0.139189375631117,lower,3540.0
M2,simulated,34,10,0.139189375631117,lower,580.0
M2,simulated,34,11,0.139189375631117,lower,40.0
M2,simulated,34,12,0.139189375631117,lower,40.0
M2,simulated,34,13,0.139189375631117,lower,1320.0
M2,simulated,34,14,0.139189375631117,lower,160.0
M2,simulated,34,15,0.139189375631117,lower,20.0
M2,simulated,34,16,0.139189375631117,lower,6720.0
M2,simulated,34,17,0.139189375631117,lower,200.0
M2,simulated,34,18,0.139189375631117,lower,180.0
M2,simulated,34,19,0.139189375631117,lower,20.0
M2,simulated,34,20,0.139189375631117,lower,100.0
M2,simulated,34,21,0.139189375631117,lower,20.0
M2,simulated,34,22,0.139189375631117,lower,1860.0
