traj,seed,observation,success,convergence,error,model,description,eta,a,b,c,d,alpha,beta,gamma,delta,epsilon,zeta,nll,q_path_rmse,q_path_relative_rmse,q_path_min,time_sec
5,20260626,complete,True,0,,M4,asymmetric drift with position-velocity diffusion,26.178613287531967,-86.90065280019842,23.06251766628693,102.88624264860304,-8.688572460673658,17.67098837155556,-18.26131504441652,1333.2481464904376,60.58414942879745,-20.540040677426344,-40.02350985566844,-3730.358646927148,291.06015305134736,0.1422480032342041,1316.819052064563,5.825460957999994
5,20260626,partial,True,0,,M4,asymmetric drift with position-velocity diffusion,35.73414994470352,-130.10318750808898,45.83768160091384,149.46287228909478,-25.982392240699077,20.020041468504793,-2.907055923428009,1361.076074251114,144.16002271567854,0.2114418633195693,20.23404449965771,7069.201487315892,239.8690125653269,0.1172296781866892,1360.329969153826,17.648439042000007
6,20260627,complete,True,0,,M4,asymmetric drift with position-velocity diffusion,27.07535610256259,-87.42835511410459,19.26070102285188,104.83422473601908,6.067654562211501,18.12977382614092,-3.4006130521611695,1266.5661063517327,1.570325033627812,-9.759925551951644,28.1166431885968,-4154.323333483571,204.0986001824996,0.1032234776228014,1230.832867531987,6.84845712500001
6,20260627,partial,True,0,,M4,asymmetric drift with position-velocity diffusion,36.77647806456793,-117.01094020085094,39.41968917407146,139.0874824412203,-5.603019897524144,24.00687445132896,-3.789282466808423,1297.344290088084,1.134880881401821,-10.391682264132749,0.6736207390341341,6926.133406653869,406.47303385386545,0.2055749528745878,1296.9810508738528,14.945214625000006
7,20260628,complete,True,0,,M4,asymmetric drift with position-velocity diffusion,24.896308149964284,-93.89717064590252,13.807831412545877,116.07313551350352,-0.2391354648046475,20.88603495939352,-4.074742768863171,1164.805592067866,68.33596459990956,-12.002165344002574,34.28420743871918,-3848.791162131092,149.84758202367024,0.0739970921451399,1160.6218713622427,5.486266333999993
7,20260628,partial,True,0,,M4,asymmetric drift with position-velocity diffusion,36.75798930842596,-133.8211105227115,37.28275616554222,158.23646188128822,-20.457345525136866,23.57691142196568,-31.58298348080249,1400.2158105425517,1.5469627860204496,-9.840938464871517,-47.175062464893806,7047.4108653545445,487.348428283032,0.2406603167527398,1293.2953910096346,28.30599808299999
8,20260629,complete,True,0,,M4,asymmetric drift with position-velocity diffusion,25.70280271767312,-97.18047632525608,17.827757211981336,111.65364038626464,0.992077627694152,18.46154472865669,17.60004475100581,1305.4840135052962,4.809981987366289,-14.035956096636594,98.90447625178656,-3792.471865229577,254.6472260651979,0.1252473168815778,1113.4466725165223,10.907554583000008
8,20260629,partial,True,0,,M4,asymmetric drift with position-velocity diffusion,36.88102805304049,-133.94858568481575,24.986561903158982,159.5634301390857,-3.285876837439697,25.558073608877844,3.700521320827594,1367.1972930670747,63.33576996839851,-35.00596690138149,71.76364269556977,7142.4253186150345,749.5628210991936,0.3686697618014643,1340.2736782264806,17.496932291999997
9,20260630,complete,True,0,,M4,asymmetric drift with position-velocity diffusion,27.507834987013418,-81.59149890523086,16.381821153062518,99.42647425327864,0.8521935141716687,17.903681360367475,8.425930733160165,1231.0010556285597,116.58905594227954,-10.373742203391584,99.79178710192753,-4011.443884619371,269.063945648397,0.1356653541391584,1207.5890546313842,6.314931833000003
9,20260630,partial,True,0,,M4,asymmetric drift with position-velocity diffusion,37.08518980681369,-141.27906615762362,42.871740488773895,170.6579301378839,-18.166598814321787,21.18350965821797,7.82220892128236,1338.517143980724,33.59291378609937,14.414782998668736,28.542200028084743,6889.307665546798,220.17336235470376,0.1110141200965403,1332.562233086057,22.719190666999992
10,20260631,complete,True,0,,M4,asymmetric drift with position-velocity diffusion,22.633238784592702,-94.16033672657272,18.33811160766829,117.85864711968262,6.903861932214128,20.01978688058129,8.44909425165296,1179.2965875116513,13.753693630981394,-33.187106852695415,-7.0030963718720605,-3832.7977814221535,257.9083388351127,0.1229107936427071,1178.405139335861,2.5133573749999982
10,20260631,partial,True,0,,M4,asymmetric drift with position-velocity diffusion,34.020966591026266,-151.6235638651909,52.92450514906263,187.73321445491217,-16.62392619984561,23.43739728182692,1.901608461039637,1313.8089972407236,17.430657887237093,-38.200221774721385,85.06414839362824,7087.04394791517,596.70613346807,0.2843708922607607,1182.2984683863306,20.529440375000036
11,20260632,complete,True,0,,M4,asymmetric drift with position-velocity diffusion,31.359879069735086,-54.68928615770707,20.2749768497128,64.78351639651534,-13.218492931511946,21.828129220383737,7.308840310625192,1275.1139497572894,1.3025996056974598,7.472079309848658,-51.74370388387776,-4226.715581213188,192.59432626530668,0.1021946409401539,1184.5762791943214,8.393132875000049
11,20260632,partial,True,0,,M4,asymmetric drift with position-velocity diffusion,39.23010010758609,-126.693753423767,51.690865661638874,161.30504215909534,-38.5687440319167,22.74782279193651,-2.5400164158967016,1294.0918329069564,1.812824212055785,-2.437646271206657,-94.970738249677,6751.397619535659,267.74600220351886,0.1420717166956294,1129.5373109647642,30.812357708000036
12,20260633,complete,True,0,,M4,asymmetric drift with position-velocity diffusion,26.003693369112913,-66.19009481139273,9.146944289509555,78.9936564064804,0.3456692055810412,21.44409467221305,-6.7265345564906385,1094.0549091928624,100.10067255448428,2.7239617964518454,16.56466920836191,-4081.744642010123,150.24317223033862,0.0756662109902905,1093.8917212009708,4.062711958000023
12,20260633,partial,True,0,,M4,asymmetric drift with position-velocity diffusion,35.77197103178088,-131.8518428385036,51.28617519864464,156.949571100479,-35.762152194610735,21.37457867247529,-29.61449416755051,1393.1418865489486,3.053147829354113,-15.58441015112071,-9.985559709168443,6987.326516571149,253.223675750082,0.1275297625350162,1352.013480560846,23.466318917000024
13,20260634,complete,True,0,,M4,asymmetric drift with position-velocity diffusion,27.102706782065617,-80.75643127400849,17.900098087652555,91.6606609040526,-0.0877633289572858,22.425303879377193,12.439259839732667,1203.683472572765,2.5067490990431507,12.41286359003471,59.8381176491104,-3994.436639725597,350.3606368006865,0.1746550937901495,1113.0137343502302,5.3141774579999606
13,20260634,partial,True,0,,M4,asymmetric drift with position-velocity diffusion,37.96809116456551,-123.362626573697,34.14691831663379,147.85933739284144,-13.14304477717031,27.32334299236242,21.738587331842417,1337.520711753622,13.839612349892194,-38.89187447873601,-15.471284207268898,7032.836843851353,930.5768330284084,0.4638933914941397,1333.1982997490677,10.928516958999978
14,20260635,complete,True,0,,M4,asymmetric drift with position-velocity diffusion,26.201079467694033,-94.33976660506248,8.163612635317847,113.71689371245644,3.945106534024032,20.440300240042568,-14.971607889116555,1208.845219098895,54.08450914892789,2.5639267602162508,-14.94169614506283,-3972.608938765209,75.85366499089076,0.0378285723632418,1205.4091940588328,6.2466915839999615
14,20260635,partial,True,0,,M4,asymmetric drift with position-velocity diffusion,37.49714156591793,-145.6340257305584,32.274630738212416,176.1552766009173,-12.851923910142126,21.29113976474777,-32.26270491043032,1415.259218416384,139.28620784230566,-28.984024247714743,-122.19837559122064,7023.6773410913165,434.0865942752156,0.2164809854003121,1362.9373256406293,26.587865625000006
