k,age_ka,X_old,X_new,Vhat_old,Vhat_new,regime_switch,m2_ios_contribution,m2_loo_valid,m2_nit,m2_seconds,m2_parameter_shift_relative,m2_start_kind,m2_warm_start_excess_nll,m3_ios_contribution,m3_loo_valid,m3_nit,m3_seconds,m3_parameter_shift_relative,m3_start_kind,m3_warm_start_excess_nll,m4_ios_contribution,m4_loo_valid,m4_nit,m4_seconds,m4_parameter_shift_relative,m4_start_kind,m4_warm_start_excess_nll
550,69.0,-0.04728337035185426,-0.11691394150388401,-3.4815285576014876,2.2676942139114864,False,0.000195218046413,True,1,0.0333291670000051,0.0002220463703539,full fit warm start,0.0,0.0001598452852831,True,2,0.0594229999999953,0.0003551916721066,full fit warm start,0.0,0.0009993988992706,True,67,1.8336517909999657,0.0336000210097754,full fit warm start,0.0
551,68.98,-0.11691394150388401,-0.07156005722565428,2.2676942139114864,-0.5215308786068462,False,0.0002520455628247,True,1,0.0339846249999951,0.0002377420581674,full fit warm start,0.0,0.0002010785537023,True,2,0.0593829170000006,0.0002370873589654,full fit warm start,0.0,0.0005598705015721,True,58,1.662977875000024,0.0176861321239478,full fit warm start,0.0
552,68.96,-0.07156005722565428,-0.08199067479779121,-0.5215308786068462,-3.5176530893711977,False,0.0001162053111909,True,1,0.0332613329999986,0.0001366303138713,full fit warm start,0.0,0.0001316170634404,True,1,0.0414385420000016,0.0002714224880529,full fit warm start,0.0,0.0011016321911894,True,67,1.908746375000078,0.0387117307399805,full fit warm start,0.0
553,68.94,-0.08199067479779121,-0.15234373658521516,-3.5176530893711977,-5.240413320156678,False,5.436513475975957e-05,True,1,0.0333080830000014,5.7475002024861806e-05,full fit warm start,0.0,6.45947373993927e-05,True,1,0.041520915999996,0.0002735289873771,full fit warm start,0.0,0.001603846554512,True,57,1.5394241249999825,0.0473857978962364,full fit warm start,0.0
554,68.92,-0.15234373658521516,-0.2571520029883487,-5.240413320156678,-3.7600212762376906,False,0.0001258618757504,True,1,0.0334050419999982,0.0001600775278967,full fit warm start,0.0,0.000142911618238,True,1,0.0456352499999965,0.0002269271576172,full fit warm start,0.0,0.0008321041382886,True,40,1.201110041999982,0.0227309964437192,full fit warm start,0.0
555,68.9,-0.2571520029883487,-0.33235242851310254,-3.7600212762376906,4.624257885881722,False,3.465107279376767e-05,True,1,0.033295124999995,0.0001304267064577,full fit warm start,0.0,4.586082688451398e-05,True,1,0.0430204160000045,0.0003472437188335,full fit warm start,0.0,0.0028557133772944,True,65,1.9723000840000395,0.0587481215919985,full fit warm start,0.0
556,68.88,-0.33235242851310254,-0.2398672707954681,4.624257885881722,0.7245063438634514,False,0.0002144864202691,True,2,0.0473236250000042,0.0001985923572573,full fit warm start,0.0,0.0002202721654414,True,2,0.0615470420000008,0.0002193640310971,full fit warm start,0.0,0.0004715334202938,True,46,1.3222003329999552,0.0112970310540827,full fit warm start,0.0
557,68.86,-0.2398672707954681,-0.22537714391819907,0.7245063438634514,0.23897741463621003,False,0.0002295184221043,True,1,0.0332891659999958,0.0002340334095375,full fit warm start,0.0,0.0001786159699119,True,2,0.0628336669999996,0.0001861788559993,full fit warm start,0.0,0.0004588845242392,True,21,0.8286589169999843,0.0026828474815684,full fit warm start,0.0
558,68.84,-0.22537714391819907,-0.22059759562547487,0.23897741463621003,3.08875145514107,False,0.0001288851896563,True,1,0.0332936670000023,0.0001938981783318,full fit warm start,0.0,0.0001363254588104,True,1,0.0421773750000014,0.0002599588653966,full fit warm start,0.0,0.0007521810992856,True,70,2.1549521660000437,0.0298029036630251,full fit warm start,0.0
559,68.82,-0.22059759562547487,-0.15882256652265347,3.08875145514107,-2.0671579024524434,False,0.0002058392081472,True,1,0.0332502079999983,0.0002072500322129,full fit warm start,0.0,0.0002234665891371,True,1,0.0417049590000004,0.0002990064608961,full fit warm start,0.0,0.0008209213022452,True,39,1.275069834000078,0.0309543271524453,full fit warm start,0.0
560,68.8,-0.15882256652265347,-0.20016572457170234,-2.0671579024524434,0.525333162779118,False,0.0002274447553496,True,1,0.0333427499999956,0.0002327285347221,full fit warm start,0.0,0.000179052692232,True,2,0.0634837079999997,0.0002232958795824,full fit warm start,0.0,0.0005368307507804,True,44,1.6208663749999914,0.0100090465289601,full fit warm start,0.0
561,68.78,-0.20016572457170234,-0.18965906131611998,0.525333162779118,-1.2645229719909779,False,0.000208730840677,True,1,0.0333131249999993,0.0002148734920719,full fit warm start,0.0,0.0002271265984403,True,1,0.0418172090000013,0.0002626501209285,full fit warm start,0.0,0.0005896381502799,True,48,1.54914554100003,0.0187015315903902,full fit warm start,0.0
562,68.76,-0.18965906131611998,-0.21494952075593954,-1.2645229719909779,-7.328585475233762,False,0.000144585388341,True,1,0.0332938749999982,0.0001294489808882,full fit warm start,0.0,0.0001386716895783,True,1,0.0426535419999964,0.0004366742046383,full fit warm start,0.0,0.0035809081982876,True,75,2.327128708000032,0.0698520073766786,full fit warm start,0.0
563,68.74,-0.21494952075593954,-0.3615212302606148,-7.328585475233762,1.3049605559634525,False,0.0002148025458934,True,2,0.0473658340000042,0.00020216579991,full fit warm start,0.0,0.0002327289120471,True,2,0.0597284999999985,0.0003764980392941,full fit warm start,0.0,0.0014412638635121,True,53,1.6352972079999972,0.0336449830447231,full fit warm start,0.0
564,68.72,-0.3615212302606148,-0.33542201914134573,1.3049605559634525,-6.3439118337270894,False,5.902866430451681e-05,True,1,0.0332581669999996,3.70179567312739e-05,full fit warm start,0.0,6.487584047931705e-05,True,1,0.0489783330000008,0.0003998515121518,full fit warm start,0.0,0.0024211036187713,True,65,3.2221856250000656,0.0574358495350032,full fit warm start,0.0
565,68.7,-0.33542201914134573,-0.4623002558158875,-6.3439118337270894,-10.245092038449544,False,0.0006471872464395,True,2,0.0472508750000031,0.0003272264955608,full fit warm start,0.0,0.0006458731852632,True,2,0.0599841670000032,0.000898870630805,full fit warm start,0.0,0.0085950812258994,True,52,1.7092907500000365,0.0869098105944236,full fit warm start,0.0
566,68.68,-0.4623002558158875,-0.6672020965848784,-10.245092038449544,1.4577392187755667,False,0.0002713239743292,True,2,0.0472898750000041,0.000237401784086,full fit warm start,0.0,0.0002912450918328,True,2,0.0606434580000012,0.000458545496212,full fit warm start,0.0,0.0023425514702881,True,55,1.5355488339999963,0.0305477238667792,full fit warm start,0.0
567,68.66,-0.6672020965848784,-0.6380473122093671,1.4577392187755667,5.241398757303539,False,1.0613970458095425e-05,True,1,0.0339487090000005,9.163035493502195e-05,full fit warm start,0.0,1.9667527128230944e-05,True,1,0.0418807920000006,0.00030751112128,full fit warm start,0.0,0.0012268567515096,True,73,2.007137082999975,0.0321911513876864,full fit warm start,0.0
568,68.64,-0.6380473122093671,-0.5332193370632963,5.241398757303539,4.355190157606836,False,0.0001084816024712,True,1,0.0332672090000016,0.0001749526337244,full fit warm start,0.0,0.0001180222027636,True,1,0.0498672920000018,0.0002234511236056,full fit warm start,0.0,0.0005466154887825,True,73,1.9770220419999305,0.0163361856570647,full fit warm start,0.0
569,68.62,-0.5332193370632963,-0.44611553391115955,4.355190157606836,-0.62220704594802,False,0.0001987486928918,True,2,0.0473841660000005,0.0001862155974185,full fit warm start,0.0,0.000212510315392,True,2,0.0616209579999988,0.0002555172876286,full fit warm start,0.0,0.0006288361635058,True,54,1.6320116250000185,0.0172541531626827,full fit warm start,0.0
570,68.6,-0.44611553391115955,-0.45855967483011995,-0.62220704594802,0.0663474394936081,False,0.0002101730824306,True,1,0.0333063340000023,0.0002257038058155,full fit warm start,0.0,0.0001633027826652,True,2,0.0604174589999999,0.0001797772159431,full fit warm start,0.0,0.0005343361534606,True,21,0.9099192499999162,0.0037497449590017,full fit warm start,0.0
571,68.58,-0.45855967483011995,-0.4572327260402478,0.0663474394936081,-4.04219846574998,False,8.213975242332694e-05,True,1,0.0333185,0.0001252151680115,full fit warm start,0.0,9.763265823625744e-05,True,1,0.0446537500000019,0.0002788906625445,full fit warm start,0.0,0.0010559508640959,True,67,1.8334824589999243,0.0350223864436504,full fit warm start,0.0
572,68.56,-0.4572327260402478,-0.5380766953552474,-4.04219846574998,-6.993884624696589,False,5.215338599828811e-05,True,1,0.0332946250000034,8.059226556702989e-05,full fit warm start,0.0,5.220045548259833e-05,True,1,0.043026999999995,0.0003669218622367,full fit warm start,0.0,0.002640990078822,True,62,1.9341195409999727,0.0512929398037635,full fit warm start,0.0
573,68.54,-0.5380766953552474,-0.6779543878491792,-6.993884624696589,5.4149784581535965,False,5.190571012647638e-05,True,1,0.0332794160000062,0.0001263277303025,full fit warm start,0.0,7.244430734720808e-05,True,1,0.0420358329999999,0.0004642815056079,full fit warm start,0.0,0.0067876233232073,True,73,2.3144991249999975,0.0480531614120112,full fit warm start,0.0
574,68.52,-0.6779543878491792,-0.5696548186861072,5.4149784581535965,13.731007659009986,False,0.0039153979181429,True,7,0.1320076659999998,0.0042403037978812,full fit warm start,0.0,0.0086119954322834,True,13,0.2633567089999999,0.0963602923172258,full fit warm start,0.0,0.0126560004512361,True,74,2.1351988750000146,0.0888147082999103,full fit warm start,0.0
575,68.5,-0.5696548186861072,-0.2950346655059075,13.731007659009986,5.044838850172884,False,0.000325892237031,True,2,0.0473923750000011,0.0002471096343958,full fit warm start,0.0,0.0003319044159595,True,2,0.0597622080000022,0.0002555804667797,full fit warm start,0.0,0.0006623641841474,True,29,1.0759348330000194,0.0045009300061954,full fit warm start,0.0
576,68.48,-0.2950346655059075,-0.19413788850244984,5.044838850172884,-10.69098046449879,False,0.0011090985515025,True,2,0.0474390420000006,0.0004102511772312,full fit warm start,0.0,0.0010925358431244,True,2,0.0597674580000031,0.0008944183036678,full fit warm start,0.0,0.0091802453974523,True,87,2.6550823750000063,0.0742672513724787,full fit warm start,0.0
577,68.46,-0.19413788850244984,-0.4079574977924256,-10.69098046449879,-25.23142401209091,False,0.1571715092763579,True,19,0.3330890420000045,0.0550890496808465,full fit warm start,0.0,0.1929715749749512,True,21,0.476800083999997,0.3548934966293824,full fit warm start,0.0,0.3115744489106831,True,87,2.436484334000056,0.3483698825746047,full fit warm start,0.0
578,68.44,-0.4079574977924256,-0.9125859780342438,-25.23142401209091,-6.2010305087480955,False,0.000782969229772,True,2,0.0474148330000048,0.0003683636016887,full fit warm start,0.0,0.0008168217160444,True,2,0.0596010420000041,0.0004030955295194,full fit warm start,0.0,0.0029417422098227,True,17,0.6170819579999716,0.0099501380913,full fit warm start,0.0
579,68.42,-0.9125859780342438,-1.0366065882092057,-6.2010305087480955,-0.9840268281793296,False,0.0002355462789473,True,1,0.0332978330000059,0.0002307238503803,full fit warm start,0.0,0.0001890476015042,True,2,0.059452291999996,0.0001914744183286,full fit warm start,0.0,0.0008808637055248,True,19,0.837209084000051,0.0068298364674409,full fit warm start,0.0
580,68.4,-1.0366065882092057,-1.0562871247727923,-0.9840268281793296,1.4576790902322667,False,0.0002006893566353,True,1,0.0333800829999972,0.0002097714354631,full fit warm start,0.0,0.0002141222210449,True,1,0.0413957909999993,0.0002390436309612,full fit warm start,0.0,0.0008361683650743,True,27,1.0341924580000068,0.0083318359402029,full fit warm start,0.0
581,68.38,-1.0562871247727923,-1.027133542968147,1.4576790902322667,-0.47850364793600164,False,0.0002310798203444,True,1,0.0332623329999961,0.0002245857634111,full fit warm start,0.0,0.0001883760012226,True,2,0.0594774580000034,0.0002997268729873,full fit warm start,0.0,0.0008381227862863,True,23,0.9347194169999966,0.0080640630998167,full fit warm start,0.0
582,68.36,-1.027133542968147,-1.036703615926867,-0.47850364793600164,4.659865592554713,False,7.248817155947052e-05,True,1,0.0332538329999962,0.0001215489865282,full fit warm start,0.0,9.10756549989955e-05,True,1,0.0414685829999967,0.0003905740745403,full fit warm start,0.0,0.0008923758211274,True,40,1.0988324999999577,0.0100105164267989,full fit warm start,0.0
583,68.34,-1.036703615926867,-0.9435063040757727,4.659865592554713,7.845137817953773,False,3.057111335103002e-05,True,1,0.0332735419999963,6.915097013376474e-05,full fit warm start,0.0,4.8340785780087714e-05,True,1,0.0414720419999952,0.0003880737680738,full fit warm start,0.0,0.0010405512495452,True,33,1.22593366600006,0.0104075711639114,full fit warm start,0.0
584,68.32,-0.9435063040757727,-0.7866035477166973,7.845137817953773,-6.212391225266911,False,5.2076019070312896e-05,True,1,0.0333409160000002,0.0001053197992585,full fit warm start,0.0,5.865565952056784e-05,True,1,0.0415381669999987,0.0003768085086566,full fit warm start,0.0,0.0022380306057168,True,42,1.41631479199998,0.0148933698229411,full fit warm start,0.0
585,68.3,-0.7866035477166973,-0.9108513722220355,-6.212391225266911,-13.673476764242443,False,0.0030932680000992,True,3,0.0613963340000012,0.0007371772361644,full fit warm start,0.0,0.0088703288212617,True,8,0.1695282909999989,0.0375095044435642,full fit warm start,0.0,0.0286673474526262,True,62,1.7568080419999887,0.0667357942635148,full fit warm start,0.0
586,68.28,-0.9108513722220355,-1.1843209075068843,-13.673476764242443,-3.414567051197359,False,0.0002851525193388,True,2,0.0474012090000002,0.0002233779730424,full fit warm start,0.0,0.0003031608204273,True,2,0.0602428750000001,0.000236260748694,full fit warm start,0.0,0.0012782558044643,True,21,0.9532228330000408,0.0068452511849163,full fit warm start,0.0
587,68.26,-1.1843209075068843,-1.2526122485308315,-3.414567051197359,7.31351137406584,False,7.179834166226584e-05,True,1,0.0332579170000002,0.0001066261271572,full fit warm start,0.0,0.0033615561082078,True,3,0.114665875,0.0241893550842333,full fit warm start,0.0,0.0047816689462516,True,79,2.322730999999976,0.0400435690957265,full fit warm start,0.0
588,68.24,-1.2526122485308315,-1.1063420210495147,7.31351137406584,-2.5356220333572654,False,0.0002366350627953,True,2,0.0473826249999973,0.0002188774677062,full fit warm start,0.0,0.0002740446031594,True,2,0.0619183749999976,0.0007008669573217,full fit warm start,0.0,0.001215991869353,True,32,1.076423375000104,0.0094923680230693,full fit warm start,0.0
589,68.22,-1.1063420210495147,-1.15705446171666,-2.5356220333572654,-1.2781469613747376,False,0.0001724717159747,True,1,0.0332827920000013,0.0001914491138017,full fit warm start,0.0,0.0001872194834424,True,1,0.0415336249999995,0.0002700617344293,full fit warm start,0.0,0.0009750742318894,True,35,1.1008095830000002,0.0091106873011618,full fit warm start,0.0
590,68.2,-1.15705446171666,-1.1826174009441548,-1.2781469613747376,4.085997854929335,False,0.0001186152758565,True,1,0.033283125000004,0.0001526421530813,full fit warm start,0.0,0.0001378590888512,True,1,0.0415097079999995,0.0003569396163472,full fit warm start,0.0,0.0009533821981535,True,41,1.5180090419999033,0.0107670225022766,full fit warm start,0.0
591,68.18,-1.1826174009441548,-1.100897443845568,4.085997854929335,-4.967691234982796,False,5.738357915374692e-05,True,1,0.0333473330000018,0.0001077317041658,full fit warm start,0.0,8.204411705392545e-05,True,1,0.0415850419999941,0.0005008532728659,full fit warm start,0.0,0.0015213034272454,True,32,1.0768295829999488,0.0127634661187963,full fit warm start,0.0
592,68.16,-1.100897443845568,-1.200251268545224,-4.967691234982796,3.657311149209974,False,0.0001457483776001,True,1,0.0332149159999985,0.0001727945568564,full fit warm start,0.0,0.0001716467485666,True,1,0.0414889589999987,0.000460583125447,full fit warm start,0.0,0.001381885611003,True,37,1.0551637500000195,0.0127904352536198,full fit warm start,0.0
593,68.14,-1.200251268545224,-1.1271050455610245,3.657311149209974,7.193750519218645,False,3.921774962334368e-05,True,1,0.0332493340000041,6.661330011375704e-05,full fit warm start,0.0,5.7184610083638177e-05,True,1,0.0414185829999951,0.0004382089123674,full fit warm start,0.0,0.0009766659287082,True,28,1.053130417000034,0.0110483286088113,full fit warm start,0.0
594,68.12,-1.1271050455610245,-0.9832300351766516,7.193750519218645,-6.762003500434055,False,5.184615691611327e-05,True,1,0.033373417000007,0.0001177881791973,full fit warm start,0.0,6.312188804979968e-05,True,1,0.041444208999998,0.0004819548545396,full fit warm start,0.0,0.002717691595377,True,39,1.1992397920000712,0.0155083049377373,full fit warm start,0.0
595,68.1,-0.9832300351766516,-1.1184701051853327,-6.762003500434055,-0.6800510340729815,False,0.0002437337851564,True,1,0.0332300409999959,0.000231147458165,full fit warm start,0.0,0.0001978142978975,True,2,0.0596409999999991,0.0002097262777009,full fit warm start,0.0,0.0009321379402278,True,22,0.882145166999976,0.0072967450292133,full fit warm start,0.0
596,68.08,-1.1184701051853327,-1.1320711258667924,-0.6800510340729815,-2.3859659583838067,False,0.0001395823988383,True,1,0.0401795829999969,0.0001709439995838,full fit warm start,0.0,0.00016012791199,True,1,0.0414101249999987,0.0003513449831119,full fit warm start,0.0,0.0009245247718605,True,35,1.0022858329999735,0.0093751358159084,full fit warm start,0.0
597,68.06,-1.1320711258667924,-1.1797904450344685,-2.3859659583838067,-3.279497073076687,False,9.242694366573544e-05,True,1,0.0348602499999941,0.000138961878929,full fit warm start,0.0,0.0001090208260423,True,1,0.0414147500000012,0.0004012291304191,full fit warm start,0.0,0.0010607338023671,True,34,1.2460197080000626,0.0108698326507229,full fit warm start,0.0
598,68.04,-1.1797904450344685,-1.2453803864960022,-3.279497073076687,-4.460260184599019,False,4.8881056297300773e-05,True,1,0.0347847919999964,8.668985405256185e-05,full fit warm start,0.0,7.545002969910897e-05,True,1,0.0413497910000018,0.0005512640479542,full fit warm start,0.0,0.0017983777738788,True,77,2.466859374999899,0.0238565798350003,full fit warm start,0.0
599,68.02,-1.2453803864960022,-1.3345855901879826,-4.460260184599019,-2.7921177735574343,False,0.0001014151636336,True,1,0.0340153329999992,0.0001368156923151,full fit warm start,0.0,0.0001201144026183,True,1,0.0416215830000012,0.0004418486709302,full fit warm start,0.0,0.0018447411262219,True,81,2.4942567079999662,0.0266261018794201,full fit warm start,0.0
600,68.0,-1.3345855901879826,-1.3904279456591313,-2.7921177735574343,10.957625124805359,False,0.0049378021146653,True,5,0.0902431660000004,0.0036070024563196,full fit warm start,0.0,0.0140389715839193,True,15,0.3131263749999959,0.1158931547772553,full fit warm start,0.0,0.0201603889173984,True,85,2.688536957999986,0.0959833369037161,full fit warm start,0.0
601,67.98,-1.3904279456591313,-1.1712754431630241,10.957625124805359,6.7657973553069795,False,0.0002489005411985,True,2,0.0476632499999993,0.0001910875503174,full fit warm start,0.0,0.0002705625802175,True,2,0.0595696670000052,0.000216641215563,full fit warm start,0.0,0.0010316691346141,True,33,1.173452207999958,0.0085890361231369,full fit warm start,0.0
602,67.96,-1.1712754431630241,-1.0359594960568845,6.7657973553069795,-2.999093665327557,False,0.0002026172838371,True,2,0.0474443750000048,0.0002085914104333,full fit warm start,0.0,0.0002329982065836,True,2,0.0596889169999954,0.0006459057287661,full fit warm start,0.0,0.0011072591429841,True,35,1.29400745800001,0.0087142805236631,full fit warm start,0.0
603,67.94,-1.0359594960568845,-1.0959413693634357,-2.999093665327557,-2.364883361435499,False,0.0001341094641271,True,1,0.0334014580000001,0.0001712029019503,full fit warm start,0.0,0.0001504799831733,True,1,0.0413674999999997,0.0002775182207923,full fit warm start,0.0,0.0008708446579936,True,38,1.3716955419999977,0.008261354280345,full fit warm start,0.0
604,67.92,-1.0959413693634357,-1.1432390365921457,-2.364883361435499,4.602748878625684,False,8.660917888159148e-05,True,1,0.0333761250000037,0.0001289945574216,full fit warm start,0.0,0.000110931952705,True,1,0.0413834169999987,0.0004551786225228,full fit warm start,0.0,0.0011338428345579,True,31,0.8909611249999898,0.0116662219595058,full fit warm start,0.0
605,67.9,-1.1432390365921457,-1.051184059019632,4.602748878625684,2.241789900267932,False,0.0002196390973252,True,2,0.0474942920000032,0.0001870104663268,full fit warm start,0.0,0.000231390237519,True,2,0.0594130420000027,0.0002005021013095,full fit warm start,0.0,0.0008711828407874,True,27,0.9781816659999548,0.0086067119772966,full fit warm start,0.0
606,67.88,-1.051184059019632,-1.0063482610142733,2.241789900267932,-2.6149378101846033,False,0.0001632682881718,True,1,0.0333442920000024,0.0001879421630212,full fit warm start,0.0,0.0001823688133648,True,1,0.0413716669999999,0.0003551391799259,full fit warm start,0.0,0.000818864514267,True,45,1.58611862500004,0.0083225821964227,full fit warm start,0.0
607,67.86,-1.0063482610142733,-1.0586470172179654,-2.6149378101846033,-3.1488550765882195,False,9.693719220749132e-05,True,1,0.0333512089999956,0.0001442396103383,full fit warm start,0.0,0.0001154634783291,True,1,0.0413861250000024,0.0003350725878801,full fit warm start,0.0,0.0008296480775422,True,35,1.2206810420000238,0.0081747920779054,full fit warm start,0.0
608,67.84,-1.0586470172179654,-1.1216241187497298,-3.1488550765882195,2.2621694066388365,False,0.0001792786760423,True,1,0.0334516249999978,0.0001944605983947,full fit warm start,0.0,0.0002000508699957,True,1,0.0414931249999952,0.0002988114217998,full fit warm start,0.0,0.0008871124233507,True,44,1.4427457499999718,0.0090571862197951,full fit warm start,0.0
609,67.82,-1.1216241187497298,-1.076380730616953,2.2621694066388365,2.477054939589385,False,0.000216210547741,True,1,0.0333085830000001,0.0002136885734566,full fit warm start,0.0,0.0002308753700859,True,1,0.0413672090000005,0.0002354826148371,full fit warm start,0.0,0.0008385373700017,True,26,1.0279001249999735,0.0086857523233565,full fit warm start,0.0
610,67.8,-1.076380730616953,-1.0268396318251654,2.477054939589385,-4.284112798735196,False,7.529043648579758e-05,True,1,0.033304582999996,0.0001245848584404,full fit warm start,0.0,9.619169268715312e-05,True,1,0.0413747089999958,0.0004742642366376,full fit warm start,0.0,0.0010246581176809,True,39,1.3442331250000734,0.0102242327536428,full fit warm start,0.0
611,67.78,-1.0268396318251654,-1.1125218877998693,-4.284112798735196,-4.071040993911179,False,5.640096108727733e-05,True,1,0.0333579999999997,0.0001093471477808,full fit warm start,0.0,7.312658191560573e-05,True,1,0.042182541999999,0.0003731582357922,full fit warm start,0.0,0.0010214334234106,True,37,1.221997041999998,0.0097140986305926,full fit warm start,0.0
612,67.76,-1.1125218877998693,-1.1939427076780929,-4.071040993911179,-1.1217543393886587,False,0.0001797357095099,True,1,0.0332859999999968,0.0001960133124765,full fit warm start,0.0,0.0001926766748834,True,1,0.0413952079999973,0.000233117979031,full fit warm start,0.0,0.0010154052274451,True,40,1.2781145830000469,0.0103262996887156,full fit warm start,0.0
613,67.74,-1.1939427076780929,-1.216377794465866,-1.1217543393886587,5.764919315756378,False,6.189101933395946e-05,True,1,0.0333343749999954,0.0001001419706835,full fit warm start,0.0,8.661383662378341e-05,True,1,0.0414341670000055,0.0004913718046787,full fit warm start,0.0,0.0014246436910045,True,45,1.269359917000088,0.014621475223197,full fit warm start,0.0
614,67.72,-1.216377794465866,-1.1010794081507385,5.764919315756378,0.4324746388543854,False,0.0002818492430205,True,2,0.0476419590000034,0.0002148941410387,full fit warm start,0.0,0.0002994121851078,True,2,0.0594257079999991,0.0003842318693592,full fit warm start,0.0,0.0010001482010078,True,36,1.1950758330000326,0.0088191098291288,full fit warm start,0.0
615,67.7,-1.1010794081507385,-1.0924299153736508,0.4324746388543854,-1.9063001482781061,False,0.0001712465635295,True,1,0.0332909579999949,0.0001908871135112,full fit warm start,0.0,0.0001943329604823,True,1,0.041491833000002,0.0003401111925679,full fit warm start,0.0,0.0008744057427643,True,25,1.1238086670000484,0.0088432160958753,full fit warm start,0.0
616,67.68,-1.0924299153736508,-1.1305559183392129,-1.9063001482781061,-2.608663845177439,False,0.0001246695877328,True,1,0.033398499999997,0.0001640205315498,full fit warm start,0.0,0.0001374363563479,True,1,0.0413517499999969,0.0003686353654353,full fit warm start,0.0,0.0009185713851618,True,35,0.9825005829999328,0.0093173944310414,full fit warm start,0.0
617,67.66,-1.1305559183392129,-1.1827291952427617,-2.608663845177439,-1.556618206462801,False,0.0001631280554965,True,1,0.0333777920000031,0.0001864947756485,full fit warm start,0.0,0.0001781150114048,True,1,0.0414028750000028,0.000289409364792,full fit warm start,0.0,0.0010036079769424,True,29,1.4664704589999928,0.0095685371324128,full fit warm start,0.0
618,67.64,-1.1827291952427617,-1.2138615593720177,-1.556618206462801,7.143634274272603,False,5.6592478492323295e-05,True,1,0.0333437500000002,9.062630397118554e-05,full fit warm start,0.0,0.002502808819778,True,5,0.1317370840000009,0.0223395852445055,full fit warm start,0.0,0.00278783272346,True,69,2.146629583000049,0.0279687003137226,full fit warm start,0.0
619,67.62,-1.2138615593720177,-1.0709888738865656,7.143634274272603,-2.654157693308834,False,0.0002273135850687,True,2,0.047500540999998,0.0002182539294206,full fit warm start,0.0,0.0002607117355499,True,2,0.0595052500000008,0.0006806491581721,full fit warm start,0.0,0.00110491718786,True,25,0.7610762079999631,0.0077936787536134,full fit warm start,0.0
620,67.6,-1.0709888738865656,-1.1240720277527423,-2.654157693308834,-3.188616972509317,False,9.28574043252972e-05,True,1,0.0334815410000004,0.0001391702783443,full fit warm start,0.0,0.0001115363913473,True,1,0.0413697080000048,0.0003467197396266,full fit warm start,0.0,0.0009209742234008,True,33,1.307673750000049,0.0092648939111229,full fit warm start,0.0
621,67.58,-1.1240720277527423,-1.1878443672029286,-3.188616972509317,6.919953226676334,False,5.649958475295591e-05,True,1,0.0333827080000048,9.514380455517045e-05,full fit warm start,0.0,0.0026593804969863,True,4,0.113874250000002,0.0217452934969189,full fit warm start,0.0,0.0036992668062003,True,77,2.1204542080000692,0.0285310638827213,full fit warm start,0.0
622,67.56,-1.1878443672029286,-1.049445302669402,6.919953226676334,2.013366894218649,False,0.0002911813942363,True,2,0.0474711250000012,0.00021458634894,full fit warm start,0.0,0.0003078651613166,True,2,0.0594906669999986,0.0003009613718986,full fit warm start,0.0,0.000941324311221,True,27,0.982697499999972,0.008385475876906,full fit warm start,0.0
623,67.54,-1.049445302669402,-1.009177964785029,2.013366894218649,-2.8210621467672947,False,0.0001528091909599,True,1,0.0333557079999948,0.0001837512500741,full fit warm start,0.0,0.0001688112949009,True,1,0.0414007080000047,0.0003631407040236,full fit warm start,0.0,0.0008167915287549,True,40,1.3698712080000632,0.008365497794477,full fit warm start,0.0
624,67.52,-1.009177964785029,-1.0655992077203749,-2.8210621467672947,0.7709874608684775,False,0.0002074219748298,True,1,0.0337522920000026,0.0002134339680586,full fit warm start,0.0,0.0002232911294761,True,1,0.0413340830000024,0.0002402703962432,full fit warm start,0.0,0.0008531360775143,True,17,0.7603290829999878,0.0080337305825429,full fit warm start,0.0
625,67.5,-1.0655992077203749,-1.0501794585030053,0.7709874608684775,8.620140931133013,False,0.000144991640302,True,1,0.0335243749999989,0.0001698894874726,full fit warm start,0.0,0.0025016839127873,True,6,0.1319492909999979,0.0223060423809815,full fit warm start,0.0,0.0030196004730633,True,34,1.1757043750000091,0.0178989467793541,full fit warm start,0.0
626,67.48,-1.0501794585030053,-0.877776639880345,8.620140931133013,8.17603745723563,False,2.659737711807608e-05,True,1,0.0334886670000003,6.701578778234238e-05,full fit warm start,0.0,3.532020098884203e-05,True,1,0.0414637079999948,0.0002754595576659,full fit warm start,0.0,0.0007414434310506,True,33,0.9620951250000188,0.0082479652349294,full fit warm start,0.0
627,67.46,-0.877776639880345,-0.7142558907356324,8.17603745723563,9.903113002339436,False,0.0001258869031977,True,1,0.0334204999999983,0.0001714644536367,full fit warm start,0.0,0.0001437069647289,True,1,0.0413939170000006,0.0004247475259247,full fit warm start,0.0,0.0016227482586192,True,58,1.787401415999966,0.0270962019298304,full fit warm start,0.0
628,67.44,-0.7142558907356324,-0.5161936306888437,9.903113002339436,11.338814403582465,False,0.0002449064113294,True,2,0.0474968340000003,0.0002328512513731,full fit warm start,0.0,0.000297238127342,True,2,0.059345958999998,0.0006776826148911,full fit warm start,0.0,0.0024389539450604,True,73,2.295543749999979,0.0420794932026877,full fit warm start,0.0
629,67.42,-0.5161936306888437,-0.28941734261719443,11.338814403582465,-4.319548565775033,False,0.0001747598955601,True,1,0.0335229589999954,0.0001753824216509,full fit warm start,0.0,0.0001915107785395,True,1,0.0413580409999951,0.0003375033074879,full fit warm start,0.0,0.0022341164515604,True,62,2.024025959000028,0.039449493271811,full fit warm start,0.0
