k,age_ka,X_old,X_new,Vhat_old,Vhat_new,regime_switch,m2_ios_contribution,m2_loo_valid,m2_nit,m2_seconds,m2_parameter_shift_relative,m2_start_kind,m2_warm_start_excess_nll,m3_ios_contribution,m3_loo_valid,m3_nit,m3_seconds,m3_parameter_shift_relative,m3_start_kind,m3_warm_start_excess_nll,m4_ios_contribution,m4_loo_valid,m4_nit,m4_seconds,m4_parameter_shift_relative,m4_start_kind,m4_warm_start_excess_nll
13,79.74,1.3622432922613048,1.439589022765516,3.867286525210556,3.1359482124265314,False,9.956816245404454e-05,True,1,0.035481292,0.0001219136590547,full fit warm start,0.0,0.0001226841132559,True,1,0.0414762500000001,0.0005115033541226,full fit warm start,0.0,0.0022747261432516,True,64,2.0961170419999995,0.0242204121300486,full fit warm start,0.0
14,79.72,1.439589022765516,1.5023079870140466,3.1359482124265314,-7.44642147187784,False,0.0021276678828257,True,4,0.0762967080000001,0.0023682776433095,full fit warm start,0.0,0.0029708078337704,True,4,0.1144103750000002,0.0172426401550453,full fit warm start,0.0,0.0077153868902133,True,75,2.3600351669999995,0.053990483564682,full fit warm start,0.0
15,79.7,1.5023079870140466,1.3533795575764898,-7.44642147187784,-0.10578283212272499,False,0.0003522763889178,True,2,0.0477273329999996,0.0002613098437033,full fit warm start,0.0,0.000397655943455,True,2,0.0602972499999996,0.000835017783949,full fit warm start,0.0,0.0016150291260452,True,67,2.1694591249999995,0.0116883041123461,full fit warm start,0.0
16,79.68,1.3533795575764898,1.3512639009340353,-0.10578283212272499,2.1409998591464197,False,0.0001397266082734,True,1,0.0333666249999997,0.0001605832644671,full fit warm start,0.0,0.0001642159437027,True,1,0.0417667499999998,0.0004962097257067,full fit warm start,0.0,0.0015610789111129,True,62,1.9867539159999976,0.0168926871566314,full fit warm start,0.0
17,79.66,1.3512639009340353,1.3940838981169636,2.1409998591464197,-6.916114382179095,False,7.194783862285448e-05,True,1,0.033562125,9.997665683367804e-05,full fit warm start,0.0,0.0021164021035806,True,4,0.0964370420000002,0.0144357877064447,full fit warm start,0.0,0.0044265541332908,True,72,2.2470365,0.0391711969681316,full fit warm start,0.0
18,79.64,1.3940838981169636,1.2557616104733818,-6.916114382179095,-0.3429861100457954,False,0.0002900772154839,True,2,0.047697625,0.0002283553344141,full fit warm start,0.0,0.0003160083045372,True,2,0.059922958,0.0005885766936664,full fit warm start,0.0,0.0011801531073825,True,21,0.6393287079999972,0.0061401583507606,full fit warm start,0.0
19,79.62,1.2557616104733818,1.2489018882724658,-0.3429861100457954,-1.933511879483496,False,0.0002020334104115,True,1,0.0334999589999998,0.00020566261607,full fit warm start,0.0,0.00021772967616,True,1,0.0416131669999999,0.0002688220104309,full fit warm start,0.0,0.0009548684189266,True,29,1.0744374159999983,0.0064009926635008,full fit warm start,0.0
20,79.6,1.2489018882724658,1.210231650682796,-1.933511879483496,3.148472292832971,False,0.0001060205549827,True,1,0.0335031659999995,0.0001451556801885,full fit warm start,0.0,0.0001279235104578,True,1,0.0416189579999999,0.0005020304210516,full fit warm start,0.0,0.0014040911068451,True,70,1.9561643749999968,0.0131815408087375,full fit warm start,0.0
21,79.58,1.210231650682796,1.2732010965394553,3.148472292832971,10.411422951577887,False,0.0051453861075838,True,6,0.1042297920000003,0.0037922607658573,full fit warm start,0.0,0.0078071172271076,True,5,0.1330146659999997,0.0341459380913889,full fit warm start,0.0,0.0194642344626458,True,30,0.9338215419999968,0.0346155612185877,full fit warm start,0.0
22,79.56,1.2732010965394553,1.481429555571013,10.411422951577887,-6.278803070423966,False,0.002128492320597,True,5,0.089967917,0.0031722357003254,full fit warm start,0.0,0.0028361737444955,True,5,0.1145805829999999,0.0172606557140891,full fit warm start,0.0,0.0087362253949683,True,82,2.5330664580000004,0.0494388670694798,full fit warm start,0.0
23,79.54,1.481429555571013,1.3558534941625338,-6.278803070423966,-2.6530508127488694,False,0.0002706883984702,True,2,0.0478238329999998,0.0002037135118228,full fit warm start,0.0,0.0002847296438766,True,2,0.0598670409999999,0.0003304940053126,full fit warm start,0.0,0.0013379328467362,True,22,0.6646039159999972,0.0072063105589322,full fit warm start,0.0
24,79.52,1.3558534941625338,1.3027924779075564,-2.6530508127488694,1.421009448138566,False,0.0001923763443389,True,1,0.0335006250000002,0.0001960001653943,full fit warm start,0.0,0.0002399312416616,True,2,0.0599560829999998,0.0008559626622149,full fit warm start,0.0,0.0012746431952606,True,43,1.272440500000002,0.0091518849201793,full fit warm start,0.0
