observed_contrast,n_boot,n_valid,success_rate,contrast_mean,contrast_median,contrast_q95,contrast_q99,p_upper
34.81873968018772,300,300,1.0,15.990713455690274,10.404838552125511,51.611782959987444,74.66803078723815,0.10963455149501661
